7.53,-14.523,65.9,2
5.82,-13.458,70.1,2
13.2,-7.832,49.8,2
3.48,-7.313,58.4,2
3.66,-22.241,46.7,2
6.36,-9.78,48.2,2
3.06,-8.307,33.9,2
3.88,-11.864,65.9,2
9.2,-7.219,47.4,2
5.78,-13.043,94.7,2
3.84,-7.198,74.2,2
4.11,-11.395,63.8,2
3.99,-5.919,47.2,2
5.83,-9.372,51.1,2
14.1,-4.11,69.9,2
3.08,-9.11,31.6,2
5.13,-4.033,41.8,2
2.73,-6.802,61.9,2
2.63,-9.562,48.7,2
3.36,-7.805,57.4,2
15.8,-6.376,48.3,2
14.5,-7.951,44.3,2
6,-13.015,68.7,2
5.94,-10.854,32.8,2
2.95,-7.179,53.2,2
6.46,-11.238,65,2
8.14,-11.75,69.7,2
2.67,-7.337,68.6,2
2.94,-10.552,34.1,2
5.72,-12.099,59.9,2
3.22,-7,34,2
8.84,-8.296,64.4,2
4.85,-9.97,53.3,2
2.5,-7.472,80.8,2
4.73,-12.138,57,2
13.2,-5.996,48.6,2
8.23,-10.005,64.4,2
3.2,-9.302,42,2
5.59,-6.294,63.6,2
3.8,-14.095,61.4,2
2.42,-4.268,74.4,2
4.1,-5.526,53.4,2
4.85,-14.207,44.1,2
3.44,-9.509,69.5,2
4.94,-4.981,53,2
3.75,-4.474,52.1,2
3.81,-6.549,68.1,2
3.54,-7.358,63.2,2
7.43,-7.132,75.6,2
3.39,-9.764,67.8,2
4.59,-6.663,62.9,2
9.92,-5.22,51.6,2
13.2,-10.208,56.2,2
29,-9.592,70.6,2
6.54,-5.144,69.8,2
5.65,-6.606,47.9,2
6.65,-3.88,40.4,2
3,-5.131,78.2,2
18.6,-8.806,69.9,2
7.72,-6.486,32.9,2
8.84,-4.464,62.1,2
7.38,-2.187,21,2
6.07,-13.115,51.3,2
3.63,-9.156,65.6,2
12.6,-5.801,46.5,2
2.89,-9.907,40.4,2
18.6,-11.483,67.6,2
5.74,-12.484,80.9,2
4.79,-8.158,76.5,2
3.75,-6.844,63.9,2
4.42,-8.571,72.3,2
2.52,-6.05,56.8,2
6.03,-12.424,41.2,2
6.1,-8.137,58,2
5.96,-13.885,48.9,2
3.26,-7.874,63.2,2
3.95,-9.428,63.6,2
3.91,-9.925,55.9,2
5.52,-8.136,37.4,2
4.17,-16.397,70.1,2
2.81,-6.825,67.4,2
5.4,-9.105,44.8,2
3.01,-12.227,39.5,2
3.82,-15.958,72.3,2
3.06,-6.285,54.8,2
5.56,-11.141,76.9,2
3.48,-6.268,29.4,2
3.18,-5.134,49.2,2
3.22,-8.484,64.5,2
19.5,-17.093,56.1,2
4.98,-6.761,56,2
5,-18.26,72,2
3.56,-12.671,41.3,2
3.43,-8.746,54.5,2
4.02,-14.248,53.3,2
3.75,-6.702,80.7,2
2.93,-5.839,49.9,2
4.15,-7.213,48.1,2
3.81,-7.851,72.7,2
5.21,-2.738,47.5,2
3.66,-8.062,51.6,2
2.67,-8.725,55.4,2
2.78,-6.208,62.9,2
4.62,-12.527,39.5,2
3.97,-9.327,40.1,2
11.8,-17.819,52.9,2
8.04,-4.631,40,2
3.46,-7.568,64.4,2
6.27,-9.123,35.8,2
3.22,-5.874,53.7,2
4.95,-13.496,55.9,2
7.01,-6.088,43.2,2
3.73,-12.166,73.7,2
6.06,-15.58,59.9,2
4.07,-12.445,58.6,2
4.59,-15.476,59.1,2
2.87,-9.647,48.4,2
3.68,-12.996,61.3,2
4.72,-5.322,27.9,2
4.58,-6.929,53.5,2
3.87,-7.304,51.6,2
4.59,-8.145,30.1,2
3.85,-14.546,43.6,2
4.42,-9.331,60.1,2
3.24,-8.626,64.5,2
3.25,-9.478,67.9,2
3.35,-13.637,67.7,2
6.84,-6.091,60.6,2
7.43,-11.225,34.5,2
6.31,-15.154,62.1,2
4.02,-10.166,77.7,2
3.56,-2.673,48.6,2
6.96,-7.333,40.6,2
3.54,-11.337,47.3,2
4.09,-7.509,49.1,2
5.05,-8.242,61.3,2
5.15,-10.139,63.2,2
3.59,-11.669,38.9,2
3.36,-7.737,63.9,2
6.26,-16.275,62.3,2
3.29,-6.42,56.6,2
13,-4.454,54.3,2
8.34,-7.031,57.9,2
4.65,-5.505,70.8,2
7.15,-5.154,58,2
4.17,-10.159,45.4,2
5.3,-10.37,68.3,2
5.34,-11.129,81.2,2
3.56,-10.027,61.2,2
2.84,-8.017,51.6,2
22.2,-2.694,49.4,2
8.74,-2.892,57.4,2
2.63,-10.107,62.7,2
3.35,-8.924,49.1,2
11.8,-6.287,55.5,2
3.93,-9.161,68.9,2
3.28,-5.2,48.2,2
5.52,-8.872,79.7,2
9.37,-11.879,46.2,2
7.27,-7.485,62.3,2
11.7,-6.019,68.4,2
4.22,-6.842,38.2,2
5.33,-10.415,55.1,2
4.12,-5.459,29.1,2
7.51,-6.935,43.3,2
3.91,-7.379,45.3,2
3.62,-5.749,51.1,2
7.52,-9.894,70.8,2
5.66,-9.946,41,2
4.96,-3.627,47.1,2
4.56,-10.785,63.5,2
6.23,-6.296,61.2,2
3.99,-4.706,59.1,2
7.75,-12.736,49.5,2
4.2,-3.996,48,2
6.29,-15.418,80.3,2
4.3,-11.871,59.8,2
4.86,-8.533,49.5,2
3.28,-6.685,45.6,2
41.6,-10.204,61.9,2
8.38,-14.501,60.5,2
11.4,-4.103,43.1,2
3.25,-9.495,71,2
4.7,-19.793,57.2,2
4.36,-13.497,49.6,2
12.5,-11.382,78.5,2
9.4,-5.575,58,2
3.49,-16.269,45,2
3.67,-13.179,72.7,2
3.38,-14.961,47.2,2
6.07,-8.986,51.5,2
4.55,-10.569,66.4,2
7.23,-6.873,25,2
4.54,-15.263,64.7,2
8.46,-10.517,58.3,2
7.51,-12.584,52.3,2
6.71,-13.961,51.7,2
5.28,-9.235,88.2,2
3.17,-6.986,59.1,2
4.85,-6.993,69.8,2
4.48,-4.654,58.6,2
3.41,-7.051,78.6,2
15.1,-7.961,29.4,2
3.17,-9.119,68.8,2
2.61,-7.332,67.8,2
65.8,-10.795,45.4,2
6.71,-7.994,57.6,2
16.6,-4.816,55.6,2
10.1,-7.305,57.7,2
11.2,-4.903,62.3,2
3.03,-4.896,67.5,2
14,-6.587,37.1,2
8.44,-11.315,63.5,2
2.85,-10.571,73.9,2
5.25,-11.959,67.5,2
5.5,-15.774,53.3,2
3.95,-4.038,49.2,2
4.06,-6.3,62.9,2
9.62,-10.862,56.3,2
4.63,-5.513,60.1,2
3.77,-9.88,53.7,2
16.1,-13.662,50.2,2
5.58,-8.794,48.2,2
9.57,-6.225,67.7,2
4.27,-5.604,59.4,2
6.29,-15.418,80.3,2
6.43,-5.843,64.8,2
3.69,-7.143,38.3,2
3.58,-11.633,65.9,2
6.41,-5.133,59.9,2
31.4,-7.486,55.3,2
16.3,-8.197,43.3,2
9.94,-11.738,60.1,2
25,-10.912,51.5,2
4.58,-8.6,53.7,2
3.1,-16.498,74.7,2
4.78,-12.798,59.9,2
4.38,-6.731,76.4,2
8.1,-9.159,77.9,2
10.1,-10.653,90.3,2
6.09,-4.091,55.3,2
3.1,-5.582,61.9,2
12.5,-12.06,76,2
2.86,-8.534,53.5,2
4.37,-6.812,37.4,2
3.51,-10.298,83.1,2
5.65,-6.606,47.9,2
3.17,-9.224,53.5,2
5.95,-7.958,57,2
4.47,-14.158,53.8,2
3.58,-12.211,39.2,2
4.91,-7.411,40.6,2
3.24,-4.061,67.6,2
2.86,-8.548,48.2,2
2.94,-6.855,71.9,2
2.93,-13.454,57.2,2
6.15,-10.45,77.6,2
3.72,-14.466,50.1,2
7.09,-9.353,38.3,2
7.58,-5.613,38.3,2
3.77,-11.329,50.4,2
3.48,-14.278,43.9,2
2.98,-13.25,72,2
6.62,-7.675,79.9,2
2.93,-13.454,57.2,2
3.92,-6.949,73.8,2
3.7,-5.608,52,2
36.9,-7.644,56.9,2
6.05,-8.007,68.2,2
3.38,-6.497,51.3,2
5.76,-5.377,68.4,2
3.41,-5.854,43.7,2
4.56,-0.489,40.8,2
2.78,-7.679,71.9,2
27.4,-4.91,30.1,2
11.2,-9.291,54.1,2
3.68,-7.004,56.7,2
3.94,-10.468,70.2,2
7.08,-4.167,55.5,2
2.61,-6.978,49.1,2
3.1,-11.063,62.4,2
2.8,-6.826,55.9,2
4.07,-15.87,42.5,2
9.6,-15.72,62.8,2
3.56,-6.531,55.9,2
6.39,-10.176,38.8,2
3.29,-13.577,65.6,2
4.12,-5.459,29.1,2
21.4,-6.491,35.7,2
19.5,-17.093,56.1,2
4.05,-10.893,50.4,2
4.11,-16.004,40.6,2
2.78,-7.6,64.9,2
3.6,-16.292,54,2
16.5,-6.623,61.6,2
2.92,-5.994,57.4,2
3.54,-19.213,51.6,2
4.24,-6.716,53.5,2
4.43,-3.548,64.4,2
19.9,-4.585,34.2,2
4.81,-13.945,63.2,2
8.89,-14.141,65.6,2
9.73,-10.882,59.8,2
2.73,-13.349,59.6,2
7.77,-10.863,65.5,2
3.99,-9.577,43.2,2
3.5,-18.543,47.2,2
4.61,-17.458,70.1,2
15.5,-4.975,32.8,2
3.49,-8.119,53.8,2
2.82,-8.662,61.6,2
4.26,-4.572,54.3,2
8.48,-6.044,61.1,2
3.73,-7.94,47.2,2
3.71,-12.269,65.3,2
7.13,-8.209,41.7,2
6.1,-8.137,58,2
3.43,-11.802,55.8,2
8.5,-12.98,65.7,2
11.4,-11.867,66,2
3.55,-3.76,43.7,2
4.04,-9.199,49.5,2
3.86,-6.018,15.5,2
6.57,-10.512,67,2
3.85,-3.504,35.4,2
4.1,-6.203,51.6,2
40.2,-8.126,65.3,2
5.52,-8.136,37.4,2
7.97,-8.003,68.2,2
3.46,-4.683,61.5,2
2.6,-10.643,47.3,2
5.45,-5.373,59.8,2
9.13,-8.904,56.1,2
4.21,-12.789,56.9,2
6.25,-20.88,62,2
3.05,-13.498,51.5,2
4.62,-7.383,72.4,2
2.99,-10.429,58.9,2
4.02,-7.788,76.2,2
2.84,-5.48,38,2
9.28,-12.142,65.8,2
36.1,-7.498,72.8,2
6.21,-8.197,35.7,2
4.63,-10.147,54.8,2
5.18,-9.503,61,2
4.11,-9.103,77,2
5.25,-11.959,67.5,2
3.17,-7.258,36.7,2
3.71,-12.964,61.4,2
3.74,-16.925,59.3,2
5.52,-6.402,70.2,2
2.98,-11.211,71.1,2
22.4,-9.937,54.5,2
3.09,-7.303,43,2
5.06,-9.383,62.1,2
2.63,-6.109,53.8,2
3.25,-6.541,68.6,2
3.1,-8.363,34.4,2
5.64,-6.945,89.4,2
4.06,-3.092,58.4,2
6.03,-4.507,44.3,2
9.4,-8.536,62.6,2
3.08,-9.415,66.6,2
7.88,-18.022,53.8,2
5.32,-12.982,85.8,2
9.62,-10.862,56.3,2
4.04,-8.282,54.7,2
2.95,-7.179,53.2,2
4.52,-12.504,88.9,2
7.33,-12.576,46.9,2
8.75,-6.656,64.9,2
3.89,-6.66,60.8,2
4.79,-5.576,44.2,2
14.3,-5.841,26,2
5.31,-7.711,40.9,2
6.59,-6.668,49.1,2
9.28,-10.566,58.3,2
3.22,-10.731,43.3,2
2.92,-5.629,52,2
3.27,-11.949,55.5,2
3.12,-14.711,51.5,2
2.53,-10.105,53.2,2
2.98,-17.183,56.6,2
4.91,-6.924,80.5,2
4.28,-6.975,68.4,2
6.09,-4.091,55.3,2
3.02,-5.574,65.8,2
12.1,-9.047,72.6,2
2.73,-3.994,73,2
5.77,-6.564,43,2
8.65,-6.532,48.6,2
3.86,-8.79,73.9,2
3.52,-6.453,72.7,2
4.93,-10.908,71.7,2
3.63,-9.156,65.6,2
4.12,-6.246,59.7,2
16,-5.502,74.9,2
3.07,-7.442,71.8,2
3.24,-6.742,86.2,2
3.93,-9.457,63.5,2
11.5,-9.241,68,2
3.44,-9.047,67,2
5.58,-5.762,58.3,2
4.36,-8.551,36.9,2
4.03,-7.294,75.3,2
2.75,-9.147,69,2
2.64,-5.158,72.8,2
8.95,-4.872,57.3,2
4.48,-7.95,47.3,2
16.6,-4.816,55.6,2
2.98,-11.211,71.1,2
22.9,-4.692,44.2,2
12.1,-5.687,73.6,2
4.59,-9.245,46.2,2
3.45,-9.083,34.5,2
65.8,-10.795,45.4,2
20.9,-6.641,40.4,2
4.04,-19.432,52,2
3.91,-5.257,43.6,2
4.32,-5.839,18.2,2
3.12,-18.566,58.4,2
3.86,-7.197,37.2,2
6.13,-9.401,71.9,2
4.08,-19.207,81.5,2
6.66,-6.82,61.3,2
4.64,-4.939,41,2
7.33,-12.576,46.9,2
3.64,-16.981,46.9,2
4.03,-17.278,49.9,2
10.8,-8.446,57.2,2
4.79,-11.154,79.1,2
4.23,-3.855,58.1,2
16.3,-8.197,43.3,2
3.05,-8.139,72,2
4.62,-6.825,75.1,2
5.74,-2.349,63.8,2
4.4,-12.194,53.8,2
11.8,-10.761,58.9,2
3.77,-10.104,45.4,2
4.63,-10.362,24.8,2
5.97,-13.615,39.2,2
3.36,-5.628,58.9,2
7.84,-15.964,38.2,2
3.2,-7.058,70.7,2
4.39,-7.111,64.3,2
6.06,-2.967,50.6,2
7.95,-7.983,69.5,2
7.74,-8.288,59.9,2
2.8,-7.887,61.9,2
3.48,-6.268,29.4,2
3.89,-15.929,50.9,2
4.99,-11.479,63.4,2
4.01,-2.879,52.4,2
6.09,-6.358,58.6,2
3.13,-6.187,74.3,2
4.32,-11.377,65.4,2
20,-13.657,49,2
