speechiness,loudness,danceability,energy,acousticness,target
358,-2913,491,695,54800000,2
375,-11996,746,713,11800000,2
1030,-7712,642,706,25900000,2
270,-6228,578,811,14400000,2
588,-9157,527,611,25100000,2
462,-10634,703,437,23700000,2
343,-5068,311,583,84600000,2
581,-5883,448,725,31000000,2
560,-14230,840,412,2170000,2
400,-6251,278,807,1250000,2
317,-12635,546,227,78200000,2
325,-9662,692,493,9340000,2
639,-6305,635,873,54000000,2
435,-8522,451,547,50400000,2
1580,-4115,473,950,1150000,2
1010,-8549,436,679,49000000,2
648,-11317,391,756,41300000,2
313,-7713,359,561,34400000,2
585,-5297,774,696,47900000,2
1470,-9617,508,526,41600000,2
406,-22222,528,70.2,82600000,2
1080,-4724,632,542,75500000,2
772,-9960,619,268,98700000,2
242,-4268,744,832,24000000,2
353,-13793,487,241,91800000,2
279,-5839,629,678,54000000,2
324,-10871,479,763,12200000,2
911,-11486,556,473,34700000,2
1010,-13077,427,573,38200000,2
495,-15150,499,302,75200000,2
3620,-10877,421,596,53600000,2
351,-4113,526,646,15900000,2
594,-9028,410,447,86500000,2
369,-6640,635,705,19400000,2
932,-5419,716,895,2660000,2
352,-6576,527,735,462000,2
328,-9630,414,871,5840000,2
698,-6892,373,800,162000,2
643,-6764,439,698,17100000,2
949,-6122,354,518,68000000,2
1140,-6324,483,808,4070000,2
433,-3040,326,922,910000,2
534,-11252,575,838,2970000,2
686,-5422,602,988,20200000,2
453,-6741,443,868,13500000,2
508,-10572,676,334,86200000,2
415,-20977,646,44.3,97900000,2
855,-4321,441,912,639000,2
380,-22557,728,54,91000000,2
320,-4738,619,631,6600000,2
1770,-15357,612,117,99000000,2
347,-7967,761,465,53400000,2
374,-16925,593,464,50900000,2
669,-12795,454,822,3100000,2
1260,-8852,514,559,56800000,2
345,-9020,384,444,31100000,2
599,-5593,738,695,11800000,2
384,-13675,480,303,81200000,2
396,-7493,486,586,1860000,2
850,-12980,657,642,92600000,2
360,-8779,509,405,31900000,2
678,-13440,578,70.4,81600000,2
472,-5322,279,723,1340000,2
528,-9626,703,525,22000000,2
547,-9051,573,267,97300000,2
272,-6991,738,507,22900000,2
732,-9431,689,715,41900000,2
809,-9593,701,731,708000,2
405,-5528,601,755,5750000,2
739,-9531,814,754,9890000,2
355,-7937,731,647,487000,2
403,-14094,692,301,93800000,2
507,-7859,740,419,76000000,2
301,-9056,675,344,70800000,2
525,-6190,493,621,61900000,2
421,-4834,392,872,16000000,2
1640,-6745,205,917,494000,2
560,-14230,840,412,2170000,2
404,-13595,292,372,35500000,2
355,-9198,492,367,46000000,2
413,-3792,565,970,96000,2
342,-8466,715,593,6900000,2
363,-9995,483,692,10200000,2
321,-14346,476,372,87000000,2
346,-5696,714,435,27600000,2
485,-13192,575,254,94300000,2
574,-5695,443,704,34700000,2
1790,-5573,728,697,18700000,2
748,-4276,589,925,334000,2
444,-6195,588,973,9320,2
399,-11082,487,407,45100000,2
516,-13453,396,899,630000,2
497,-3369,317,924,1750000,2
449,-4579,661,973,736000,2
336,-13073,557,121,92400000,2
374,-18066,477,290,55400000,2
456,-11700,683,419,25000000,2
414,-6984,820,636,13800000,2
607,-8400,561,804,3850000,2
709,-6821,800,370,88400000,2
384,-13289,489,536,65400000,2
362,-9734,379,505,84000000,2
1950,-4858,694,774,21800000,2
250,-7472,808,532,54300000,2
544,-6007,312,772,12300000,2
391,-7031,589,762,945000,2
416,-10582,608,739,1020000,2
330,-9513,561,532,45800000,2
1360,-3235,799,917,14300000,2
1630,-14026,707,275,91000000,2
2000,-13657,490,338,47200000,2
382,-15958,723,354,55000000,2
342,-11856,487,658,70300000,2
780,-11039,735,684,4260000,2
347,-7375,298,726,1410000,2
622,-16605,567,387,44200000,2
327,-2969,337,809,738000,2
487,-16551,588,223,77600000,2
385,-7764,322,519,8030000,2
1200,-3745,351,964,69700,2
610,-8137,580,573,305000,2
455,-10513,632,554,53500000,2
613,-9401,719,386,71600000,2
269,-7309,592,752,33000000,2
861,-6327,530,956,577000,2
339,-14619,502,433,66800000,2
597,-11342,400,450,6190000,2
491,-13596,472,386,54100000,2
713,-4594,523,963,43400,2
395,-4038,492,596,97000000,2
646,-11238,650,424,87000000,2
565,-6406,801,637,16900000,2
981,-4771,447,788,9180000,2
672,-11383,797,208,98500000,2
482,-5522,650,500,97900000,2
465,-10752,582,622,12800000,2
688,-11044,651,451,44700000,2
270,-4028,576,478,72400000,2
594,-4733,741,789,18300000,2
488,-7345,607,802,64500,2
287,-3201,627,719,12800000,2
325,-9478,679,728,7950000,2
475,-9506,705,401,81200000,2
309,-8401,536,718,999000,2
389,-7721,615,560,44200000,2
438,-10917,553,672,21500000,2
307,-5376,657,716,10600000,2
375,-6844,639,496,71300000,2
733,-12576,469,297,90800000,2
527,-11603,792,495,23900000,2
275,-5763,747,580,15900000,2
1190,-2975,371,978,13400000,2
376,-14023,544,376,76600000,2
1210,-8670,460,609,75500000,2
420,-3996,480,641,6940000,2
379,-11057,713,281,13700000,2
494,-4895,692,791,15500000,2
278,-12526,699,502,6070000,2
1620,-3171,421,900,59000000,2
343,-6783,610,636,55200000,2
860,-24372,541,13.2,97900000,2
1610,-11271,598,567,47000000,2
417,-4033,478,714,69400000,2
1790,-3260,429,953,3610000,2
490,-8147,245,893,3010000,2
392,-8689,566,424,66900000,2
418,-4288,325,733,36100000,2
542,-12209,705,483,15000000,2
3870,-7725,597,598,67400000,2
421,-5367,750,763,65000000,2
737,-12299,612,372,47200000,2
388,-8628,534,514,76600000,2
444,-5345,416,790,714000,2
751,-6598,526,791,36800000,2
269,-5938,354,523,51400000,2
595,-19280,729,56.4,99600000,2
336,-5393,467,648,51900000,2
573,-9085,539,483,80000000,2
443,-13749,564,269,99500000,2
448,-6535,759,852,77400000,2
559,-5677,673,605,61000000,2
333,-11426,556,567,5810000,2
233,-6846,616,706,969000,2
436,-10951,633,625,49200000,2
340,-17424,617,167,72700000,2
292,-9186,647,507,11200000,2
2580,-7405,634,745,15900000,2
748,-6619,698,864,71800000,2
363,-9995,483,692,10200000,2
685,-15841,581,159,98900000,2
833,-4577,531,989,164000,2
409,-6228,405,485,78300000,2
1090,-7266,296,924,1520000,2
380,-5124,451,817,1440000,2
571,-8860,408,630,12500000,2
326,-6881,612,487,76100000,2
341,-8435,610,506,3320000,2
349,-8307,610,574,12300000,2
621,-14041,528,592,74700000,2
324,-8626,645,740,22300000,2
451,-7232,406,609,33200000,2
640,-8913,596,545,45600000,2
513,-12265,527,362,77300000,2
281,-9178,412,341,86100000,2
668,-13661,622,284,48900000,2
515,-10607,542,502,19500000,2
415,-8936,715,541,86500000,2
378,-10327,611,675,282000,2
524,-12674,581,647,347000,2
1850,-3781,378,925,2340000,2
525,-11959,675,311,93000000,2
374,-9936,576,693,54600000,2
292,-7785,725,746,2230000,2
415,-7181,775,499,49600000,2
343,-7136,741,435,53800000,2
391,-10142,535,824,62500000,2
439,-2001,601,912,16900000,2
346,-7568,644,433,74200000,2
1300,-6445,495,602,8000000,2
395,-9625,502,753,14200000,2
1030,-7712,642,706,25900000,2
2110,-4519,510,976,54200000,2
1660,-4816,556,870,16200000,2
350,-6046,641,747,39300000,2
506,-16296,606,393,73600000,2
465,-5880,667,757,17400000,2
307,-7949,500,714,47100000,2
422,-5722,636,830,56200000,2
258,-8501,529,481,62700000,2
899,-5156,310,946,2910000,2
710,-4140,255,947,10300,2
334,-8151,679,569,3600000,2
718,-9729,341,816,66400,2
567,-19063,475,157,97600000,2
496,-13240,643,175,98600000,2
644,-8303,353,921,118000,2
686,-6450,708,667,11800000,2
512,-6548,545,908,11500000,2
358,-13908,597,118,96400000,2
346,-12496,722,550,54700000,2
364,-16981,469,236,40700000,2
294,-6456,676,648,703000,2
399,-5059,487,923,14300000,2
339,-9150,484,802,469000,2
530,-10370,683,347,87100000,2
424,-11252,245,531,39400000,2
322,-6202,462,796,38400000,2
1040,-12326,725,474,41600000,2
1200,-8692,372,767,207000,2
362,-10182,423,328,73400000,2
354,-6988,417,510,1370000,2
355,-7937,731,647,487000,2
453,-16345,620,192,98700000,2
2660,-8772,221,826,21900000,2
827,-19986,494,90.5,85500000,2
469,-4225,615,740,20100000,2
304,-6360,558,642,11800000,2
349,-5938,713,800,4910000,2
265,-10810,744,496,43800000,2
388,-8628,534,514,76600000,2
369,-10092,429,455,58700000,2
478,-7069,846,447,61500000,2
804,-4128,395,701,38100000,2
582,-11480,544,381,30700000,2
331,-9745,665,456,80400000,2
637,-7505,662,491,75900000,2
1440,-9760,442,677,51300000,2
1310,-5090,698,763,224000,2
372,-11627,603,265,80600000,2
463,-11325,598,448,82200000,2
492,-8199,398,864,52300000,2
320,-14209,581,333,94400000,2
348,-6268,294,611,2260000,2
352,-5092,464,534,69500000,2
339,-9017,480,382,97600000,2
271,-7304,687,697,42800000,2
481,-5394,336,739,3250000,2
348,-7778,363,380,65000000,2
506,-9383,621,400,36700000,2
451,-8522,498,734,1980000,2
361,-4718,369,759,81500,2
1010,-5308,579,802,46800000,2
556,-6252,567,864,9460000,2
1380,-5080,217,909,1680000,2
475,-6656,564,465,80600000,2
363,-4395,547,686,5290000,2
486,-13444,873,234,96300000,2
391,-7452,475,762,180000,2
412,-9105,395,607,59100000,2
488,-7345,607,802,64500,2
746,-8864,690,584,47000000,2
390,-10716,303,492,19700000,2
515,-15719,810,233,98100000,2
400,-6532,528,336,28400000,2
436,-10951,633,625,49200000,2
426,-12402,364,497,1240000,2
555,-10408,610,548,77500000,2
438,-6406,692,724,53200000,2
282,-9538,492,341,24400000,2
443,-7213,304,730,1440000,2
1390,-10746,468,419,97700000,2
749,-11890,475,541,46600000,2
2080,-9092,652,574,35500000,2
575,-8709,454,623,14700000,2
495,-7000,689,791,54800000,2
263,-9385,639,422,27200000,2
284,-9737,390,407,317000,2
396,-12662,531,315,74300000,2
438,-13589,299,634,437000,2
467,-11610,784,594,9460000,2
347,-5375,814,633,1470000,2
1670,-13079,765,408,9840000,2
533,-7924,434,938,53200,2
375,-11708,565,266,89700000,2
420,-3996,480,641,6940000,2
415,-7181,775,499,49600000,2
254,-7976,714,662,6820000,2
387,-8028,521,734,50700000,2
1100,-6082,633,469,47900000,2
310,-16498,747,162,96400000,2
515,-7296,683,684,25700000,2
348,-13409,508,248,64200000,2
493,-7352,611,660,18300000,2
418,-16936,444,339,66000000,2
963,-3080,333,880,45500,2
884,-8296,644,530,78700000,2
1040,-9841,529,357,33600000,2
341,-4652,599,681,11800000,2
373,-22977,389,80.1,83700000,2
1020,-13328,621,519,83700000,2
419,-9665,736,721,7730000,2
403,-10910,426,751,12200000,2
1230,-13785,536,417,72000000,2
318,-6821,674,493,39700000,2
398,-6124,674,650,18200000,2
1140,-4103,431,892,7680000,2
361,-5628,571,725,1340000,2
466,-4140,527,819,50400000,2
358,-13051,472,608,74600,2
258,-8254,730,799,7420000,2
303,-11777,459,727,614000,2
475,-9506,705,401,81200000,2
1170,-6686,632,388,34100000,2
253,-10647,472,406,47600000,2
751,-11304,670,493,28500000,2
463,-13978,362,507,88400000,2
862,-8833,568,898,2850000,2
292,-7785,725,746,2230000,2
462,-12266,485,286,93400000,2
332,-11272,365,732,2320000,2
618,-14599,615,255,99500000,2
411,-1662,195,910,1030,2
1020,-3502,454,780,14600000,2
334,-8151,679,569,3600000,2
758,-5640,353,921,4880000,2
1080,-7179,343,617,36600000,2
749,-3592,710,914,6020000,2
671,-6121,399,728,1640000,2
363,-9160,397,367,58600000,2
323,-6046,688,756,16400000,2
718,-8531,690,210,76300000,2
528,-23470,578,97.1,94200000,2
416,-7473,502,659,70100000,2
319,-20442,554,483,31700000,2
567,-7761,687,853,8010000,2
355,-15279,434,109,98300000,2
317,-7173,743,448,81600000,2
380,-4673,502,864,35300000,2
719,-16070,498,473,74800000,2
1100,-8579,642,523,77200000,2
347,-8072,743,341,87100000,2
539,-5364,698,747,62400000,2
272,-9293,666,672,7610000,2
293,-8248,800,649,45300000,2
580,-8384,312,627,13700000,2
545,-7532,333,849,10300000,2
324,-8570,596,366,77600000,2
941,-4979,618,819,55500000,2
280,-13451,593,438,88300000,2
468,-11111,508,494,11700000,2
383,-7335,576,485,17500000,2
260,-9649,725,436,50600000,2
762,-13100,622,318,34100000,2
325,-5706,441,503,48100000,2
419,-5338,645,872,10500000,2
355,-7937,731,647,487000,2
482,-8671,710,586,23000000,2
397,-8296,725,600,7180000,2
428,-4732,625,758,5820000,2
368,-7608,538,605,12800000,2
1010,-3488,283,951,84400,2
458,-9381,433,631,19900000,2
254,-5342,684,764,1290000,2
650,-9183,581,752,8100000,2
555,-11031,779,667,61400000,2
457,-13333,575,283,96100000,2
421,-7565,599,721,28300000,2
765,-2616,536,954,3020000,2
375,-6744,635,793,10600000,2
374,-9578,765,312,53300000,2
598,-6555,527,684,29100000,2
327,-8883,744,562,8360000,2
367,-16659,444,63.6,98200000,2
544,-9414,575,756,73500000,2
691,-21207,541,188,97900000,2
454,-5632,340,757,163000,2
607,-14512,419,595,37300000,2
296,-4959,495,537,75400000,2
442,-10241,409,614,15500000,2
288,-8263,736,474,53400000,2
405,-15199,840,393,55700000,2
1090,-6216,285,799,6650000,2
465,-23806,667,61.4,93500000,2
648,-7619,685,727,4310000,2
499,-11582,595,525,30000000,2
438,-4648,757,860,47000000,2
361,-16082,451,58.9,95400000,2
293,-3469,555,897,36100000,2
310,-8501,590,857,12300000,2
568,-6857,636,668,74900000,2
267,-8725,554,490,73600000,2
450,-6236,527,799,3000000,2
362,-5690,560,730,21900000,2
424,-8850,521,542,14900000,2
266,-6418,322,562,28400000,2
745,-4996,515,946,1880000,2
423,-11402,606,301,54500000,2
271,-18669,647,191,92400000,2
362,-5690,560,730,21900000,2
324,-6742,862,707,9470000,2
385,-11821,427,626,2740000,2
465,-23806,667,61.4,93500000,2
469,-4927,525,879,5820000,2
650,-11493,658,710,11800000,2
502,-4505,616,808,124000,2
594,-4733,741,789,18300000,2
717,-13803,441,361,56700000,2
880,-10408,574,580,82400000,2
1430,-10574,729,436,89700000,2
414,-6648,799,730,29000000,2
354,-11337,473,281,97000000,2
432,-8373,488,408,75600000,2
361,-6607,634,779,2550000,2
289,-5693,559,463,38200000,2
260,-4437,630,573,56200000,2
891,-4900,385,832,3130000,2
587,-11186,671,217,49300000,2
287,-5106,562,667,534000,2
423,-3855,581,950,238000,2
567,-18731,493,113,99400000,2
527,-11603,792,495,23900000,2
738,-9655,389,662,34100000,2
549,-5718,669,852,40900000,2
403,-12977,465,350,41000000,2
411,-7807,608,565,68400000,2
310,-7257,616,434,58100000,2
856,-6575,150,828,34700,2
881,-8609,509,386,62400000,2
2150,-3260,311,882,895000,2
597,-9224,576,320,79500000,2
430,-9617,745,436,59700000,2
258,-2818,614,769,34700000,2
408,-12179,256,573,14100000,2
304,-8212,623,633,33600000,2
589,-7153,482,822,344000,2
520,-5437,458,882,253000,2
341,-4652,599,681,11800000,2
992,-3835,392,897,161000,2
385,-11821,427,626,2740000,2
495,-17814,596,308,97700000,2
619,-4656,604,771,27300000,2
367,-8238,578,784,6370000,2
380,-4567,295,674,35400000,2
1460,-5918,561,715,43700000,2
459,-8965,695,620,7830000,2
850,-4209,423,901,25100000,2
345,-9314,620,828,5100000,2
383,-9015,510,683,19000000,2
302,-5219,321,625,49100000,2
771,-13713,563,536,37100000,2
550,-10354,687,580,62800000,2
348,-6268,294,611,2260000,2
284,-6623,815,607,16300000,2
841,-8839,816,241,76400000,2
304,-12998,519,460,95600000,2
560,-6737,668,589,63500000,2
388,-13325,569,17.1,95800000,2
520,-12742,789,526,5510000,2
793,-2693,533,985,592000,2
355,-12476,470,401,29700000,2
1050,-4581,742,775,34700000,2
560,-14230,840,412,2170000,2
543,-13402,642,708,3460000,2
471,-13942,584,350,22800000,2
375,-7429,724,560,8500000,2
865,-12971,468,752,243000,2
265,-8254,386,475,84300000,2
634,-11790,418,387,21600000,2
329,-10174,638,223,85800000,2
332,-5826,635,615,57600000,2
565,-4694,628,576,21200000,2
305,-6077,583,469,74600000,2
5970,-8690,584,906,76900000,2
367,-8163,311,466,1710000,2
473,-12138,570,241,94800000,2
648,-9159,519,779,57300000,2
469,-8487,398,494,99300000,2
836,-14645,626,307,68900000,2
349,-6442,604,743,9710000,2
950,-4030,441,900,1090000,2
421,-14992,679,228,99300000,2
537,-11673,802,455,80300000,2
884,-8296,644,530,78700000,2
571,-6703,458,481,81400000,2
359,-7160,471,687,13600000,2
631,-17853,689,494,15900000,2
272,-7478,509,487,6410000,2
344,-5170,491,648,44300000,2
1640,-9351,749,383,98900000,2
455,-11323,693,496,7630000,2
570,-6685,662,846,3980000,2
481,-5525,698,736,6640000,2
368,-11552,546,311,86200000,2
284,-8017,516,401,38800000,2
314,-7418,344,523,7920000,2
473,-6915,349,827,4310000,2
282,-5554,396,463,37400000,2
1630,-8197,433,700,84300000,2
517,-15208,853,365,17800000,2
494,-8365,571,660,68300000,2
360,-3885,464,941,48800000,2
495,-8483,277,479,58500000,2
1050,-6823,617,570,76100000,2
362,-7045,431,572,5710000,2
543,-6888,426,791,35600000,2
551,-6867,616,908,194000,2
310,-7438,392,519,52600000,2
348,-16015,301,416,2960000,2
576,-12841,514,726,5950000,2
447,-11249,441,490,64200000,2
689,-15120,668,133,98600000,2
1570,-5433,395,787,68400000,2
325,-8748,409,292,92500000,2
289,-3796,687,718,25100000,2
935,-9161,465,566,73600000,2
382,-14063,629,648,2030000,2
1920,-6198,328,757,51500000,2
331,-4577,632,765,31500000,2
505,-10563,647,533,39700000,2
610,-8137,580,573,305000,2
446,-15606,221,372,44200000,2
518,-13947,610,221,97700000,2
416,-7473,502,659,70100000,2
535,-16196,575,170,90100000,2
376,-8498,665,470,44400000,2
1280,-3412,195,941,4860000,2
441,-9888,525,586,45600000,2
497,-6402,305,590,31900000,2
650,-9183,581,752,8100000,2
314,-15385,560,241,59300000,2
359,-6322,383,828,3300000,2
320,-14209,581,333,94400000,2
388,-16204,872,384,41800000,2
436,-4693,715,735,38400000,2
1500,-10252,469,601,23000000,2
512,-6795,303,648,64200000,2
485,-14207,441,455,62000000,2
5140,-7284,579,456,35800000,2
551,-12242,772,451,50100000,2
550,-6211,623,870,7150000,2
867,-4724,698,938,34600000,2
278,-6135,659,782,1360000,2
1320,-8140,490,485,73300000,2
479,-13006,489,398,46100000,2
730,-11471,523,462,88700000,2
657,-17952,694,216,1260000,2
297,-7535,672,534,69900000,2
567,-19063,475,157,97600000,2
341,-8440,601,302,90500000,2
1600,-18928,774,110,86900000,2
451,-7467,735,836,35300000,2
1050,-7451,467,965,1890000,2
465,-12765,608,369,72300000,2
334,-9618,699,392,50200000,2
441,-9566,499,366,1080000,2
418,-12826,569,751,36500000,2
410,-7487,357,757,84300,2
499,-4245,345,852,16000,2
406,-13054,628,195,84800000,2
424,-4465,559,665,7370000,2
544,-4020,565,928,25400000,2
317,-8851,591,454,63600000,2
313,-5731,613,878,777000,2
390,-8117,497,263,35300000,2
1220,-6182,574,627,8460000,2
751,-12584,523,568,65200000,2
411,-11688,721,432,6740000,2
370,-7774,672,835,73200000,2
370,-12429,631,480,87300000,2
331,-4577,632,765,31500000,2
869,-12065,455,298,18400000,2
2850,-8417,453,795,2170000,2
401,-9238,695,636,45300000,2
372,-5343,522,811,2630000,2
2620,-8831,414,708,26000000,2
310,-9764,778,600,29700000,2
1270,-8006,733,451,69800000,2
345,-6338,263,534,17400000,2
828,-4103,771,825,23200000,2
885,-3055,854,846,692000,2
973,-10882,598,735,44000000,2
392,-8689,566,424,66900000,2
943,-7572,485,737,731000,2
325,-16568,535,141,96800000,2
272,-6991,738,507,22900000,2
287,-2603,497,599,77700000,2
973,-10882,598,735,44000000,2
589,-7566,681,778,36800000,2
541,-8192,656,284,74700000,2
1190,-8196,189,997,19300000,2
583,-18501,599,121,99200000,2
351,-4538,643,913,651000,2
423,-5865,731,508,35000000,2
648,-9159,519,779,57300000,2
279,-8553,503,490,32300000,2
719,-6568,571,919,171000,2
505,-14609,547,180,97700000,2
339,-14619,502,433,66800000,2
331,-14600,754,505,24200000,2
610,-11721,692,102,81800000,2
303,-4896,675,575,73600000,2
559,-10804,471,369,73200000,2
818,-12581,434,846,8970,2
1130,-6578,620,613,229000,2
285,-6307,722,624,36300000,2
553,-15073,730,195,85800000,2
294,-11417,442,616,11100000,2
335,-6291,716,693,32700000,2
365,-11352,565,526,3390000,2
728,-16318,627,161,99100000,2
354,-11337,473,281,97000000,2
1170,-16829,664,174,91200000,2
298,-6495,312,562,12300000,2
423,-11402,606,301,54500000,2
484,-9755,703,313,66700000,2
635,-14755,631,282,35000000,2
525,-6566,419,580,22800000,2
501,-11327,705,447,93400000,2
404,-11323,532,377,3980000,2
586,-12360,565,433,90900000,2
419,-4847,439,859,79900000,2
845,-8000,202,839,2050000,2
317,-5659,395,824,5160000,2
1620,-7548,776,795,10300000,2
365,-15172,702,269,62600000,2
562,-15828,284,698,1390000,2
357,-4377,558,820,1460000,2
1510,-7961,294,736,28200000,2
1960,-5482,244,752,2050000,2
891,-4900,385,832,3130000,2
529,-7869,530,629,46000000,2
314,-15385,560,241,59300000,2
523,-8975,732,357,80500000,2
713,-1183,481,981,11900000,2
553,-15073,730,195,85800000,2
369,-8480,725,315,72000000,2
325,-9662,692,493,9340000,2
338,-5017,582,548,77800000,2
431,-7007,596,797,12900000,2
262,-6920,604,612,31400000,2
329,-13577,656,396,81700000,2
992,-12264,765,317,99200000,2
773,-7536,668,796,35200000,2
653,-9453,785,430,31600000,2
2580,-3864,335,959,1170000,2
801,-6748,633,505,74500000,2
554,-1786,504,939,13300000,2
454,-6524,649,905,4730000,2
299,-4650,401,591,252000,2
776,-7957,619,847,137000,2
342,-12661,653,293,48300000,2
1540,-2236,740,958,25100000,2
569,-9803,654,616,7040000,2
713,-5009,393,913,683000,2
352,-11352,577,482,83300000,2
362,-5749,511,868,28800000,2
320,-7829,593,864,6070000,2
630,-9023,471,244,81400000,2
374,-5449,523,684,448000,2
314,-15385,560,241,59300000,2
694,-5764,458,865,1650000,2
238,-8295,575,607,30300000,2
548,-6176,843,631,4010000,2
363,-9100,534,449,77900000,2
495,-17814,596,308,97700000,2
369,-13680,873,338,37400000,2
512,-6795,303,648,64200000,2
397,-8296,725,600,7180000,2
466,-8234,539,228,99200000,2
590,-13862,644,623,38900000,2
486,-13444,873,234,96300000,2
622,-8324,366,825,31000,2
286,-6193,458,758,26200000,2
609,-6358,586,800,4700000,2
565,-6606,479,905,76000,2
400,-6787,650,630,27800000,2
389,-7897,749,732,21700000,2
364,-16981,469,236,40700000,2
383,-14354,539,264,96900000,2
596,-7423,511,820,11700000,2
323,-14654,544,197,94700000,2
312,-8397,719,583,15900000,2
479,-7178,645,496,54100000,2
435,-10549,523,330,92000000,2
298,-8660,773,350,85600000,2
263,-9385,639,422,27200000,2
324,-6742,862,707,9470000,2
403,-5896,549,824,11700000,2
267,-6789,509,504,35100000,2
606,-7171,640,675,4010000,2
495,-8483,277,479,58500000,2
385,-13630,567,268,89000000,2
321,-7445,606,679,1510000,2
339,-5381,671,860,3300000,2
327,-2969,337,809,738000,2
307,-5409,530,691,37400000,2
366,-12101,683,285,99400000,2
503,-20543,611,78.5,96400000,2
499,-4871,557,933,22300000,2
733,-12576,469,297,90800000,2
338,-14112,687,249,83700000,2
834,-3371,606,973,25500000,2
284,-9158,498,391,77300000,2
497,-5247,467,887,178000,2
343,-14908,547,216,92400000,2
513,-13081,575,187,92700000,2
489,-9393,592,714,9480000,2
615,-8917,416,634,53500000,2
484,-8279,799,693,6980000,2
525,-11959,675,311,93000000,2
672,-17690,544,271,76700000,2
3720,-14620,693,175,96200000,2
345,-8708,655,648,10200000,2
277,-6010,558,563,3310000,2
327,-6802,342,828,383000,2
342,-3711,613,934,4060000,2
429,-12212,684,556,3360000,2
506,-7328,850,761,15400000,2
350,-11994,256,423,78800,2
518,-4122,422,918,109000,2
351,-4538,643,913,651000,2
461,-15424,576,327,25500000,2
1060,-4594,408,906,367000,2
310,-7438,392,519,52600000,2
418,-2684,371,760,41100000,2
1290,-7491,450,561,82400000,2
918,-14135,546,389,77700000,2
339,-14619,502,433,66800000,2
401,-3094,310,863,16700000,2
333,-8879,562,466,44100000,2
315,-10048,787,345,57400000,2
372,-5343,522,811,2630000,2
577,-12801,636,701,2740000,2
866,-10914,501,645,57500000,2
310,-5342,429,593,14000000,2
1490,-5016,247,991,1950,2
274,-11640,740,333,253000,2
374,-7630,439,432,53400000,2
511,-5079,430,814,956000,2
353,-6246,633,652,4960000,2
379,-19385,734,143,76500000,2
634,-11790,418,387,21600000,2
290,-4787,280,715,247000,2
320,-4738,619,631,6600000,2
975,-3334,627,859,72200000,2
375,-6448,546,836,19500,2
382,-9420,661,525,36900000,2
790,-5757,748,770,7560000,2
1130,-4400,374,951,1890000,2
317,-7258,367,769,32000,2
966,-8058,372,968,1760000,2
973,-10882,598,735,44000000,2
5790,-8337,468,531,98900000,2
331,-4940,509,467,43600000,2
425,-11384,674,313,28900000,2
534,-6946,679,367,85700000,2
317,-5659,395,824,5160000,2
466,-8768,529,622,314000,2
353,-14497,189,390,25700000,2
336,-9011,651,462,81000000,2
328,-7476,553,408,83700000,2
459,-13572,428,725,18600000,2
644,-5349,512,859,3080000,2
508,-10572,676,334,86200000,2
759,-14700,731,85.1,98600000,2
346,-9264,702,685,45100000,2
574,-12484,809,701,17600000,2
808,-13502,629,736,37500000,2
951,-3722,607,788,48800000,2
1020,-8907,513,377,89900000,2
803,-10069,757,645,49800000,2
327,-14140,679,489,2240000,2
1200,-3745,351,964,69700,2
381,-6183,416,813,12200000,2
645,-5094,760,776,3150000,2
590,-3826,479,939,4170000,2
1160,-2207,428,966,783000,2
356,-9565,413,705,4460000,2
787,-8755,585,716,2140000,2
316,-3374,737,929,5620000,2
349,-8874,593,409,86500000,2
677,-12155,722,785,6590000,2
530,-3789,562,906,54200000,2
785,-11734,604,289,80400000,2
528,-9235,882,476,45800000,2
310,-3995,443,909,3510000,2
344,-11503,353,495,11900,2
478,-7453,542,467,94800000,2
387,-10727,600,624,46800000,2
369,-18663,470,308,82000000,2
396,-10965,661,693,60900000,2
401,-7185,426,352,55000000,2
359,-12439,420,279,76500000,2
498,-11599,632,301,70300000,2
959,-10984,682,586,34600000,2
345,-9507,439,561,260000,2
499,-5338,691,809,23300000,2
530,-10013,327,824,2480000,2
348,-8081,675,308,82400000,2
606,-15580,599,161,98200000,2
1240,-8189,743,803,82200000,2
309,-10889,417,396,63500000,2
349,-8980,535,534,33700000,2
648,-11317,391,756,41300000,2
764,-10516,580,289,60900000,2
265,-5893,404,508,95200000,2
367,-3444,400,767,252000,2
314,-18305,499,149,77100000,2
256,-5957,620,875,1590000,2
1640,-6451,408,560,17300000,2
525,-11959,675,311,93000000,2
541,-16237,476,70.8,99500000,2
332,-6956,658,617,24200000,2
342,-6414,816,771,27600000,2
445,-5860,548,716,47100000,2
523,-7800,751,486,92100000,2
315,-12071,537,356,72100000,2
362,-9386,732,349,71800000,2
412,-5459,291,746,192000,2
308,-12653,641,350,95300000,2
502,-15828,698,572,3840000,2
1260,-5801,465,751,27900000,2
392,-8403,623,623,84800000,2
432,-9896,512,765,30000000,2
557,-14472,599,125,93000000,2
341,-10388,516,374,91500000,2
375,-13696,529,595,2270000,2
511,-6501,563,874,356000,2
312,-13386,384,455,29000000,2
3010,-11087,602,467,15500000,2
357,-15163,425,86.3,96200000,2
474,-4448,626,923,1320000,2
537,-11673,802,455,80300000,2
283,-12101,467,277,89000000,2
370,-6152,515,816,4710000,2
564,-11763,369,303,84800000,2
714,-3333,443,888,71000,2
1460,-6089,553,597,42200000,2
386,-8790,739,669,2740000,2
416,-7473,502,659,70100000,2
287,-5647,420,602,27900000,2
