330,-11476,240,313,79100000,5
2070,-2563,445,968,1290,5
3760,-3660,510,989,12400,5
405,-8872,498,833,16500,5
598,-4633,471,925,25400,5
712,-5697,463,962,76100,5
340,-4318,557,954,45400,5
716,-7322,247,899,248,5
751,-8069,447,954,2350000,5
539,-4111,446,973,1560000,5
652,-4850,468,932,26000,5
680,-5223,419,894,70000,5
756,-4373,463,908,893000,5
875,-4130,308,916,2020,5
307,-6839,312,634,117000,5
886,-5878,261,977,15200,5
815,-8241,494,805,9930,5
1290,-5941,111,744,3820,5
520,-6132,494,966,3910,5
746,-5248,552,938,298,5
663,-2908,197,956,7610,5
1370,-4646,312,987,35100,5
773,-4597,195,983,168,5
426,-9748,376,674,197000,5
314,-7635,501,690,572000,5
712,-4683,558,981,2970,5
652,-7056,439,930,5000,5
434,-6842,588,755,4970000,5
739,-4215,414,944,4610,5
337,-6347,633,846,81900,5
1020,-1382,326,998,234000,5
416,-5915,211,920,542,5
915,-5772,199,913,23000,5
1060,-3604,419,932,171000,5
1350,-8770,329,974,85200,5
993,-3141,475,997,7870,5
477,-7200,314,863,127,5
652,-12697,170,980,248,5
505,-6632,533,954,966,5
498,-4196,557,886,59500,5
1050,-10080,278,834,11300000,5
758,-5613,383,892,64300,5
840,-7687,329,941,376000,5
616,-4702,536,849,318000,5
711,-5032,489,942,38400,5
613,-5773,694,765,1650000,5
676,-4028,484,991,28900,5
1160,-3695,523,984,1860,5
553,-4262,695,876,99600,5
591,-7580,401,868,52100,5
973,-10327,607,878,26400,5
611,-7856,306,935,6880,5
1280,-6044,336,987,214,5
337,-5087,614,929,37800,5
428,-4336,462,855,806,5
2740,-3991,282,996,668000,5
364,-6898,375,682,152000,5
1010,-5920,171,902,2700,5
1240,-2514,261,963,1720,5
469,-4802,217,807,1190,5
1770,-5135,352,936,5380,5
617,-6334,470,974,29000,5
1330,-4793,574,913,6100000,5
2340,-4136,337,984,69400,5
1330,-3183,433,989,7020,5
843,-3148,493,935,431000,5
448,-4635,294,859,519000,5
360,-24661,417,88.9,92600000,5
375,-8034,489,686,287000,5
546,-5650,424,892,895000,5
1770,-5135,352,936,5380,5
940,-2722,315,961,3090,5
872,-3562,393,937,105000,5
316,-12288,480,347,65800000,5
1150,-4931,375,958,72200,5
372,-11541,555,422,40500000,5
1220,-5676,350,985,876000,5
537,-3605,446,933,2550,5
517,-6651,539,783,147000,5
2050,-4451,193,976,6430,5
831,-3982,590,857,4670,5
1510,-2756,472,993,97800,5
896,-4297,479,987,2420,5
288,-7611,441,831,92800,5
402,-5954,485,945,330000,5
1340,-4175,259,952,19000,5
980,-7289,202,891,2500,5
530,-5870,599,816,154000,5
1130,-7105,341,969,636,5
4730,-2318,252,957,268000,5
676,-4822,419,917,76100,5
1800,-4055,256,961,2500,5
285,-6831,503,667,98400,5
962,-4795,523,982,3470,5
897,-4660,414,945,33300,5
402,-4100,516,858,45700,5
460,-6215,402,710,41100,5
525,-7691,472,880,84800,5
1560,-6501,213,979,255,5
993,-1626,449,981,189000,5
1350,-3754,438,992,10300,5
509,-5003,393,810,1370,5
333,-8601,314,311,87100000,5
579,-7815,562,782,1660000,5
912,-9336,536,841,112000,5
486,-4153,527,971,2740,5
665,-5580,526,754,4450000,5
1200,-4244,576,974,127000,5
1360,-3899,496,984,3410,5
1150,-3434,474,992,16900,5
668,-11022,564,630,10700000,5
377,-5772,527,907,8390,5
794,-4835,483,988,45500,5
527,-6652,254,929,677,5
544,-6970,283,847,50300,5
1260,-4880,429,978,22700,5
1200,-5439,409,920,719000,5
964,-3973,247,981,9380,5
602,-4793,498,946,12100,5
798,-7925,373,964,15200,5
1130,-3397,311,988,2830,5
489,-6230,228,850,223000,5
1310,-4322,396,968,5490,5
542,-6250,624,857,2080000,5
347,-16497,466,143,89200000,5
2050,-2521,454,993,104000,5
2050,-4986,475,992,827,5
2160,-2851,412,995,9190,5
689,-3892,477,905,7120,5
311,-7293,448,661,41500,5
2780,-5218,201,977,927,5
1530,-3689,301,921,51000,5
678,-3407,295,924,4020,5
1040,-5078,367,960,9370,5
453,-6146,515,925,37700,5
814,-3092,471,983,659,5
808,-8804,232,931,413000,5
1080,-3725,366,956,29300,5
614,-7185,356,937,221000,5
279,-9211,598,676,13000000,5
1130,-3169,474,984,30100,5
570,-2665,503,968,2580,5
1630,-4182,263,970,338000,5
620,-5657,450,941,45800,5
1230,-645,287,991,657000,5
1150,-3684,476,987,133,5
687,-4697,587,932,257000,5
932,-4380,312,994,966000,5
314,-13259,651,372,75900000,5
565,-4941,433,863,148000,5
1020,-4090,532,953,11300,5
810,-5142,292,927,12600,5
449,-4824,418,835,233,5
645,-6238,365,851,9640000,5
1730,-4361,227,995,40500,5
501,-3686,220,848,4290000,5
857,-3865,514,955,43400,5
398,-5657,335,829,531,5
1500,-4294,458,984,644,5
309,-4690,513,880,9590,5
460,-7070,512,875,161000,5
425,-7900,454,865,252000,5
451,-6113,532,788,35000,5
2080,-4366,456,955,6060000,5
1300,-4291,446,987,868,5
342,-11147,550,530,80900000,5
765,-6301,349,936,2920,5
556,-3404,182,911,687,5
1480,-4669,541,958,54500,5
1610,-4790,487,984,43900,5
409,-5441,535,857,1190000,5
473,-11751,489,884,2590,5
2500,-2583,200,985,5200,5
950,-6129,197,875,267000,5
1350,-2680,532,992,79400,5
424,-7247,490,872,24700,5
2040,-3380,353,994,20000,5
487,-3072,607,938,228000,5
1100,-4016,486,975,177000,5
534,-6046,610,824,1360000,5
529,-5114,541,910,433,5
3550,-4125,429,996,204000,5
446,-7763,568,890,4600,5
1680,-3026,354,982,23700,5
616,-4293,452,862,15300,5
506,-13927,569,499,16600000,5
514,-5796,504,941,13300,5
1260,-4387,530,946,10500,5
905,-5364,410,992,28500,5
799,-5229,220,913,2720,5
383,-9275,447,973,3390,5
529,-5114,541,910,433,5
788,-7920,148,864,5290,5
1350,-4920,267,1000,1600000,5
1310,-6029,230,913,893000,5
413,-5843,495,842,1380,5
527,-7427,503,903,2180000,5
348,-9259,437,776,15300,5
362,-5575,153,329,1250000,5
298,-11956,387,314,45000000,5
423,-8593,515,805,7580,5
945,-6546,133,895,1470,5
564,-5542,582,692,14400,5
1210,-4369,536,987,1940,5
509,-4650,444,958,1680,5
581,-5933,597,920,3680000,5
1370,-4978,425,971,715000,5
360,-6436,334,829,5760,5
762,-3045,415,928,6070,5
430,-7754,487,948,66200,5
460,-11183,509,569,7570000,5
311,-17360,410,305,10100000,5
656,-9303,189,999,4130,5
1100,-9003,255,914,5820,5
1210,-3912,220,982,5850,5
353,-5920,588,698,2600000,5
904,-10661,329,885,2420000,5
1250,-3433,530,981,2790,5
575,-7443,465,979,1080,5
518,-4871,414,827,2350,5
500,-6135,521,929,1030,5
992,-4845,464,932,123000,5
565,-5959,228,966,2700,5
607,-5201,524,937,18900,5
540,-5997,344,911,5050,5
647,-6028,666,793,219000,5
863,-4586,510,830,4340,5
3190,-4832,392,994,232000,5
471,-9168,487,835,247000,5
1010,-3680,251,977,6430,5
1750,-3967,343,990,71300,5
379,-4090,410,950,133000,5
769,-11514,429,631,7850,5
723,-6693,442,937,368000,5
778,-5189,517,971,570000,5
1080,-3323,497,916,32300,5
458,-6446,356,907,51000,5
293,-4130,584,854,99900,5
501,-9380,409,982,3640,5
309,-8368,473,617,16100000,5
731,-7819,115,758,10500,5
347,-5544,392,751,21300,5
1670,-2898,417,989,6670,5
838,-5708,146,947,7680,5
1430,-7070,64.6,995,7390,5
574,-7080,307,909,13500000,5
684,-6960,165,946,1710,5
689,-5759,413,921,4190,5
832,-5965,472,821,5520,5
1520,-4162,302,989,15600,5
1210,-3912,220,982,5850,5
470,-3211,515,974,2610,5
548,-12085,474,907,3620,5
298,-8691,577,828,213000,5
530,-5669,535,865,4770,5
1200,-2584,369,995,7600,5
1070,-2968,364,912,10400,5
623,-3543,348,923,3260,5
649,-6264,586,917,9010,5
1050,-2322,645,979,1600000,5
732,-7017,132,951,12200,5
897,-4660,414,945,33300,5
1510,-4830,438,987,8160,5
284,-10608,558,428,6500000,5
558,-3770,442,954,7910,5
993,-3141,475,997,7870,5
530,-8837,190,810,57100,5
1120,-6639,206,971,445,5
1180,-5472,286,982,842,5
993,-3095,326,998,205000,5
448,-2492,425,953,31800,5
1180,-6059,307,778,30100,5
557,-6196,340,911,161000,5
531,-4760,526,900,914000,5
1200,-4743,508,936,1000000,5
1230,-4926,380,980,7340,5
412,-2894,505,932,115000,5
537,-4533,475,818,40000,5
532,-3522,408,947,108000,5
806,-3796,102,875,382,5
713,-3052,419,996,136,5
1960,-3666,345,986,20900,5
331,-8194,525,483,389000,5
895,-5467,437,940,616000,5
385,-4838,508,782,271000,5
1710,-6590,365,941,22000,5
336,-4819,513,875,13900,5
414,-9456,646,905,5120,5
493,-7759,500,850,40600,5
343,-4553,255,848,1590000,5
965,-5123,285,973,470,5
859,-4858,492,985,1600,5
1170,-4946,434,952,3230,5
566,-6576,476,929,203,5
542,-5924,506,948,885,5
502,-3855,520,982,134000,5
526,-7043,568,877,357000,5
912,-4159,681,912,75700,5
373,-5123,498,845,138000,5
1780,-3951,138,951,2220,5
1020,-3878,462,973,333000,5
269,-5462,637,830,2280,5
866,-4545,270,964,3280,5
685,-4030,469,920,302000,5
1300,-4338,558,842,371000,5
804,-8008,430,704,15500,5
670,-3383,111,917,436,5
446,-5194,663,835,390000,5
838,-5806,682,764,265000,5
353,-5077,544,924,2510000,5
802,-5240,208,909,65200,5
791,-4063,419,965,7630,5
397,-7954,277,571,664000,5
1380,-4996,441,943,50600,5
681,-4810,493,847,23600,5
1600,-4667,435,987,19500,5
295,-13302,361,314,32000000,5
328,-12486,590,742,455000,5
2110,-6367,154,946,37200,5
342,-7069,432,642,17700000,5
556,-12103,291,758,91800,5
285,-9300,563,660,2370000,5
1420,-5218,522,967,31300,5
1200,-5719,580,930,1280000,5
462,-3981,576,864,2000000,5
1100,-5272,405,983,270,5
301,-10715,358,400,1150000,5
295,-5822,598,760,1070000,5
406,-5804,518,830,6630,5
1490,-8108,209,951,34600,5
1720,-5157,143,954,10200,5
498,-7687,477,648,2540000,5
442,-7383,430,887,273000,5
857,-6973,478,900,69400,5
519,-4763,527,944,10500,5
507,-4357,504,939,9360,5
355,-12871,428,420,14500000,5
477,-11260,666,798,848000,5
464,-6898,362,885,101,5
545,-6398,596,951,155000,5
