speechiness,loudness,danceability,energy,acousticness,target
4280,-6224,723,6160,26500000,3
2980,-8728,760,5310,27600000,3
3880,-8194,767,6510,41200000,3
2460,-6304,857,7640,3980000,3
1320,-6362,924,5230,1100000,3
1410,-7957,747,4940,39300000,3
1630,-6242,740,6900,26400000,3
655,-10792,841,3100,423000,3
5400,-7545,734,6090,16300000,3
4940,-11498,515,4280,15400000,3
1260,-4267,836,3670,2970000,3
1350,-6268,907,6950,24600000,3
4160,-6144,572,6660,19300000,3
596,-10130,724,5320,15700000,3
3550,-8768,791,7380,1230000,3
2910,-7465,859,5440,17400000,3
860,-7806,666,4630,41300000,3
592,-8542,809,4610,22400000,3
2400,-6094,799,5430,5120000,3
3300,-10505,681,4270,59200000,3
2390,-12244,765,4300,1480000,3
625,-8292,849,5670,3680000,3
2360,-8749,768,5060,1360000,3
2990,-3545,921,7180,21700000,3
2330,-5943,649,6610,9680000,3
539,-7636,907,3930,45100000,3
392,-8293,690,4700,66200000,3
1010,-11052,980,4130,67100000,3
1630,-5891,779,7050,471000,3
1760,-6312,661,6860,23600000,3
3180,-11991,755,5970,4480000,3
3080,-7041,618,6910,452000,3
2220,-5638,841,6670,4400000,3
3340,-6433,867,5760,230000,3
3180,-10815,910,5050,55200000,3
1710,-4258,793,6330,751000,3
1120,-7198,712,6710,12500000,3
2860,-6349,578,4490,6180000,3
2020,-6445,744,8030,2590000,3
2490,-4302,927,7090,1100000,3
1050,-6896,670,8560,2880000,3
2510,-7877,770,6180,43400000,3
2610,-10160,693,6130,7980000,3
3090,-7511,831,5080,6340000,3
5590,-10073,827,3940,25300000,3
1920,-7014,515,8410,16700000,3
3100,-4737,780,8280,384000,3
2170,-6501,720,5970,17100000,3
2990,-7115,638,6600,24600000,3
2040,-7117,954,6960,576000,3
370,-6187,639,6410,22700000,3
2110,-7232,939,6750,9150000,3
1810,-6751,646,5590,12800000,3
3410,-8991,646,5170,38800000,3
4600,-7761,484,7750,4620000,3
1540,-10822,849,6100,2040000,3
2730,-11038,873,5160,43400000,3
2160,-6135,767,5600,3220000,3
3280,-8533,787,7730,7320000,3
4830,-9297,464,6800,34200000,3
1430,-6495,890,8170,14400000,3
1660,-8935,670,4620,19100000,3
4090,-11510,514,3870,7530000,3
2650,-2692,785,8710,14400000,3
431,-7502,718,5780,19000000,3
2790,-18246,876,4200,18800000,3
2550,-4997,443,7310,28900000,3
2240,-3965,928,7490,4250000,3
1180,-8827,882,4710,5800000,3
2780,-7100,773,7120,10400000,3
820,-3193,882,8390,15600000,3
707,-2892,700,8450,13700000,3
2520,-8746,539,6150,17300000,3
2680,-4740,893,5650,7540000,3
3070,-9837,894,4720,5970000,3
836,-4213,781,7260,2990000,3
2980,-6280,732,5080,49500,3
3680,-6335,480,6020,48700000,3
2890,-7315,896,7090,6660000,3
1040,-7968,534,4990,67200000,3
4380,-10213,817,5990,3910000,3
3210,-7309,710,5830,15400000,3
1120,-9687,739,5350,47600000,3
2700,-8387,705,5630,13200000,3
1040,-5041,713,6060,32100000,3
3110,-4946,865,8440,5820000,3
1360,-4120,840,7660,302000,3
1140,-6623,719,7620,19900000,3
3820,-6625,468,7790,8500000,3
1790,-14867,644,2840,56700000,3
3200,-10162,854,6020,6890000,3
4700,-8066,644,6070,685000,3
2740,-6300,537,6740,6570000,3
745,-5766,536,6940,44700000,3
2180,-5435,920,8610,21100000,3
1330,-5692,777,7510,24500000,3
1330,-4672,703,7030,60500000,3
412,-11224,739,3380,59800000,3
314,-7316,649,6230,28200000,3
2400,-6094,799,5430,5120000,3
3440,-8825,792,6760,20800000,3
1820,-7035,731,8180,12700000,3
2260,-11637,824,5060,13900000,3
3060,-5931,939,6820,152000,3
4780,-8444,461,8100,13700000,3
663,-5467,769,7860,1570000,3
1310,-6122,891,5850,7520000,3
2990,-4982,765,7190,1320000,3
2140,-6686,553,6670,26600000,3
3740,-4099,650,9000,2520000,3
661,-5882,895,4690,120000,3
731,-7817,877,6100,2380000,3
3640,-4231,420,8350,7330000,3
2790,-8929,732,5680,39500000,3
3580,-10480,845,3410,77000000,3
2490,-5891,859,6170,79200000,3
1940,-3924,722,6670,58500000,3
3660,-7848,562,6400,34500000,3
349,-10189,877,6280,84000000,3
2600,-5426,744,8110,10000000,3
2790,-5216,802,7000,1930000,3
702,-7284,873,5750,8910000,3
270,-7836,552,3330,8680000,3
510,-9486,708,3310,17700000,3
2150,-8146,723,5980,48900000,3
1960,-9147,526,4910,55800000,3
2710,-7734,849,7300,28000000,3
674,-6100,754,5780,8670000,3
2210,-7978,810,6110,15500000,3
3570,-7721,752,7530,11400000,3
3630,-13758,720,6260,6360000,3
3200,-7150,899,5010,442000,3
1260,-5120,874,5910,13800000,3
485,-6959,781,5940,1360000,3
2790,-5216,802,7000,1930000,3
403,-6354,772,6260,5340000,3
3540,-6293,764,7380,1860000,3
2690,-6044,868,7950,120000,3
3370,-8952,633,8170,21200000,3
3280,-4499,769,8480,34500000,3
3910,-7398,877,5400,5030000,3
2380,-4116,652,8030,1650000,3
1680,-6834,708,6650,7750000,3
456,-13264,483,1420,87000000,3
1680,-5475,890,6330,2320000,3
475,-9406,455,4260,17200000,3
1820,-8186,877,3890,9130000,3
2030,-9104,847,6890,3800000,3
3020,-8645,858,7670,666000,3
671,-12929,726,4110,43800000,3
2130,-7537,649,5700,64800000,3
1520,-4013,725,6600,6840000,3
1710,-2978,708,9220,4390000,3
2030,-5431,734,6350,19000000,3
2740,-6547,848,6660,17300000,3
1270,-7459,593,8730,6930000,3
2270,-5081,684,8640,6680000,3
838,-10334,928,3220,22100000,3
432,-7592,854,5380,28100000,3
3460,-8827,831,6360,38900000,3
1870,-10297,551,4380,24300000,3
3600,-4854,858,7370,41400000,3
3510,-6499,901,6300,10700000,3
889,-2936,879,5950,1520000,3
4330,-5020,539,9660,5420000,3
846,-7167,814,4940,62400000,3
3480,-4294,794,6490,5840000,3
608,-5956,745,5490,38600000,3
495,-4687,788,8220,14600000,3
981,-9722,874,6130,366000,3
2450,-8926,535,5050,3930000,3
609,-5365,777,8150,5980000,3
707,-12477,913,5960,658000,3
1540,-5645,786,7210,32300000,3
1580,-6648,955,6300,6360000,3
1300,-7507,720,7080,6970000,3
3340,-5135,682,7430,8650000,3
2990,-8799,680,5990,40700000,3
1660,-9238,570,4390,33100000,3
4370,-10226,890,4550,15800000,3
3280,-7929,553,6800,44000000,3
2420,-6862,789,5360,41000000,3
427,-11208,852,8740,1680000,3
3030,-6314,804,5580,684000,3
2310,-4758,950,5920,266000,3
3050,-10135,876,4720,14400000,3
1230,-5961,696,8370,9800000,3
2940,-5342,598,8480,6480000,3
2660,-5497,800,8320,8700000,3
2370,-7355,700,9420,4690000,3
4140,-9607,538,4540,4400000,3
2280,-5724,773,6910,648000,3
3220,-4709,903,7850,2450000,3
518,-5237,702,7630,1750000,3
1270,-7393,577,6870,7160000,3
1200,-5782,669,6870,900000,3
2010,-9338,836,5950,14100000,3
2820,-5857,884,6790,9570000,3
1020,-5018,955,8480,61100,3
3790,-9823,824,5240,43800000,3
2130,-5923,601,7730,12200000,3
671,-6521,664,6210,16200000,3
784,-4908,712,7830,9720000,3
3750,-7838,773,5760,4270000,3
510,-7085,685,5730,20800000,3
4490,-6979,776,5710,47700000,3
3490,-6043,911,6510,338000,3
2570,-11929,702,4120,20900000,3
1070,-5750,613,6860,9520000,3
2890,-5852,778,7130,4520000,3
1030,-10196,928,3410,6140000,3
2220,-5638,841,6670,4400000,3
2420,-5514,786,6770,11400000,3
3160,-8010,801,7570,47800000,3
864,-4682,758,7150,7400000,3
1560,-9363,743,4670,47800000,3
414,-8482,703,5340,249000,3
1430,-11524,900,4590,31000000,3
3680,-5019,897,3710,9040000,3
5020,-6995,957,5150,235000,3
2890,-5852,778,7130,4520000,3
953,-7537,946,7720,5160000,3
3430,-10231,422,5200,204000,3
1530,-5315,789,6910,23600000,3
2270,-13473,679,3070,7830000,3
1100,-7780,861,5510,44200,3
1650,-7734,801,5640,285000,3
3000,-6773,865,6810,30000000,3
1420,-9315,817,6940,161000,3
2230,-13661,704,4140,60300000,3
767,-8607,805,9420,18900000,3
2410,-7419,673,6120,23200000,3
3610,-6015,572,8220,20700000,3
365,-8809,877,8090,3850000,3
1020,-4583,618,9450,132000,3
427,-7142,740,7330,349000,3
2860,-4053,477,7270,86600,3
2170,-6128,739,7580,9990000,3
523,-6763,821,5310,28700000,3
459,-12556,479,2950,85700000,3
4420,-8043,581,7130,43000000,3
4130,-7075,938,3550,2580000,3
671,-12929,726,4110,43800000,3
1020,-4937,829,3430,734000,3
1360,-7160,794,7560,11000000,3
3590,-8479,600,6720,11500000,3
868,-10533,735,5720,12500000,3
4610,-8446,531,6720,2760000,3
2570,-10511,879,4230,1330000,3
3130,-8150,697,5300,831000,3
2750,-3159,595,6390,6630000,3
2790,-6590,703,6950,5090000,3
2280,-6599,774,4800,10900000,3
1070,-6485,542,8120,7980000,3
2040,-4980,669,7270,1770000,3
1090,-8411,777,4820,734000,3
449,-4944,770,7480,651000,3
2090,-7535,806,7410,27800000,3
2100,-5422,483,7870,33900000,3
540,-6008,860,7130,16800000,3
362,-4542,634,6510,10400000,3
4730,-12248,781,4000,1200000,3
2760,-5679,841,5600,5300000,3
1020,-4996,868,8780,16500000,3
389,-13945,510,3960,18400000,3
341,-5762,684,6720,15100000,3
679,-5596,759,6560,12700000,3
2680,-14200,901,3610,26100000,3
874,-13277,844,5220,8460000,3
3780,-7548,847,8070,18500000,3
4870,-10162,888,4080,16400000,3
3490,-9687,721,5210,16900000,3
447,-9382,605,5740,24500000,3
2860,-4053,477,7270,86600,3
3000,-3965,749,7830,14200000,3
2220,-6869,685,7180,2810000,3
672,-5477,706,7330,25500000,3
3860,-5318,476,6830,60500000,3
480,-5362,457,9850,1540000,3
3350,-12381,669,5670,61400000,3
2980,-5448,701,7590,13000000,3
4540,-9309,925,4630,6810000,3
4340,-8212,695,5210,4610000,3
2590,-5729,862,7460,1050000,3
1490,-7848,721,7020,861000,3
2920,-6903,897,6620,8520000,3
1170,-6827,792,5110,3260000,3
560,-7283,721,9700,26300,3
2630,-4329,694,8370,19600000,3
2530,-6537,729,7410,17100000,3
3690,-6208,724,7710,8890000,3
1940,-12511,829,5280,7230000,3
2850,-6257,696,6960,46100000,3
3010,-4671,787,8320,3470000,3
1920,-7668,709,6890,9780000,3
3930,-7277,619,5730,3520000,3
2090,-7638,531,6480,71200000,3
3200,-7150,899,5010,442000,3
3160,-8010,801,7570,47800000,3
694,-4734,629,8290,3900000,3
555,-6528,853,5970,2120000,3
3020,-6717,805,8760,39400000,3
3340,-6901,913,6250,1680000,3
3620,-10158,744,6120,15700000,3
2100,-3717,858,8730,21300000,3
3210,-5531,774,6450,19700000,3
2540,-5283,754,8170,7300000,3
3130,-5305,596,7120,14600000,3
3330,-7368,423,5730,11600000,3
774,-1299,924,7400,8270000,3
4170,-11009,643,4900,841000,3
2650,-6853,743,8470,22700000,3
3790,-9050,913,5730,2020000,3
1810,-6005,814,6790,19500000,3
417,-3052,763,8500,3040000,3
878,-10684,673,3260,20100000,3
2540,-4212,712,8950,18100000,3
1360,-4120,840,7660,302000,3
1240,-6017,604,7000,15600000,3
1500,-6178,877,5340,3390000,3
9550,-12158,531,6740,82200000,3
3280,-2890,537,8710,28300000,3
1130,-8096,800,6290,22700000,3
723,-10159,683,4730,20100000,3
2100,-6149,849,6930,3380000,3
3090,-3675,807,7730,6570000,3
2420,-6862,789,5360,41000000,3
2950,-6843,724,8060,5410000,3
3100,-9350,845,5170,20200000,3
3250,-5151,247,7690,754000,3
5580,-6943,573,5710,34300000,3
5100,-8563,899,4900,11500000,3
3400,-11117,865,2860,20700000,3
1340,-8871,761,5180,24400000,3
2190,-6699,567,6750,33500000,3
1660,-9238,570,4390,33100000,3
3530,-8914,695,5610,37100000,3
1020,-5810,847,6290,3180000,3
2750,-3336,837,7370,27700000,3
504,-7651,540,5240,11700000,3
1070,-7487,713,6050,49700000,3
498,-8584,748,4920,15100000,3
1130,-8096,800,6290,22700000,3
578,-11298,820,3930,6270000,3
1690,-3657,831,7270,44700000,3
1810,-5540,955,7680,1340000,3
2290,-11136,902,7430,75500,3
2370,-1790,797,8470,38400000,3
2290,-8605,633,5340,5240000,3
3420,-5712,890,7010,306000,3
2920,-9379,784,3690,75200000,3
2540,-3716,737,6970,7560000,3
581,-11855,765,6290,3860000,3
908,-9561,710,4150,90200000,3
4860,-11308,842,4000,4570000,3
1900,-5299,704,6670,26200000,3
1770,-3424,582,7830,8670000,3
5080,-11692,797,3780,20100000,3
684,-6741,882,3960,3110000,3
2550,-3363,375,8620,7100000,3
2690,-6044,868,7950,120000,3
2160,-5396,715,7530,647000,3
2060,-8664,815,8540,1800000,3
1750,-10452,911,4150,2900000,3
1910,-4110,730,8290,13700000,3
4410,-6992,427,5940,11500000,3
3550,-7334,629,7400,9290000,3
389,-5927,638,6220,993000,3
3100,-6162,883,6580,37100000,3
3150,-6981,833,6730,32900000,3
2990,-7194,602,7320,35700000,3
4060,-7388,732,7280,1400000,3
724,-13326,769,6750,72200,3
1490,-4540,762,9200,6010000,3
1630,-6091,880,5750,41500000,3
1810,-13264,801,5780,1030000,3
2400,-6231,736,7050,5790000,3
5210,-7957,889,3450,22700000,3
3460,-5944,563,8150,27400000,3
1810,-5540,955,7680,1340000,3
2030,-9082,800,5970,2990000,3
3790,-9050,913,5730,2020000,3
1080,-7013,912,7460,583000,3
1960,-9147,526,4910,55800000,3
2340,-8979,834,9040,40000000,3
1100,-9532,871,4540,14400000,3
2490,-4973,552,6980,17200000,3
2880,-5123,807,7600,1720000,3
2910,-6370,850,8370,956000,3
905,-6556,860,7490,34200000,3
3360,-9275,792,5810,6600000,3
2600,-7807,784,6580,6980000,3
286,-3541,762,7010,23500000,3
657,-5181,625,8140,1720000,3
430,-7271,665,5830,27200000,3
4770,-11490,542,3390,73000000,3
1890,-10489,871,5450,1430000,3
3380,-5541,726,6110,3170000,3
1340,-8569,391,6120,57900000,3
1210,-5616,584,8590,1440000,3
382,-10128,711,4970,32800000,3
1480,-6072,854,6710,25600000,3
1380,-11709,681,5050,13700000,3
2090,-8066,752,5630,14600000,3
2000,-5428,898,5290,6990000,3
604,-6581,708,6900,1120000,3
998,-6465,880,5960,23200000,3
3240,-6572,887,6060,40700,3
2630,-10549,858,4420,79700,3
1440,-6634,847,8190,37800,3
2740,-6300,537,6740,6570000,3
3570,-6664,638,5230,454000,3
724,-12759,620,4760,47500000,3
3410,-7451,844,5420,4010000,3
2090,-23057,687,292,84400000,3
1770,-5188,753,6800,12200000,3
3480,-5709,671,6220,23600000,3
4440,-9157,637,4890,13600000,3
2520,-6525,809,5410,85500000,3
2390,-6468,710,5970,22100000,3
2540,-11080,779,3350,74200000,3
631,-5166,847,6990,16700000,3
1330,-6655,813,5570,5470000,3
1130,-10695,858,6090,5420000,3
4000,-9041,495,6230,12600000,3
3610,-11371,631,6210,3620000,3
485,-6959,781,5940,1360000,3
608,-7249,619,6630,53800,3
1360,-7429,850,7970,9640000,3
808,-7272,714,5820,1290000,3
3560,-3463,647,9800,3010000,3
2960,-8723,883,4460,2530000,3
671,-12929,726,4110,43800000,3
1400,-3445,417,7290,1460000,3
3920,-14029,766,3850,24900000,3
458,-3854,694,9070,7650000,3
4100,-6709,564,5780,13500000,3
2470,-9369,797,7500,53300000,3
505,-3892,721,8480,383000,3
3700,-9483,880,4480,7110000,3
504,-8019,615,4220,60400000,3
3230,-4686,637,8340,61400000,3
765,-6866,732,6870,65900,3
3530,-6789,929,6670,1850000,3
2620,-5619,680,5230,14800000,3
4620,-11937,824,3480,28000000,3
3690,-4886,667,8010,8340000,3
978,-5324,746,9780,5550000,3
2160,-12999,849,5210,30400000,3
4450,-10479,849,4760,9650000,3
859,-5862,856,6790,45400000,3
4050,-5919,684,6700,22600000,3
1830,-5747,556,8220,5390000,3
3450,-5530,770,6370,10300000,3
3310,-3658,852,8810,8770000,3
545,-8039,776,4820,43900000,3
532,-4919,641,7180,1570000,3
4780,-6290,599,6940,67400000,3
699,-9043,748,6220,4720000,3
661,-6639,755,6460,376000,3
3510,-5924,811,4600,6940000,3
3750,-8424,494,6470,1900000,3
566,-3064,818,9470,59100000,3
2790,-6122,581,7220,20000000,3
2200,-6183,675,5010,5410000,3
2690,-6044,868,7950,120000,3
788,-6268,527,7900,1600000,3
3880,-10289,534,5960,64100000,3
2480,-5618,791,9500,8850000,3
4990,-7188,789,5950,5200000,3
2190,-9570,815,6970,77800000,3
2930,-5064,926,5420,13500000,3
489,-6188,431,7310,709000,3
3740,-6812,853,4260,7650000,3
1890,-7654,934,4590,5160000,3
3660,-10324,772,4490,45700000,3
3260,-3489,654,9490,42300000,3
4260,-7128,716,4370,48000000,3
924,-6796,604,5220,73400000,3
1330,-10182,701,4150,81500000,3
839,-5883,611,6600,19800000,3
2410,-9628,874,4430,14700000,3
1870,-6173,725,7130,12700000,3
351,-8900,630,4460,33700000,3
3250,-7201,865,6400,1850000,3
1850,-4961,949,6170,213000,3
512,-6000,697,6630,15400000,3
1900,-5743,363,7140,19500000,3
2550,-8802,658,6550,11400000,3
3680,-8905,475,7500,51400000,3
1550,-7192,876,6150,4340000,3
2560,-6855,943,5370,34200000,3
1630,-5891,779,7050,471000,3
9380,-10525,550,8130,97600000,3
1020,-8460,527,7360,246000,3
4180,-9331,704,5790,28700000,3
873,-7592,759,6560,3710000,3
1020,-5810,847,6290,3180000,3
1800,-8178,754,7850,2870000,3
1640,-10425,888,6990,1590000,3
3040,-7873,548,7650,67500000,3
2330,-6273,634,7800,15400000,3
562,-4226,720,8630,1740000,3
3080,-6967,539,7920,42300000,3
2710,-8716,656,6780,2160000,3
2950,-6403,800,7100,46300000,3
4900,-4808,674,8380,5500000,3
3370,-7478,868,7300,33200000,3
672,-5477,706,7330,25500000,3
2460,-6832,884,6390,11100000,3
1120,-7198,712,6710,12500000,3
4520,-9189,643,6260,9930000,3
4500,-11247,745,4820,46500000,3
1270,-4590,451,6270,59100000,3
775,-8827,688,8190,11100000,3
2460,-6832,884,6390,11100000,3
3320,-7905,725,6400,2810000,3
2860,-6349,578,4490,6180000,3
1240,-6531,619,5890,43000000,3
2650,-5543,729,7490,11400000,3
3470,-6778,663,8100,24100000,3
2090,-9273,813,6210,1440000,3
2880,-7974,745,6320,39000000,3
3200,-5658,914,6070,6260000,3
445,-7507,338,5810,16700000,3
3490,-5675,804,7690,3020000,3
1770,-3396,835,9140,17900000,3
925,-14259,865,2260,74900000,3
1020,-7269,892,5850,14600000,3
2950,-7337,821,6430,475000,3
2650,-6777,906,7170,21300000,3
2890,-11028,802,6070,20500000,3
1770,-6859,751,7440,15200000,3
1530,-16069,835,4800,17700000,3
1370,-7026,597,5870,6220000,3
4540,-9309,925,4630,6810000,3
3330,-12558,703,2610,53900000,3
2820,-7482,597,6170,46300000,3
349,-3935,734,6680,5260000,3
984,-5259,810,9720,4210000,3
3750,-7838,773,5760,4270000,3
2260,-8078,861,5820,621000,3
2150,-12104,839,5230,26900000,3
2930,-6205,597,5710,49200000,3
2610,-12432,661,5670,10500000,3
922,-8428,700,4490,76100000,3
3310,-6131,693,6820,9180000,3
2160,-6135,767,5600,3220000,3
1050,-9332,552,5850,66500000,3
3330,-7368,423,5730,11600000,3
3740,-6812,853,4260,7650000,3
690,-5077,878,9510,3170000,3
3050,-6412,437,8030,3760000,3
375,-7429,724,5600,8500000,3
3310,-4633,699,7290,39200000,3
1660,-11434,875,9070,1660000,3
1370,-7026,597,5870,6220000,3
3800,-6609,847,7410,8610000,3
353,-9115,583,5490,617000,3
3580,-12261,598,4310,70100000,3
793,-6320,854,7100,1130000,3
3450,-5530,770,6370,10300000,3
3490,-7032,562,4140,4450000,3
5020,-8480,700,5330,33100000,3
409,-10175,490,2980,30600000,3
4420,-8370,647,6200,21700000,3
4070,-5885,839,7930,54700000,3
3460,-3435,329,9280,2600000,3
2010,-9338,836,5950,14100000,3
2400,-7297,567,6390,21200000,3
3740,-4099,650,9000,2520000,3
3870,-8145,438,6870,5940000,3
829,-4475,814,6590,155000,3
4380,-6737,590,6750,5220000,3
3840,-8256,759,5380,15100000,3
2340,-5133,622,8830,11600000,3
3910,-5602,879,5740,51900000,3
1900,-13358,731,8570,7980000,3
3300,-5483,842,8270,7200000,3
2650,-4870,916,8220,648000,3
3250,-10070,942,4880,732000,3
297,-9018,709,5860,15700000,3
281,-5445,714,6710,1580000,3
3320,-4952,780,6480,26200000,3
905,-6556,860,7490,34200000,3
3650,-3609,448,9210,1840000,3
2120,-2188,743,8700,5950000,3
2070,-12028,867,6790,3360000,3
391,-13523,334,1810,76300000,3
4540,-9309,925,4630,6810000,3
2560,-6195,802,7590,1470000,3
500,-8241,722,7000,11100000,3
1820,-9312,543,4580,79800000,3
2250,-5640,734,8450,45200000,3
621,-7369,865,6900,56400000,3
1770,-6859,751,7440,15200000,3
4240,-10458,598,6210,10300000,3
504,-2066,654,9010,110000,3
3530,-11776,623,5510,23200000,3
2340,-3323,816,7750,16000000,3
1630,-5891,779,7050,471000,3
3700,-6129,832,7490,9980000,3
759,-7179,595,7270,18600000,3
969,-8016,762,5160,2880000,3
361,-7595,624,6520,3840000,3
3730,-5200,674,8570,51600000,3
1810,-5465,458,9210,245000,3
2860,-6349,578,4490,6180000,3
360,-11794,371,3290,23400000,3
3710,-5977,556,5160,47600000,3
1620,-3538,675,6070,3020000,3
3020,-4775,827,5320,2190000,3
555,-11032,582,4650,5910000,3
622,-7481,854,3810,29100000,3
2940,-8275,672,6740,7510000,3
4110,-8815,602,6190,32700000,3
322,-13667,630,4550,79200000,3
2020,-3547,896,7800,8280000,3
2350,-8730,921,6680,9490000,3
1320,-7916,747,5970,43300000,3
3130,-6554,618,8120,16200000,3
811,-7954,663,5570,30100000,3
2800,-9984,846,7950,5720000,3
908,-6873,431,6830,38600000,3
1370,-7715,915,8270,4110000,3
4940,-13087,941,4710,3080000,3
2690,-3304,554,9220,39400000,3
4020,-8965,810,3720,846000,3
4150,-5834,783,6670,27400000,3
3110,-5857,775,5180,45500000,3
1780,-8685,570,4310,58300000,3
2270,-5717,584,7730,404000,3
4410,-6992,427,5940,11500000,3
284,-10083,603,2710,67900000,3
1870,-10297,551,4380,24300000,3
636,-4314,315,8260,64000,7
399,-6475,582,8170,170000,7
1330,-4529,470,8810,31900000,7
904,-7842,437,8640,39600000,7
290,-5879,594,7520,520000,7
539,-4111,446,9730,1560000,7
319,-8265,523,6980,1700000,7
295,-4803,595,7170,7790000,7
286,-9119,601,5320,43200000,7
772,-4353,456,9610,28800,7
1050,-5626,506,9480,72700000,7
413,-7250,501,8240,12700,7
498,-4147,549,8600,1700000,7
336,-7805,574,6910,1420000,7
336,-6004,494,6370,7890000,7
403,-10016,778,3730,66100000,7
1170,-3795,360,8950,3290000,7
439,-6102,347,9210,7400000,7
338,-10696,290,3990,90200000,7
407,-4066,378,8960,45200,7
278,-10830,467,3320,59500000,7
546,-5413,498,8890,9470000,7
945,-4652,417,7060,933000,7
341,-5121,564,8640,7610000,7
473,-2248,398,8900,2520000,7
302,-6520,414,4760,91000000,7
283,-7814,503,6140,12300000,7
411,-15616,396,4360,25400000,7
395,-6524,437,6690,3440000,7
919,-12412,438,7100,26200000,7
1610,-6472,933,5280,11200000,7
1210,-3719,278,9310,525000,7
534,-8124,776,7630,18200000,7
840,-12604,791,4100,16700000,7
395,-8208,799,7890,5950000,7
847,-7703,799,7830,5190000,7
1140,-3790,660,8350,10000,7
512,-3414,230,8880,77600,7
627,-8003,906,4500,14900000,7
317,-8777,430,6370,1730,7
258,-4602,550,6970,6690,7
449,-11412,296,4630,70500000,7
646,-8263,515,8710,64500000,7
1460,-4866,696,8300,7170000,7
855,-3435,613,9530,148000,7
873,-4237,389,8940,62100,7
283,-11753,467,4320,17500000,7
546,-11636,509,4740,51600000,7
346,-9309,476,6660,29700000,7
317,-4247,721,7460,1140000,7
352,-12082,415,4560,501000,7
426,-7325,525,9540,131000,7
945,-4652,417,7060,933000,7
348,-9714,417,6710,4070000,7
448,-7766,454,9100,8660000,7
1130,-1742,323,9820,70600000,7
568,-16816,312,4110,28100000,7
354,-8708,527,8710,2290000,7
351,-5996,391,7270,7670000,7
538,-5015,450,7940,38800000,7
672,-6345,224,8890,1160000,7
383,-3739,476,9340,957000,7
619,-6094,584,8040,96800,7
362,-8867,755,8760,35700000,7
725,-4253,352,9120,197000,7
665,-5580,526,7540,4450000,7
319,-5787,483,9310,181000,7
364,-7877,520,4570,13700000,7
329,-8182,385,6730,18300,7
346,-5648,646,8820,14300000,7
632,-4880,615,7850,1860000,7
483,-5103,473,7570,72700,7
275,-6830,461,7160,502000,7
1430,-5487,414,9380,125000,7
346,-3049,404,7950,72200,7
329,-5329,566,7650,3760000,7
1500,-5464,589,7970,2890000,7
367,-12307,567,7170,587000,7
407,-4066,378,8960,45200,7
1120,-7314,417,9190,882000,7
317,-8134,367,7520,1330000,7
680,-7837,356,8720,417000,7
274,-8571,586,4050,61200000,7
301,-5604,338,5110,397000,7
437,-4370,551,9210,193000,7
281,-6825,653,5760,38400,7
428,-6609,519,7730,42300000,7
389,-7030,454,8200,8220000,7
2140,-9237,702,6680,51800000,7
394,-8211,700,6640,30600000,7
241,-7954,469,4270,414000,7
913,-4243,528,9080,4850000,7
670,-5511,685,6970,16600000,7
311,-4551,595,6960,4920000,7
309,-9505,472,5260,291000,7
501,-3686,220,8480,4290000,7
543,-10225,497,5000,31500000,7
311,-8211,261,6670,8120000,7
747,-5230,352,9110,121000,7
387,-6440,718,6910,1590000,7
604,-7989,761,7110,1740000,7
347,-4341,399,8810,190000,7
509,-4160,391,9300,4900,7
472,-5322,279,7230,1340000,7
2190,-2874,488,9900,494000,7
1270,-4564,500,9320,3420,7
323,-3921,457,7190,19100000,7
278,-9686,615,7020,746000,7
582,-4261,653,9640,316000,7
773,-5593,552,8980,7360000,7
351,-6660,692,8430,44800000,7
488,-4233,545,9610,3570,7
456,-3486,644,9390,15700000,7
285,-4632,568,7870,278000,7
1590,-5407,513,9560,381000,7
614,-4254,536,8570,84900,7
297,-5717,426,8420,1780,7
425,-4896,590,8380,14100,7
321,-6839,482,7210,73100000,7
411,-6255,772,7050,24700000,7
387,-13366,463,5000,2100000,7
876,-5545,725,7470,2720000,7
301,-5046,420,7760,2650000,7
396,-12244,653,6770,24900000,7
559,-5889,720,7420,3240000,7
1190,-3908,417,9340,27800,7
497,-10783,243,6900,52100,7
417,-10159,454,3870,40600000,7
274,-9133,787,6070,11900000,7
414,-14635,442,3840,63900000,7
472,-3967,526,9290,12200,7
565,-4714,566,8290,492000,7
645,-4818,761,7970,12300000,7
277,-11434,633,3760,82200000,7
671,-4527,569,8910,2420,7
558,-3856,271,8630,106000,7
340,-18147,518,2190,78400000,7
390,-7536,614,6500,8600000,7
575,-4367,498,9490,32400,7
528,-9955,623,9360,61700,7
1160,-9216,432,8230,24900000,7
503,-4015,362,9280,16400000,7
728,-2666,527,9220,475000,7
364,-4540,427,8430,216000,7
380,-9418,447,5510,45200000,7
299,-7698,363,5530,754000,7
1660,-2341,252,9780,1210,7
723,-4636,612,9130,32700000,7
267,-12172,549,2900,33900000,7
370,-6935,539,8870,1610000,7
1770,-6679,818,7050,836000,7
448,-4156,592,7290,2200000,7
269,-6749,631,7630,786000,7
727,-4177,532,9620,154000,7
746,-11728,619,6770,62400000,7
285,-8002,701,5580,81400000,7
769,-11514,429,6310,7850,7
676,-5867,796,6980,1620000,7
380,-4405,758,7790,71700,7
296,-5218,655,7030,1020000,7
684,-5994,493,7110,496000,7
3460,-4597,256,9680,3900000,7
361,-4439,577,9400,2420,7
2070,-3608,450,9470,277000,7
299,-8039,377,6820,89400,7
