3100,-6.866,848,758,25200000,3,
3020,-10.407,886,534,8480000,3,
3660,-2.307,740,919,42200000,3,
1400,-8.391,625,624,17900000,3,
1900,-5.548,852,659,425000,3,
526,-9.675,846,599,29400,3,
2760,-7.416,898,586,100000,3,
736,-7.746,868,638,14600000,3,
3530,-8.493,709,548,65000000,3,
748,-8.41,755,512,29400000,3,
2690,-6.044,868,795,120000,3,
612,-4.15,749,723,614000,3,
2440,-6.398,933,526,879000,3,
3390,-8.339,591,855,832000,3,
4490,-12.087,900,487,1650000,3,
2790,-7.266,808,639,8020000,3,
2440,-10.412,750,418,14900000,3,
1570,-6.191,834,759,17800000,3,
4540,-9.309,925,463,6810000,3,
1450,-7.083,908,646,985000,3,
2140,-7.605,457,563,11700000,3,
4430,-7.216,821,339,31700000,3,
2560,-4.645,968,793,136000,3,
4430,-4.678,567,826,34200000,3,
1170,-8.891,898,560,238000,3,
3100,-6.866,848,758,25200000,3,
4560,-16.038,667,249,1660000,3,
836,-4.213,781,726,2990000,3,
4250,-7.867,861,656,10400000,3,
3260,-8.161,657,479,83300000,3,
3790,-6.431,881,691,13000000,3,
645,-6.924,799,551,8180000,3,
1410,-7.606,812,755,6240000,3,
2940,-3.524,850,751,12400000,3,
2700,-7.023,678,558,3760000,3,
3690,-7.292,878,579,11200000,3,
4640,-6.88,601,730,1210000,3,
3730,-10.551,479,549,57000000,3,
890,-7.778,560,620,36000000,3,
3860,-10.8,817,552,3200000,3,
2580,-8.201,454,645,36500000,3,
507,-4.95,762,748,32300000,3,
1320,-6.341,379,714,3990000,3,
3050,-7.551,503,554,38900000,3,
2460,-3.661,591,765,6360000,3,
591,-6.831,704,491,2660000,3,
2540,-5.283,754,817,7300000,3,
3120,-6.518,900,619,20300000,3,
1210,-6.256,829,768,1020000,3,
785,-6.071,657,822,10800000,3,
2930,-8.812,873,620,1130000,3,
948,-6.341,640,600,7500000,3,
1500,-6.255,734,707,28900000,3,
3490,-6.043,911,651,338000,3,
1380,-11.709,681,505,13700000,3,
1780,-6.813,943,524,4560000,3,
2800,-4.09,445,853,45300000,3,
3290,-6.97,663,706,33700000,3,
2040,-7.408,469,565,19600000,3,
4470,-8.381,911,637,4090000,3,
3430,-4.095,671,745,592000,3,
510,-10.359,633,500,15100000,3,
3150,-5.994,815,570,587000,3,
2440,-6.398,933,526,879000,3,
1270,-7.081,928,437,14400000,3,
2850,-7.111,784,514,9570000,3,
493,-5.176,740,677,32700000,3,
3070,-9.221,905,564,36800000,3,
4800,-6.769,601,724,8590000,3,
1230,-6.512,683,628,65900000,3,
647,-7.855,770,553,47500000,3,
3420,-7.181,454,772,31900000,3,
2640,-3.058,766,907,61900000,3,
3040,-9.003,814,582,8980000,3,
1710,-4.053,897,939,10800000,3,
1390,-9.929,824,886,27400000,3,
899,-9.859,405,519,43400000,3,
3730,-6.959,722,639,91700,3,
4490,-7.915,843,762,14300000,3,
2140,-6.791,771,817,30600000,3,
3020,-7.392,642,589,12400000,3,
3070,-5.799,772,724,1490000,3,
2770,-3.542,922,959,6300000,3,
387,-10.743,671,256,60800000,3,
3280,-7.251,800,520,17500000,3,
349,-6.348,664,634,68300000,3,
2550,-7.469,668,600,57000000,3,
3020,-7.392,642,589,12400000,3,
433,-4.326,682,806,77500000,3,
3040,-5.402,730,816,17700000,3,
4870,-10.162,888,408,16400000,3,
3070,-9.837,894,472,5970000,3,
3260,-5.902,615,612,2000000,3,
3000,-5.061,810,794,57200000,3,
4090,-14.002,622,410,45100000,3,
820,-3.193,882,839,15600000,3,
3740,-7.915,678,552,52800000,3,
3250,-7.201,865,640,1850000,3,
3390,-8.339,591,855,832000,3,
2980,-1.642,638,874,3280000,3,
1910,-5.598,943,641,160000,3,
4390,-8.356,851,598,59500,3,
2950,-9.455,588,598,30300000,3,
3000,-7.601,546,651,73900,3,
2580,-7.871,711,663,99000,3,
1680,-2.876,573,867,8530000,3,
1770,-6.859,751,744,15200000,3,
2700,-5.438,767,753,6390000,3,
2440,-6.398,933,526,879000,3,
4470,-10.146,866,438,8510000,3,
2460,-6.832,884,639,11100000,3,
577,-7.47,825,458,11400000,3,
3810,-6.844,586,725,24800000,3,
3740,-6.812,853,426,7650000,3,
423,-8.054,753,632,12200000,3,
4100,-5.549,630,491,76600000,3,
1880,-6.166,783,757,15800000,3,
1870,-10.297,551,438,24300000,3,
2160,-6.135,767,560,3220000,3,
2870,-5.16,571,767,33600000,3,
2980,-8.274,876,500,15500000,3,
2410,-8.103,760,476,29400000,3,
5500,-9.746,783,571,40800000,3,
1630,-5.891,779,705,471000,3,
513,-7.911,872,707,3620000,3,
3510,-3.883,475,882,40600000,3,
4070,-10.529,642,400,79200000,3,
2990,-8.875,606,554,71400000,3,
2790,-7.266,808,639,8020000,3,
1830,-6.129,715,651,17300000,3,
4030,-6.724,704,524,929000,3,
2410,-5.062,919,485,8710000,3,
4010,-5.252,787,713,8490000,3,
592,-8.542,809,461,22400000,3,
2850,-5.705,860,710,17700000,3,
3640,-6.822,893,537,21100000,3,
2450,-5.183,814,481,9700000,3,
1230,-9.737,645,798,8490000,3,
3240,-7.86,904,498,919000,3,
5060,-8.937,918,363,29300000,3,
830,-10.666,731,410,54400000,3,
765,-4.998,550,788,2820000,3,
2590,-3.583,701,839,57500000,3,
1950,-13.178,670,331,73000000,3,
1670,-3.22,607,819,15200000,3,
4120,-11.792,590,672,12500000,3,
2220,-8.013,841,545,26800000,3,
1120,-9.452,805,448,6020000,3,
765,-13.433,596,487,37600000,3,
3810,-11.035,834,489,17600000,3,
2760,-5.679,841,560,5300000,3,
3810,-5.394,833,690,33100000,3,
1880,-8.739,915,641,941000,3,
1890,-4.618,856,665,1280000,3,
2490,-5.096,565,777,18300000,3,
1870,-4.639,869,697,838000,3,
630,-14.439,677,539,4550000,3,
2820,-7.482,597,617,46300000,3,
708,-7.135,579,841,14700000,3,
2400,-6.587,747,574,56100000,3,
3180,-3.402,592,770,12200000,3,
1170,-5.642,822,630,13700000,3,
4580,-11.12,479,352,37300000,3,
1890,-10.489,871,545,1430000,3,
661,-5.882,895,469,120000,3,
3410,-14.004,795,600,11200000,3,
3910,-5.602,879,574,51900000,3,
1070,-4.243,908,557,24200000,3,
996,-8.275,829,619,8710000,3,
1630,-6.091,880,575,41500000,3,
2530,0.119,780,972,1070000,3,
3400,-8.425,874,531,2520000,3,
443,-5.768,638,859,7710000,3,
2550,-6.676,840,671,26700000,3,
853,-7.758,741,658,64300000,3,
3320,-5.268,473,824,5900000,3,
3720,-7.727,754,650,5940000,3,
2850,-7.111,784,514,9570000,3,
3770,-8.367,573,860,28200000,3,
1660,-6.689,690,889,876000,3,
1750,-9.949,863,676,20000000,3,
5120,-8.64,871,541,16900000,3,
3720,-10.936,531,546,26000000,3,
412,-9.74,797,533,1720000,3,
2460,-11.169,770,656,11000000,3,
1130,-6.002,849,707,2660000,3,
1020,-5.81,847,629,3180000,3,
3440,-5.647,408,911,20100000,3,
394,-11.718,349,363,53700000,3,
3260,-8.161,657,479,83300000,3,
2640,-6.777,609,786,46200000,3,
344,-4.688,677,504,2010000,3,
2810,-7.619,894,618,4290000,3,
2000,-9.358,887,485,3920000,3,
2190,-8.469,854,510,41100000,3,
1370,-4.523,863,916,8290000,3,
1140,-6.623,719,762,19900000,3,
3500,-7.249,672,545,4930000,3,
2420,-9.144,872,391,46900000,3,
3340,-8.21,552,765,23400000,3,
2530,-7.813,832,534,34500000,3,
1730,-6.264,853,576,73900000,3,
360,-4.954,829,588,5310000,3,
1140,-6.613,313,870,43200000,3,
2520,-8.746,539,615,17300000,3,
3500,-6.788,787,730,2760000,3,
395,-3.936,554,800,11900000,3,
3610,-9.821,764,522,35000000,3,
661,-3.228,693,880,9010000,3,
4740,-11.384,462,430,87400000,3,
2830,-6.381,734,729,14700000,3,
485,-4.964,854,564,1710000,3,
3220,-5.843,590,606,21100000,3,
3930,-7.277,619,573,3520000,3,
2520,-8.08,878,650,1780000,3,
939,-6.361,556,847,5030000,3,
1340,-6.604,838,587,20800000,3,
1560,-3.905,932,835,10500000,3,
1160,-8.449,930,467,906000,3,
3320,-7.953,568,847,40300000,3,
1100,-7.407,528,522,10500000,3,
3450,-5.53,770,637,10300000,3,
2790,-6.123,766,809,110000,3,
2140,-6.315,800,801,59200000,3,
899,-9.859,405,519,43400000,3,
832,-6.792,753,605,8740000,3,
348,-7.454,770,611,169000,3,
8910,-18.816,688,127,93600000,3,
1050,-7.406,488,792,4390000,3,
698,-6.065,934,650,13000000,3,
1890,-9.233,760,650,805000,3,
893,-7.372,731,693,60300000,3,
2010,-9.338,836,595,14100000,3,
5150,-13.165,764,508,34700,3,
1390,-4.505,881,874,1750000,3,
3780,-6.579,769,740,19700000,3,
2200,-9.995,894,530,12100000,3,
4040,-4.666,858,625,22500000,3,
3500,-14.123,651,395,28400000,3,
1890,-4.827,782,589,14800000,3,
2590,-7.172,662,633,13400000,3,
2660,-10.401,804,582,43900000,3,
402,-8.134,808,445,46700000,3,
3330,-7.368,423,573,11600000,3,
5020,-6.995,957,515,235000,3,
1110,-5.242,759,710,25900000,3,
3630,-8.225,810,750,2980000,3,
1890,-4.827,782,589,14800000,3,
2860,-5.623,550,879,2960000,3,
2220,-12.625,775,604,2520000,3,
285,-14.28,638,353,69400000,3,
2710,-6.257,692,708,1430000,3,
2930,-8.375,928,528,1900000,3,
2020,-6.445,744,803,2590000,3,
3460,-8.827,831,636,38900000,3,
3320,-8.193,870,548,3040000,3,
3600,-7.128,830,725,5500000,3,
2090,-8.066,752,563,14600000,3,
1360,-8.899,823,611,12700000,3,
2280,-6.081,412,835,14000000,3,
584,-6.851,732,665,11700000,3,
3660,-4.468,627,681,8810000,3,
2230,-9.511,789,582,40600000,3,
3750,-8.424,494,647,1900000,3,
2110,-7.232,939,675,9150000,3,
4490,-7.915,843,762,14300000,3,
1100,-9.094,557,498,40600000,3,
661,-5.882,895,469,120000,3,
2820,-6.128,885,466,3960000,3,
461,-6.371,770,580,1360000,3,
1020,-5.81,847,629,3180000,3,
3090,-4.707,934,873,488000,3,
3920,-14.029,766,385,24900000,3,
286,-3.541,762,701,23500000,3,
2250,-4.433,607,704,2140000,3,
451,-8.448,579,669,39400000,3,
3300,-8.435,914,586,203000,3,
3580,-5.053,582,846,21500000,3,
1200,-5.782,669,687,900000,3,
2530,-3.18,920,833,2770000,3,
540,-6.588,598,683,1520000,3,
2950,-7.684,689,620,159000,3,
2960,-9.673,890,716,17400000,3,
2880,-8.357,821,640,6980000,3,
929,-3.704,763,840,3460000,3,
489,-6.06,748,411,5320000,3,
1060,-5.525,770,574,6170000,3,
3650,-12.194,841,535,8110000,3,
2220,-3.944,834,888,308000,3,
300,-10.277,700,373,17400000,3,
2870,-5.16,571,767,33600000,3,
1210,-5.616,584,859,1440000,3,
3330,-8.742,584,561,1210000,3,
891,-8.36,774,502,59800000,3,
3090,-4.707,934,873,488000,3,
1720,-5.993,842,545,62500000,3,
664,-2.261,727,974,10300000,3,
9370,-19.061,745,102,98200000,3,
1780,-18.273,787,623,19000000,3,
4740,-8.393,529,593,5980000,3,
4100,-5.549,630,491,76600000,3,
2010,-7.43,701,540,55000000,3,
381,-7.784,601,893,839000,3,
2770,-7.452,901,656,8070000,3,
347,-10.071,212,383,72300000,3,
5070,-8.922,843,535,40300000,3,
1700,-8.458,965,857,131000,3,
2270,-5.7,529,691,2210000,3,
3300,-13.115,608,354,33800000,3,
459,-7.227,835,523,536000,3,
1860,-3.237,548,847,6220000,3,
317,-8.764,598,427,5460000,3,
4370,-3.198,843,553,23600000,3,
432,-10.798,695,343,7430000,3,
4370,-8.687,959,394,15200000,3,
2680,-5.691,799,686,13100000,3,
793,-16.454,755,345,12000000,3,
901,-5.684,603,875,6860000,3,
2160,-6.135,767,560,3220000,3,
5200,-6.815,542,733,58800000,3,
1430,-4.949,855,792,55200000,3,
3440,-8.245,832,629,22500000,3,
2980,-8.728,760,531,27600000,3,
4420,-4.639,812,639,34600000,3,
1560,-7.461,750,706,8800000,3,
2860,-4.053,477,727,86600,3,
1690,-3.657,831,727,44700000,3,
2830,-5.603,884,677,7780000,3,
1780,-8.685,570,431,58300000,3,
3620,-5.935,652,910,3190000,3,
2450,-9.849,421,566,33700000,3,
3320,-4.848,629,696,52000000,3,
583,-3.513,836,823,343000,3,
539,-7.636,907,393,45100000,3,
3470,-5.196,842,590,6770000,3,
3900,-12.064,663,351,40600000,3,
3950,-8.273,734,640,12400000,3,
2810,-7.619,894,618,4290000,3,
2760,-7.127,543,481,60800000,3,
461,-7.327,664,655,5900000,3,
1480,-7.332,858,525,4430000,3,
2640,-6.345,812,617,15400000,3,
2010,-5.139,850,853,14700000,3,
2640,-5.507,674,672,13900000,3,
1670,-5.215,735,844,14200000,3,
2130,-8.301,448,748,3560000,3,
3680,-5.019,897,371,9040000,3,
2460,-5.718,648,750,4830000,3,
1390,-7.679,825,512,2040000,3,
2790,-4.384,797,713,6960000,3,
1730,-6.016,762,592,45300000,3,
1320,-6.362,924,523,1100000,3,
380,-5.043,617,772,4680000,3,
647,-7.855,770,553,47500000,3,
3420,-5.26,808,745,14500000,3,
3680,-6.492,760,738,26800000,3,
3070,-7.131,860,861,3610000,3,
461,-7.327,664,655,5900000,3,
3570,-8.043,883,674,21000000,3,
1770,-7.346,613,640,906000,3,
1580,-4.928,600,723,10900000,3,
2640,-4.616,686,735,921000,3,
1200,-6.965,613,631,6630000,3,
1940,-4.077,586,927,924000,3,
4240,-11.618,530,308,29200000,3,
4810,-4.857,566,899,14300000,3,
3020,-7.392,642,589,12400000,3,
3310,-9.79,506,473,2290000,3,
2810,-10.896,831,635,28500000,3,
738,-1.597,555,983,5580000,3,
1260,-5.849,594,672,43600000,3,
3600,-4.391,886,708,17600000,3,
1740,-9.785,817,584,43200000,3,
4000,-6.483,806,698,12300000,3,
1870,-10.297,551,438,24300000,3,
2040,-7.408,469,565,19600000,3,
3180,-7.253,739,668,5390000,3,
3240,-7.86,904,498,919000,3,
2880,-4.674,867,646,30300000,3,
3690,-5.912,566,622,31200000,3,
2380,-4.116,652,803,1650000,3,
3620,-7.939,871,451,4080000,3,
2660,-8.145,759,756,9030000,3,
2960,-8.723,883,446,2530000,3,
3290,-5.245,801,842,8260000,3,
3510,-4.77,704,803,16500000,3,
3180,-10.331,890,509,35000000,3,
555,-11.032,582,465,5910000,3,
328,-15.35,408,242,53800000,3,
470,-10.013,598,618,54000000,3,
2670,-4.502,859,714,18600000,3,
4020,-5.518,416,877,15900000,3,
2260,-5.24,920,424,418000,3,
696,-8.116,565,644,42600000,3,
2340,-10.262,695,503,24800000,3,
2610,-9.989,743,560,17500000,3,
3000,-5.105,658,936,17200000,3,
3650,-13.297,856,427,9580000,3,
3540,-13.57,913,351,1020000,3,
2940,-5.068,605,583,35700000,3,
3520,-5.058,634,845,602000,3,
2940,-4.946,803,738,52800000,3,
4930,-8.715,565,470,8210000,3,
1090,-8.411,777,482,734000,3,
2860,-4.053,477,727,86600,3,
3280,-11.81,690,514,9750000,3,
1930,-6.465,484,659,4670000,3,
3630,-5.508,520,848,2320000,3,
935,-3.412,695,891,29200000,3,
1110,-6.737,461,683,26900000,3,
891,-8.36,774,502,59800000,3,
2850,-8.667,861,597,13900000,3,
2470,-9.369,797,750,53300000,3,
3320,-9.535,755,556,4810000,3,
2990,-7.928,773,645,10200000,3,
438,-6.699,804,770,203000,3,
541,-8.619,914,698,631000,3,
1980,-5.387,833,727,4850000,3,
4400,-19.112,970,241,2460000,3,
423,-6.807,751,576,4270000,3,
304,-11.051,384,149,95200000,3,
1330,-4.861,824,905,30200000,3,
1930,-6.323,850,660,38600000,3,
3430,-7.08,614,924,10200000,3,
2050,-4.646,770,664,24200000,3,
2640,-5.18,908,696,2130000,3,
2370,-8.534,903,520,17300000,3,
3790,-6.431,881,691,13000000,3,
5400,-14.163,713,146,78400000,3,
3050,-6.137,807,617,29900000,3,
434,-2.491,352,758,53600000,3,
2750,-6.775,849,803,5020000,3,
1750,-13.752,834,469,9940000,3,
2200,-14.901,835,447,15500000,3,
5250,-7.009,877,594,10400000,3,
1760,-3.053,833,918,17700000,3,
2020,-3.547,896,780,8280000,3,
1210,-5.616,584,859,1440000,3,
1680,-7.096,806,501,6500000,3,
2650,-6.841,528,816,46400000,3,
1300,-4.234,859,625,2960000,3,
2530,-5.197,508,808,12100000,3,
500,-5.817,824,555,337000,3,
382,-7.04,749,592,4270000,3,
1320,-6.362,924,523,1100000,3,
4450,-10.479,849,476,9650000,3,
471,-10.88,700,393,60000000,3,
2460,-6.832,884,639,11100000,3,
485,-6.959,781,594,1360000,3,
2080,-5.004,770,729,33500000,3,
1530,-8.3,874,876,37700000,3,
1950,-13.725,781,447,502000,3,
4000,-5.422,482,635,36800000,3,
2400,-5.921,876,636,5010000,3,
2030,-12.683,815,459,2320000,3,
473,-6.548,806,634,65100000,3,
1780,-8.685,570,431,58300000,3,
3180,-6.233,869,680,4160000,3,
676,-10.248,618,448,2700000,3,
1100,-9.781,773,281,24000000,3,
3030,-6.119,734,864,2200000,3,
524,-8.823,727,513,3350000,3,
2080,-3.695,883,896,26800000,3,
2900,-4.384,786,910,22900000,3,
3620,-5.061,801,724,41100000,3,
2660,-9.105,854,498,4420000,3,
3910,-5.602,879,574,51900000,3,
461,-6.291,753,524,5500000,3,
1680,-2.876,573,867,8530000,3,
2990,-4.982,765,719,1320000,3,
1780,-6.813,943,524,4560000,3,
2380,-5.644,828,489,1240000,3,
2800,-9.157,721,565,24800000,3,
2950,-7.337,821,643,475000,3,
1660,-9.238,570,439,33100000,3,
3350,-8.109,827,513,1310000,3,
1200,-5.782,669,687,900000,3,
3540,-4.624,520,891,52300000,3,
1420,-10.315,613,491,87100000,3,
1030,-10.196,928,341,6140000,3,
2060,-10.472,669,423,3750000,3,
478,-4.138,539,951,17400000,3,
3920,-6.295,856,564,327000,3,
1770,-5.188,753,680,12200000,3,
3970,-5.277,713,793,27100000,3,
2640,-5.18,908,696,2130000,3,
2630,-6.732,901,614,1150000,3,
486,-6.819,633,810,9970000,3,
2560,-9.208,629,468,53100000,3,
2790,-2.902,836,906,42600,3,
3460,-4.655,829,852,35100000,3,
1580,-9.707,795,535,53700000,3,
785,-6.071,657,822,10800000,3,
5640,-9.659,620,734,3530000,3,
3340,-6.433,867,576,230000,3,
1300,-6.359,854,628,42700000,3,
4060,-4.309,833,766,7960000,3,
3150,-8.849,854,474,5760000,3,
2500,-5.768,476,747,753000,3,
2890,-8.216,593,593,3060000,3,
2690,-5.946,843,806,14300000,3,
2790,-8.822,803,545,3360000,3,
3170,-3.112,907,734,7410000,3,
2850,-3.707,736,914,31800000,3,
1370,-6.159,854,463,11700000,3,
2210,-8.155,337,724,3940000,3,
862,-10.923,785,343,59300000,3,
514,-7.648,716,537,23300000,3,
1660,-5.293,731,792,28500000,3,
1470,-8.266,826,500,4450000,3,
660,-9.529,706,574,36200000,3,
3540,-5.566,565,641,5720000,3,
1630,-5.212,550,637,59700000,3,
4330,-6.08,634,739,14100000,3,
2990,-8.631,943,528,291000,3,
2400,-6.587,747,574,56100000,3,
4790,-9.839,668,435,25700000,3,
1180,-5.851,582,636,56600000,3,
4490,-6.656,550,589,9990000,3,
349,-7.753,626,425,30500000,3,
286,-6.442,669,574,1750000,3,
2140,-3.563,773,851,61800000,3,
2220,-8.013,841,545,26800000,3,
1520,-6.682,610,508,29700000,3,
1680,-2.876,573,867,8530000,3,
4330,-5.763,693,699,9640000,3,
760,-8.501,687,510,74500000,3,
2690,-5.878,875,745,2270000,3,
409,-6.876,792,511,12400000,3,
934,-6.803,846,725,36100000,3,
461,-7.327,664,655,5900000,3,
2890,-7.913,815,705,56900000,3,
861,-5.033,514,638,2040000,3,
2580,-2.847,287,956,9370000,3,
625,-6.113,722,501,25500000,3,
3040,-5.429,364,752,70000,3,
2330,-6.429,691,679,20400000,3,
4070,-5.885,839,793,54700000,3,
3450,-14.346,857,462,17600000,3,
2460,-6.874,774,627,2360000,3,
8400,-18.856,710,56.3,94900000,3,
1500,-9.929,748,470,20700000,3,
2700,-7.58,795,745,8690000,3,
1020,-5.81,847,629,3180000,3,
1520,-3.723,831,740,557000,3,
3530,-8.482,561,635,4460000,3,
4030,-8.788,760,658,2960000,3,
436,-6.762,739,572,34600000,3,
3050,-4.914,805,767,22200000,3,
1570,-10.139,715,738,826000,3,
649,-6.261,712,679,3940000,3,
374,-8.623,625,598,1630000,3,
602,-8.259,832,549,16800000,3,
2910,-9.964,652,483,65800000,3,
1890,-10.489,871,545,1430000,3,
3530,-5.55,885,693,21100000,3,
2120,-9.575,866,909,28800000,3,
3180,-9.313,788,451,11800000,3,
829,-4.475,814,659,155000,3,
1880,-4.293,549,853,2850000,3,
3450,-7.961,593,648,7860000,3,
2020,-4.574,819,626,748000,3,
1380,-5.701,902,610,18900000,3,
691,-6.834,966,450,3540000,3,
890,-7.778,560,620,36000000,3,
3500,-7.968,883,622,2660000,3,
2990,-8.631,943,528,291000,3,
1090,-3.161,615,820,26600000,3,
4970,-10.288,579,668,34500000,3,
3890,-8.254,852,554,8150000,3,
2560,-6.855,943,537,34200000,3,
3030,-6.06,885,592,94000,3,
649,-6.163,794,632,14200000,3,
2990,-7.439,720,371,54800000,3,
2990,-3.507,763,770,8580000,3,
461,-6.208,725,629,17200000,3,
362,-5.042,743,710,1390000,3,
589,-9.545,410,602,40700000,3,
3110,-9.295,887,609,2120000,3,
8620,-17.369,565,248,97700000,3,
4800,-5.542,860,717,41400000,3,
3210,-4.55,453,910,236000,3,
1890,-7.593,773,448,18800000,3,
2410,-4.821,748,910,24600000,3,
3780,-10.588,831,380,54100,3,
3870,-1.765,634,942,29100000,3,
356,-7.061,644,446,49000000,3,
795,-6.824,717,650,23200000,3,
3080,-7.08,734,447,21900,3,
2460,-8.633,613,610,21100000,3,
2780,-7.832,748,693,28200000,3,
562,-4.226,720,863,1740000,3,
2590,-7.158,853,754,33500000,3,
5120,-8.64,871,541,16900000,3,
778,-8.864,878,441,10300000,3,
3520,-11.691,837,497,12500000,3,
657,-6.032,669,629,4850000,3,
2490,-5.891,859,617,79200000,3,
2650,-6.953,825,726,24100000,3,
3110,-10.289,820,432,35200000,3,
4110,-8.385,781,479,2490000,3,
2200,-6.343,666,730,696000,3,
2660,-8.233,553,611,31000000,3,
2860,-4.053,477,727,86600,3,
3320,-7.905,725,640,2810000,3,
341,-6.747,258,446,61200000,3,
1660,-9.238,570,439,33100000,3,
2860,-6.349,578,449,6180000,3,
3970,-7.686,912,608,4580000,3,
3200,-5.658,914,607,6260000,3,
2140,-8.317,779,633,3380000,3,
4240,-6.674,968,518,92700,3,
1840,-9.924,659,589,40900000,3,
1440,-7.488,855,708,26700000,3,
882,-8.339,561,598,39500000,3,
2760,-6.207,564,829,31000000,3,
1760,-8.604,813,593,46600000,3,
2240,-3.965,928,749,4250000,3,
1870,-10.297,551,438,24300000,3,
857,-3.829,957,737,7430000,3,
3420,-5.712,890,701,306000,3,
2420,-5.369,648,547,69600000,3,
5300,-10.013,542,561,12600000,3,
5510,-12.698,669,673,64700000,3,
3300,-9.943,626,597,61400000,3,
1950,-7.077,600,770,40000,3,
282,-4.022,666,510,828000,3,
1600,-11.982,742,454,31100000,3,
1240,-6.531,619,589,43000000,3,
5590,-10.073,827,394,25300000,3,
3840,-8.256,759,538,15100000,3,
2240,-3.965,928,749,4250000,3,
2000,-9.358,887,485,3920000,3,
3920,-8.683,889,705,38900000,3,
2680,-6.249,686,757,51300000,3,
331,-5.758,789,881,10900000,3,
3030,-5.141,735,855,35100000,3,
3480,-5.709,671,622,23600000,3,
4300,-6.645,758,631,13000000,3,
3030,-4.644,579,734,32100000,3,
417,-7.639,760,520,394000,3,
752,-7.328,953,614,717000,3,
3780,-8.619,774,412,2600000,3,
6780,-25.831,697,54.5,59600000,3,
3050,-5.348,753,722,53300000,3,
1870,-6.173,725,713,12700000,3,
1190,-4.01,655,846,14400000,3,
2590,-4.936,778,691,755000,3,
3240,-7.86,904,498,919000,3,
2850,-7.111,784,514,9570000,3,
691,-2.906,757,721,196000,3,
2000,-5.428,898,529,6990000,3,
772,-8.81,759,587,4370000,3,
4170,-7.824,619,561,10300000,3,
545,-5.653,751,708,4820000,3,
4430,-8.024,831,600,32000000,3,
1630,-5.212,550,637,59700000,3,
3990,-7.587,858,596,62100000,3,
2540,-9.414,812,600,308000,3,
3380,-6.18,850,680,73200000,3,
598,-5.528,682,501,58900000,3,
459,-5.537,580,651,2750000,3,
3300,-6.855,808,627,3680000,3,
2280,-3.938,741,666,11900000,3,
2070,-5.438,721,675,13100000,3,
1300,-13.497,863,543,5070000,3,
2270,-2.909,780,717,3960000,3,
847,-11.824,777,320,92700000,3,
1840,-4.711,845,921,766000,3,
2420,-7.072,842,831,12700000,3,
680,-7.057,768,733,8230000,3,
3160,-5.364,738,880,1750000,3,
1680,-2.876,573,867,8530000,3,
2460,-8.633,613,610,21100000,3,
3490,-4.972,863,610,6550000,3,
3750,-6.351,874,561,56600000,3,
4170,-9.363,625,546,7680000,3,
3490,-13.819,947,672,6620000,3,
