speechiness,loudness,danceability,target
684,-5994,493,7
3460,-4597,256,7
361,-4439,577,7
2070,-3608,450,7
299,-8039,377,7
496,-3627,471,7
1570,-5244,458,7
496,-2826,445,7
385,-9582,559,7
645,-5104,414,7
476,-9919,666,7
431,-5025,535,7
808,-3463,500,7
563,-3989,487,7
343,-12768,515,7
2170,-3686,377,7
796,-7839,551,7
405,-5763,596,7
411,-6443,480,7
444,-3175,614,7
600,-4251,454,7
417,-9200,679,7
870,-3349,419,7
527,-3612,467,7
251,-7978,608,7
483,-6606,373,7
1280,-3600,570,7
452,-5136,475,7
398,-9765,683,7
349,-3160,295,7
313,-5624,457,7
413,-7442,451,7
940,-5575,580,7
815,-4163,615,7
626,-5719,459,7
605,-4237,486,7
310,-3831,494,7
339,-12453,346,7
343,-8933,376,7
653,-4888,730,7
453,-7565,355,7
765,-9284,591,7
564,-6926,728,7
608,-3321,493,7
431,-9066,407,7
281,-4999,631,7
678,-7458,463,7
420,-5731,401,7
375,-8076,609,7
403,-8101,566,7
931,-8604,532,7
446,-5194,663,7
298,-4848,686,7
533,-4542,308,7
303,-10991,730,7
931,-3661,639,7
269,-5094,452,7
383,-3917,529,7
412,-4612,320,7
385,-6791,562,7
664,-5500,156,7
636,-4314,315,7
342,-7069,432,7
886,-11224,539,7
396,-3227,539,7
367,-5091,529,7
413,-6217,514,7
412,-12255,623,7
384,-5050,291,7
476,-3190,455,7
450,-4521,557,7
308,-8138,412,7
455,-6465,300,7
619,-6094,584,7
315,-10736,415,7
280,-5298,424,7
252,-12358,547,7
294,-7206,537,7
556,-7409,654,7
303,-7841,182,7
375,-8578,699,7
822,-8697,698,7
345,-7996,500,7
362,-5847,575,7
918,-5414,185,7
510,-7393,462,7
318,-7353,526,7
282,-5635,747,7
251,-5289,442,7
1760,-2905,507,7
1450,-7051,537,7
998,-5906,654,7
618,-8474,372,7
896,-10845,336,7
549,-5251,340,7
249,-9152,485,7
274,-7816,674,7
576,-7737,665,7
525,-3680,301,7
264,-9047,621,7
636,-4314,315,7
261,-11026,498,7
304,-8240,614,7
1020,-5097,864,7
340,-10183,676,7
521,-4054,517,7
461,-5195,607,7
314,-4963,544,7
396,-13126,435,7
440,-5966,545,7
318,-15886,422,7
2320,-3172,348,7
1330,-10390,615,7
337,-6347,633,7
743,-4590,409,7
328,-5798,560,7
469,-5719,373,7
439,-10365,731,7
348,-9796,820,7
686,-10216,664,7
634,-7776,619,7
330,-5541,388,7
735,-3677,517,7
751,-8069,447,7
354,-6224,507,7
922,-6476,562,7
853,-4845,478,7
278,-11097,414,7
932,-1205,377,7
330,-5456,851,7
299,-8363,544,7
975,-5005,542,7
363,-4716,669,7
501,-3311,758,7
326,-4657,481,7
574,-6449,524,7
400,-11018,643,7
888,-8850,298,7
296,-6918,460,7
1660,-4254,687,7
697,-4284,374,7
622,-3706,373,7
394,-10468,702,7
479,-8559,522,7
1030,-7574,373,7
295,-14255,525,7
264,-10797,537,7
655,-8903,485,7
260,-8253,544,7
459,-4400,612,7
2100,-3874,198,7
1590,-5142,686,7
936,-5416,402,7
359,-7836,645,7
257,-3256,503,7
267,-11357,430,7
458,-10932,629,7
328,-8520,334,7
2140,-6491,357,7
335,-6536,566,7
1750,-7016,555,7
324,-16319,533,7
316,-9342,389,7
481,-5729,178,7
285,-7832,544,7
389,-3802,882,7
434,-8449,541,7
304,-5091,495,7
622,-4448,475,7
572,-9176,547,7
353,-10322,619,7
1420,-7366,352,7
430,-10613,653,7
351,-11476,478,7
719,-2848,511,7
706,-7833,756,7
929,-5399,405,7
833,-3123,500,7
546,-4884,561,7
584,-5870,556,7
1040,-4119,382,7
322,-5311,469,7
353,-15002,409,7
302,-7844,475,7
755,-12133,273,7
526,-4731,407,7
307,-7880,353,7
341,-3991,432,7
384,-6031,354,7
482,-5513,529,7
1080,-2469,575,7
406,-5988,688,7
661,-4395,232,7
501,-3904,439,7
1270,-2371,462,7
1410,-4545,662,7
439,-6354,578,7
284,-9272,561,7
965,-5319,245,7
542,-3037,582,7
336,-12633,372,7
357,-4816,796,7
426,-4572,543,7
346,-13552,409,7
357,-14281,286,7
352,-11360,164,7
300,-7022,510,7
657,-2108,530,7
376,-3923,369,7
469,-3570,390,7
670,-2581,280,7
829,-6394,765,7
832,-5009,264,7
705,-3957,537,7
411,-6002,457,7
710,-4842,599,7
309,-6733,271,7
421,-3171,473,7
1230,-4948,444,7
976,-4767,633,7
294,-18055,661,7
721,-11679,533,7
361,-9719,698,7
414,-8478,450,7
489,-3609,384,7
2950,-6562,747,7
314,-12407,330,7
492,-3565,569,7
522,-9657,627,7
675,-8489,693,7
353,-5381,556,7
284,-5205,502,7
499,-3435,400,7
2180,-2119,728,7
923,-3933,470,7
296,-14745,723,7
316,-3054,625,7
406,-3092,584,7
1520,-6188,434,7
338,-4708,599,7
427,-4850,520,7
912,-5862,367,7
361,-4439,577,7
422,-6069,284,7
258,-9502,350,7
969,-9942,465,7
311,-5927,511,7
1050,-4541,430,7
420,-5180,394,7
344,-4065,541,7
1430,-5841,260,7
320,-5881,731,7
1570,-7263,596,7
457,-3978,651,7
293,-4974,405,7
593,-4671,578,7
1540,-6516,237,7
253,-13333,623,7
423,-13083,724,7
2120,-12239,294,7
733,-11786,564,7
1070,-5542,210,7
945,-12732,507,7
324,-10748,415,7
400,-4034,384,7
317,-7224,340,7
650,-3917,262,7
642,-5037,471,7
433,-11251,598,7
1770,-5855,439,7
297,-5703,624,7
309,-8559,569,7
1070,-6808,730,7
373,-13578,441,7
328,-10028,318,7
375,-7292,317,7
254,-7585,615,7
369,-13553,547,7
356,-9321,674,7
454,-7299,591,7
1040,-5729,274,7
2380,-3967,404,7
331,-7784,484,7
819,-4338,479,7
374,-5628,499,7
402,-11195,359,7
341,-7007,692,7
393,-10003,398,7
2690,-4938,282,7
1420,-3018,508,7
1090,-3920,367,7
722,-3239,224,7
409,-5119,469,7
895,-4872,573,7
665,-2087,600,7
761,-6506,394,7
345,-5970,669,7
332,-7999,389,7
1490,-3377,379,7
320,-7480,570,7
860,-6431,442,7
250,-8907,571,7
272,-5912,490,7
1030,-5681,620,7
570,-4907,509,7
435,-5892,455,7
391,-5289,610,7
826,-5393,507,7
1010,-14309,416,7
440,-9175,612,7
516,-7441,522,7
452,-7327,215,7
403,-1986,420,7
304,-6736,638,7
512,-4913,575,7
1330,-4793,574,7
756,-7914,677,7
432,-10446,297,7
427,-15076,469,7
353,-9687,379,7
508,-4517,495,7
491,-4405,480,7
360,-7340,645,7
304,-15474,562,7
1260,-4054,238,7
412,-12255,623,7
3040,-4215,466,7
255,-14575,501,7
552,-6554,559,7
332,-3682,496,7
676,-4644,513,7
423,-6480,503,7
637,-4991,374,7
407,-9925,510,7
357,-6388,484,7
1550,-5083,555,7
2580,-6766,444,7
306,-6285,548,7
354,-6416,403,7
386,-8138,402,7
327,-4132,503,7
1490,-4314,389,7
314,-15763,581,7
861,-12774,774,7
754,-5270,533,7
631,-5425,499,7
250,-9165,529,7
502,-4870,552,7
272,-4849,588,7
835,-5319,192,7
4730,-2318,252,7
246,-11135,629,7
959,-3873,522,7
399,-2625,675,7
341,-7182,503,7
364,-7318,548,7
414,-1690,393,7
497,-6481,696,7
519,-3878,597,7
2110,-3175,462,7
613,-5773,694,7
568,-8786,301,7
570,-4907,509,7
761,-2869,623,7
292,-12329,617,7
1440,-4460,261,7
566,-6342,424,7
323,-2572,412,7
340,-5963,306,7
840,-6246,427,7
662,-4173,457,7
1020,-3541,475,7
1040,-8580,532,7
275,-7497,502,7
531,-7361,333,7
331,-9897,767,7
2900,-3378,274,7
374,-7516,640,7
1170,-3173,325,7
474,-15925,382,7
256,-7547,590,7
267,-6977,612,7
266,-8033,556,7
368,-6116,253,7
463,-5638,332,7
448,-19068,588,7
292,-10946,659,7
385,-3374,392,7
1060,-9793,268,7
1710,-2855,266,7
484,-5066,587,7
293,-7424,513,7
291,-9316,294,7
566,-11231,830,7
1140,-2481,251,7
734,-5572,534,7
369,-8793,392,7
436,-13126,451,7
409,-11717,512,7
832,-8937,483,7
394,-8928,319,7
577,-5578,397,7
324,-5787,413,7
296,-10059,384,7
749,-6194,865,7
953,-4244,516,7
575,-4367,498,7
815,-4522,486,7
263,-11218,553,7
1280,-7853,297,7
317,-4492,577,7
701,-5387,404,7
579,-3445,357,7
2130,-6927,914,7
339,-8957,307,7
286,-5708,545,7
281,-7227,429,7
586,-4831,172,7
668,-9069,522,7
709,-6562,381,7
687,-7179,513,7
757,-4765,450,7
378,-5576,471,7
360,-4419,500,7
321,-5611,442,7
437,-5451,526,7
680,-7837,356,7
436,-4161,475,7
290,-13167,765,7
428,-10944,692,7
307,-10422,367,7
385,-11821,427,7
376,-6946,569,7
528,-10456,482,7
421,-12472,556,7
246,-4786,643,7
605,-5166,547,7
600,-4365,431,7
266,-6042,572,7
875,-4130,308,7
438,-10259,295,7
623,-3499,304,7
1610,-6958,568,7
298,-10296,456,7
565,-4714,566,7
481,-6317,612,7
509,-5110,320,7
459,-13496,559,7
1750,-4616,671,7
1860,-4316,522,7
767,-3129,433,7
582,-5301,676,7
539,-2122,627,7
1320,-5333,491,7
3000,-6473,678,7
554,-3070,536,7
1330,-4957,397,7
399,-5416,593,7
262,-4642,633,7
636,-4314,315,7
387,-6440,718,7
659,-4724,505,7
413,-14726,511,7
315,-10554,425,7
610,-3838,562,7
670,-5511,685,7
636,-8215,130,7
926,-2720,406,7
405,-12029,449,7
392,-4495,460,7
1170,-3173,325,7
441,-5510,485,7
476,-7967,755,7
314,-4142,271,7
339,-6199,467,7
302,-5655,470,7
496,-5655,302,7
1180,-3003,576,7
909,-3622,419,7
428,-10357,337,7
610,-6399,669,7
377,-3695,436,7
387,-6611,405,7
794,-6490,222,7
560,-8271,280,7
459,-2699,530,7
332,-4448,489,7
481,-11155,426,7
293,-7719,619,7
278,-5305,619,7
292,-11068,547,7
349,-13528,214,7
1770,-9236,209,7
739,-4326,486,7
361,-4309,492,7
290,-4649,472,7
258,-9129,360,7
682,-10213,640,7
310,-9302,504,7
268,-14426,514,7
319,-10160,724,7
540,-5746,662,7
264,-10133,614,7
597,-3547,609,7
374,-14617,494,7
426,-5404,429,7
632,-13289,338,7
356,-4369,461,7
324,-11264,490,7
723,-6693,442,7
329,-14196,642,7
401,-4437,493,7
347,-6221,420,7
392,-7150,318,7
386,-9907,483,7
356,-9321,674,7
441,-3801,352,7
362,-6581,401,7
308,-9987,385,7
292,-8794,615,7
304,-15035,519,7
369,-5139,310,7
301,-5425,575,7
481,-4199,417,7
467,-4092,641,7
985,-7644,382,7
695,-4822,476,7
369,-8793,392,7
326,-13664,310,7
363,-11810,552,7
658,-3635,187,7
891,-4019,475,7
270,-7369,570,7
832,-2769,378,7
365,-7390,468,7
418,-9799,359,7
373,-13741,516,7
399,-6475,582,7
326,-4957,659,7
263,-7127,590,7
440,-3980,736,7
870,-4197,252,7
258,-8451,531,7
762,-4745,648,7
946,-3876,502,7
376,-5870,377,7
450,-5671,704,7
325,-11479,443,7
686,-3348,521,7
604,-4056,410,7
264,-11248,318,7
716,-6777,700,7
474,-5351,379,7
338,-10688,393,7
288,-5761,611,7
289,-6318,660,7
304,-16336,653,7
345,-9698,778,7
702,-5531,226,7
423,-6480,503,7
402,-8917,738,7
744,-4845,654,7
394,-4557,481,7
940,-5611,438,7
698,-5697,526,7
545,-5373,598,7
650,-2182,568,7
266,-9310,470,7
875,-3668,638,7
414,-1690,393,7
301,-15914,617,7
320,-3920,451,7
1100,-5270,442,7
1300,-5576,568,7
877,-4027,393,7
502,-5822,730,7
462,-4329,674,7
264,-10133,614,7
1130,-6685,256,7
332,-6617,565,7
436,-9222,824,7
448,-2863,571,7
332,-6984,681,7
390,-7426,371,7
599,-3418,595,7
707,-11187,541,7
1170,-2640,112,7
399,-5834,419,7
401,-10328,376,7
398,-9011,499,7
618,-4172,538,7
686,-4673,471,7
263,-11218,553,7
548,-4514,293,7
295,-19316,617,7
386,-7760,516,7
367,-12307,567,7
452,-4852,545,7
405,-5854,666,7
319,-4642,578,7
2020,-3946,358,7
790,-5443,499,7
302,-15572,318,7
648,-3816,385,7
390,-17892,377,7
572,-5573,563,7
285,-5472,593,7
446,-5253,361,7
403,-4486,334,7
301,-9717,543,7
1100,-5270,442,7
567,-9266,733,7
274,-7883,562,7
361,-10833,632,7
1150,-3865,471,7
2420,-4561,511,7
447,-3435,598,7
803,-15269,621,7
806,-4228,520,7
391,-7748,466,7
399,-10524,776,7
1050,-5626,506,7
252,-3967,634,7
358,-5652,596,7
684,-3664,414,7
2310,-3665,481,7
354,-8142,730,7
284,-6189,465,7
601,-6035,458,7
1240,-3623,531,7
608,-3321,493,7
375,-7606,318,7
380,-8428,166,7
554,-3923,680,7
574,-4467,396,7
510,-6856,168,7
595,-5006,480,7
312,-8744,724,7
656,-4657,531,7
439,-6891,478,7
645,-10778,379,7
425,-10099,607,7
412,-8090,595,7
399,-6475,582,7
458,-3780,225,7
316,-8995,419,7
454,-5369,679,7
311,-8379,585,7
1900,-3156,373,7
280,-9684,652,7
2620,-3860,378,7
499,-9666,415,7
284,-10251,728,7
642,-7084,467,7
376,-10964,491,7
347,-4612,610,7
561,-4717,505,7
1090,-8414,691,7
338,-7226,310,7
479,-3910,403,7
290,-10057,307,7
944,-6900,761,7
791,-8777,337,7
329,-9205,617,7
589,-9267,636,7
435,-2512,452,7
806,-4228,520,7
339,-8161,407,7
1510,-1641,447,7
588,-4742,550,7
294,-9205,486,7
1100,-6291,226,7
742,-6870,566,7
317,-12875,623,7
648,-3816,385,7
308,-6781,549,7
463,-3179,361,7
458,-16557,405,7
441,-3801,352,7
473,-4730,564,7
578,-9329,632,7
1190,-7316,692,7
320,-7759,452,7
522,-5173,511,7
663,-3603,530,7
367,-5541,413,7
886,-7049,200,7
371,-8111,665,7
443,-9064,620,7
1210,-13643,349,7
694,-5262,493,7
563,-5201,390,7
580,-6167,331,7
1140,-3790,660,7
402,-8046,240,7
344,-7227,462,7
249,-7524,558,7
317,-8113,621,7
913,-4243,528,7
292,-6162,477,7
540,-3132,426,7
1260,-7399,478,7
269,-8824,630,7
1350,-8770,329,7
295,-5782,584,7
378,-3100,671,7
613,-8123,721,7
509,-6846,136,7
258,-9129,360,7
352,-8574,634,7
552,-5964,391,7
1720,-4208,258,7
448,-7766,454,7
638,-5996,266,7
376,-8800,391,7
344,-4267,593,7
1760,-2492,503,7
309,-14097,662,7
660,-3162,460,7
372,-7242,618,7
1200,-6240,480,7
713,-5563,471,7
278,-4261,537,7
304,-13458,553,7
263,-5429,613,7
475,-4537,658,7
282,-7452,607,7
363,-3537,473,7
437,-3085,528,7
377,-19370,645,7
535,-13953,717,7
517,-6912,842,7
324,-4212,453,7
376,-6415,550,7
2060,-3213,324,7
606,-5197,624,7
393,-6944,577,7
301,-4878,449,7
926,-4210,318,7
653,-10000,456,7
428,-6906,399,7
707,-5319,407,7
292,-13685,733,7
300,-4836,551,7
327,-5869,598,7
370,-11285,382,7
465,-7154,592,7
268,-8847,511,7
773,-4182,359,7
423,-10503,341,7
272,-4562,602,7
391,-3976,252,7
481,-6317,612,7
533,-4542,308,7
473,-6525,730,7
453,-7565,355,7
440,-7539,429,7
1250,-3314,466,7
331,-7294,358,7
280,-14344,381,7
447,-14686,581,7
376,-10964,491,7
569,-4966,505,7
329,-8652,339,7
1350,-8770,329,7
385,-3255,545,7
601,-6387,599,7
648,-3816,385,7
632,-8671,262,7
798,-5344,313,7
2670,-4172,321,7
432,-5356,276,7
329,-6731,381,7
248,-7714,566,7
723,-9415,310,7
295,-9113,379,7
283,-8799,540,7
591,-9138,426,7
877,-9005,609,7
341,-10158,478,7
647,-6422,615,7
1070,-4688,442,7
443,-6548,552,7
421,-13274,496,7
744,-4845,654,7
1720,-4208,258,7
451,-7741,611,7
252,-8427,765,7
368,-8301,452,7
244,-6421,637,7
587,-6343,473,7
612,-5121,472,7
399,-6887,546,7
1150,-3583,461,7
2390,-5655,284,7
483,-3868,433,7
231,-7720,580,7
537,-4383,473,7
567,-5858,461,7
476,-2405,420,7
729,-2868,393,7
1330,-4918,223,7
301,-13589,395,7
2590,-11043,899,7
453,-2767,180,7
643,-5246,817,7
345,-3585,564,7
762,-5928,468,7
636,-13500,372,7
383,-5861,522,7
299,-9346,398,7
297,-8041,541,7
726,-3740,500,7
373,-9215,591,7
543,-5876,294,7
420,-5625,626,7
631,-5052,435,7
367,-6470,691,7
1000,-5938,326,7
526,-8276,764,7
444,-7866,432,7
334,-5782,619,7
476,-7815,671,7
586,-3209,402,7
757,-10492,364,7
362,-4118,413,7
456,-5824,319,7
354,-6224,507,7
600,-8483,271,7
5310,-871,460,7
264,-8821,544,7
290,-5825,563,7
521,-5956,542,7
501,-2662,545,7
1570,-3205,510,7
346,-5729,566,7
323,-7754,660,7
436,-6228,503,7
803,-7232,424,7
407,-6029,639,7
456,-9157,634,7
810,-4170,736,7
298,-5378,637,7
455,-8559,528,7
368,-14936,333,7
735,-6136,525,7
390,-6654,742,7
544,-5926,147,7
321,-3045,704,7
277,-5047,473,7
1700,-6874,299,7
546,-6352,474,7
1160,-6465,743,7
684,-8660,511,7
370,-7791,558,7
1560,-4089,402,7
315,-4116,265,7
291,-9162,328,7
263,-13195,608,7
307,-17271,351,7
300,-9532,549,7
309,-8328,395,7
410,-10462,703,7
409,-6006,394,7
1140,-6002,282,7
307,-8303,607,7
480,-9933,307,7
461,-5053,633,7
319,-3842,532,7
334,-4772,528,7
261,-9159,486,7
383,-10239,491,7
657,-8265,350,7
2690,-3724,234,7
487,-4202,427,7
261,-7037,642,7
290,-6873,615,7
649,-3278,502,7
789,-7714,277,7
422,-6069,284,7
1260,-3127,494,7
607,-5400,450,7
3250,-2485,359,7
371,-5692,288,7
811,-4953,630,7
524,-11025,730,7
1470,-3090,441,7
291,-12104,347,7
615,-5765,536,7
267,-5113,558,7
392,-14743,449,7
862,-7126,333,7
303,-10991,730,7
368,-13528,507,7
1110,-2497,464,7
259,-7199,438,7
563,-5201,390,7
1130,-3174,162,7
584,-3920,308,7
679,-3819,550,7
339,-7899,760,7
292,-5064,637,7
277,-13628,651,7
434,-4889,432,7
345,-5399,339,7
1050,-8088,253,7
532,-4910,399,7
330,-9036,352,7
318,-11587,153,7
1680,-6714,310,7
659,-2573,445,7
393,-5059,467,7
342,-9267,510,7
389,-3855,523,7
305,-6163,598,7
321,-3015,505,7
262,-10585,580,7
414,-4154,250,7
1080,-4758,662,7
430,-3876,471,7
428,-3124,415,7
289,-8530,528,7
469,-5336,495,7
392,-8954,639,7
349,-11342,643,7
1500,-8201,460,7
318,-3710,461,7
715,-3299,570,7
345,-12376,393,7
301,-4878,449,7
825,-4490,374,7
323,-4379,511,7
464,-4994,447,7
292,-10779,717,7
392,-4867,411,7
638,-4421,383,7
416,-6382,462,7
913,-4243,528,7
1850,-9505,773,7
480,-4186,553,7
340,-5963,306,7
431,-4599,530,7
612,-5121,472,7
867,-2713,685,7
324,-14229,387,7
281,-6825,653,7
576,-7737,665,7
581,-10221,330,7
259,-10668,437,7
604,-17972,257,7
411,-5298,484,7
802,-10830,510,7
1200,-7486,358,7
448,-2896,412,7
372,-10004,400,7
1850,-3781,378,7
428,-7499,513,7
543,-4816,356,7
543,-9453,549,7
476,-7595,488,7
598,-3356,504,7
448,-7339,531,7
317,-8855,453,7
2160,-7861,657,7
1120,-6353,436,7
716,-6777,700,7
302,-5846,488,7
463,-6787,263,7
387,-10774,534,7
545,-10398,749,7
616,-4972,613,7
539,-6121,429,7
904,-11151,454,7
384,-14590,713,7
659,-4724,505,7
441,-13794,461,7
291,-9316,294,7
1270,-4564,500,7
520,-5134,669,7
835,-5319,192,7
331,-8742,417,7
303,-7454,402,7
283,-9339,616,7
515,-5580,473,7
527,-3612,467,7
326,-4555,512,7
1230,-3076,412,7
352,-8574,634,7
556,-4691,374,7
293,-4547,743,7
260,-12206,528,7
758,-7039,449,7
509,-12348,499,7
1780,-3979,398,7
700,-6872,581,7
516,-4202,628,7
853,-4845,478,7
278,-9068,566,7
446,-3857,475,7
386,-7677,439,7
1470,-3090,441,7
669,-4636,447,7
262,-5552,607,7
447,-4760,618,7
1560,-4751,780,7
927,-5399,838,7
345,-9563,322,7
2350,-2158,468,7
3030,-3622,359,7
271,-8202,378,7
311,-7120,336,7
346,-5648,646,7
806,-4228,520,7
1250,-8615,648,7
284,-8596,591,7
1260,-4431,499,7
518,-4383,366,7
354,-8708,527,7
319,-5991,503,7
1420,-3553,161,7
316,-8079,507,7
413,-7598,584,7
1570,-3382,406,7
451,-6552,778,7
345,-7670,396,7
292,-6257,655,7
298,-8691,577,7
271,-8202,378,7
321,-5634,621,7
288,-6934,725,7
264,-6914,695,7
271,-9294,606,7
459,-3501,500,7
1670,-5260,324,7
369,-9602,589,7
388,-6291,516,7
395,-7247,110,7
1320,-2130,364,7
1020,-4288,490,7
584,-7231,696,7
419,-7980,677,7
864,-3843,529,7
554,-10068,564,7
309,-12500,559,7
537,-7646,471,7
307,-10629,454,7
588,-4350,553,7
637,-5772,421,7
265,-14918,439,7
805,-7750,428,7
561,-6400,622,7
387,-19032,735,7
264,-10797,537,7
310,-16693,741,7
398,-3617,468,7
314,-5994,633,7
3460,-13540,549,7
1330,-3504,476,7
642,-7207,625,7
250,-9786,597,7
520,-5877,353,7
1040,-3487,356,7
1000,-8548,916,7
509,-2785,392,7
380,-3524,489,7
996,-3160,373,7
570,-4907,509,7
401,-8232,636,7
735,-5769,388,7
566,-4651,252,7
283,-10687,475,7
371,-13108,749,7
1120,-12769,561,7
916,-9492,737,7
726,-6143,458,7
852,-4169,526,7
372,-3961,390,7
333,-8723,534,7
577,-8210,249,7
1450,-5569,548,7
672,-5917,459,7
359,-10956,611,7
300,-6493,274,7
0,-16426,0,7
855,-4662,540,7
277,-13628,651,7
345,-9840,601,7
451,-3915,508,7
807,-1789,547,7
601,-10710,543,7
497,-10164,653,7
476,-9919,666,7
2210,-4011,620,7
775,-4046,602,7
267,-7734,459,7
511,-6198,443,7
462,-9261,554,7
405,-2887,698,7
267,-12172,549,7
719,-5304,552,7
395,-3261,542,7
268,-9520,598,7
4890,-3837,520,7
319,-3842,532,7
608,-6347,373,7
392,-4624,398,7
428,-3124,415,7
844,-2741,468,7
971,-4490,528,7
1850,-3781,378,7
430,-10613,653,7
293,-4807,649,7
287,-7634,272,7
299,-4368,452,7
426,-9251,460,7
964,-8399,405,7
508,-10022,247,7
427,-15039,475,7
8860,-8500,329,7
851,-2372,560,7
667,-7205,409,7
347,-10484,557,7
1440,-8838,393,7
385,-6283,640,7
726,-3740,500,7
380,-5124,451,7
815,-4201,492,7
986,-2320,204,7
635,-7222,358,7
1460,-4866,696,7
310,-8156,614,7
1400,-3662,406,7
327,-7712,363,7
1020,-7332,324,7
807,-5088,485,7
363,-6114,607,7
584,-5558,282,7
297,-5703,624,7
488,-7501,410,7
619,-6094,584,7
519,-6406,436,7
331,-12074,750,7
502,-4050,592,7
1020,-7332,324,7
851,-3490,355,7
290,-4649,472,7
700,-3335,240,7
307,-4166,503,7
300,-8166,601,7
886,-1917,349,7
2590,-4714,580,7
1000,-5938,326,7
2990,-6421,460,7
754,-3348,482,7
787,-6092,326,7
365,-3878,599,7
362,-10454,544,7
728,-8530,547,7
325,-13492,403,7
441,-6128,654,7
314,-6215,594,7
353,-6230,371,7
643,-6764,439,7
1200,-4210,512,7
623,-10120,600,7
337,-10179,305,7
353,-4059,488,7
354,-7136,635,7
399,-6887,546,7
311,-5927,511,7
452,-5136,475,7
1180,-5085,487,7
659,-5452,542,7
291,-6696,771,7
426,-4985,717,7
302,-14733,373,7
276,-9744,828,7
1150,-4102,446,7
423,-3086,456,7
556,-7409,654,7
701,-8082,293,7
1360,-3388,481,7
323,-7596,548,7
316,-8017,580,7
515,-4967,435,7
551,-4341,687,7
291,-7494,498,7
367,-10654,167,7
280,-11713,552,7
388,-5846,500,7
328,-8946,679,7
262,-10585,580,7
449,-15308,758,7
605,-5459,479,7
481,-3199,377,7
494,-7384,472,7
987,-3645,534,7
324,-7159,245,7
631,-2940,169,7
351,-9430,565,7
773,-5636,480,7
376,-9381,277,7
476,-8936,191,7
274,-6973,552,7
427,-12878,741,7
330,-12438,525,7
735,-4095,586,7
585,-5664,588,7
837,-3120,419,7
330,-6229,552,7
643,-8141,208,7
592,-12146,793,7
621,-8396,742,7
467,-7666,429,7
439,-6129,510,7
648,-5813,424,7
345,-4927,525,7
384,-5059,767,7
766,-9762,446,7
347,-6711,560,7
853,-4628,312,7
407,-5915,492,7
309,-10567,162,7
600,-4285,497,7
470,-7037,656,7
743,-4590,409,7
664,-17467,521,7
274,-7330,197,7
293,-11493,431,7
941,-6493,865,7
274,-5342,477,7
341,-3426,555,7
987,-5972,446,7
444,-6131,541,7
511,-5012,199,7
315,-10506,565,7
600,-5704,375,7
572,-5573,563,7
336,-4569,540,7
262,-5927,491,7
1720,-7017,367,7
375,-6299,263,7
396,-3495,225,7
396,-6020,645,7
323,-18064,671,7
919,-4897,368,7
724,-10638,479,7
315,-7471,481,7
284,-11511,533,7
510,-11391,688,7
673,-4649,459,7
582,-6406,472,7
767,-5195,467,7
574,-5967,252,7
1570,-3205,510,7
380,-4405,758,7
291,-9316,294,7
688,-2271,343,7
261,-6563,744,7
665,-2879,221,7
462,-5746,340,7
539,-2626,513,7
370,-5882,505,7
369,-6066,487,7
624,-6237,438,7
396,-14661,398,7
336,-4061,572,7
907,-4100,258,7
1070,-4008,454,7
383,-11048,488,7
685,-12382,450,7
577,-8210,249,7
384,-6998,389,7
540,-5435,386,7
514,-7225,520,7
333,-5162,383,7
645,-9732,519,7
243,-6533,589,7
427,-3117,661,7
378,-10961,380,7
334,-5203,657,7
361,-6607,634,7
302,-6606,466,7
371,-5641,631,7
542,-4797,570,7
296,-13968,698,7
561,-6289,644,7
281,-4535,667,7
488,-7345,607,7
264,-14537,497,7
396,-3826,492,7
283,-11753,467,7
334,-10391,364,7
557,-5894,493,7
369,-13553,547,7
340,-8109,589,7
389,-7721,615,7
377,-8821,277,7
2300,-7136,711,7
298,-4792,526,7
301,-8999,536,7
489,-3541,446,7
700,-5682,432,7
441,-5368,454,7
338,-4777,464,7
942,-4479,538,7
567,-5858,461,7
539,-9090,620,7
870,-4882,293,7
579,-2689,475,7
926,-2720,406,7
1320,-4838,468,7
391,-2552,424,7
378,-3439,545,7
297,-8905,323,7
359,-3323,652,7
282,-7076,317,7
307,-10023,733,7
774,-2433,318,7
356,-7151,378,7
431,-3896,627,7
287,-5511,559,7
361,-4890,485,7
526,-5428,643,7
292,-9186,647,7
948,-5976,536,7
1400,-5937,272,7
395,-5021,682,7
1130,-5807,674,7
472,-9526,271,7
369,-7631,247,7
346,-2940,483,7
353,-8575,486,7
288,-12031,478,7
338,-11215,612,7
844,-2741,468,7
339,-6622,599,7
344,-7540,466,7
289,-7171,671,7
328,-9653,511,7
398,-7981,305,7
2380,-3403,540,7
274,-5659,462,7
511,-4318,401,7
331,-6486,529,7
349,-6436,594,7
1300,-7602,136,7
505,-3945,237,7
435,-6944,476,7
285,-11822,540,7
438,-4633,696,7
755,-5209,543,7
853,-7519,594,7
404,-4801,560,7
593,-4671,578,7
347,-6771,301,7
264,-5589,649,7
301,-6163,499,7
788,-7693,600,7
363,-5668,739,7
1450,-7951,443,7
347,-9634,336,7
783,-5510,549,7
1560,-6773,777,7
289,-8879,376,7
1130,-4747,542,7
1130,-3891,492,7
415,-4529,740,7
428,-10103,288,7
808,-6441,573,7
1720,-7017,367,7
1620,-4651,622,7
387,-12281,602,7
2250,-8980,777,7
369,-13553,547,7
508,-7201,660,7
283,-9796,457,7
331,-14163,305,7
279,-9211,598,7
329,-14196,642,7
743,-3626,490,7
