speechiness,loudness,danceability,energy,acousiticness,target
2470,-9369,797,750,53300000,3
4730,-3888,664,916,17000000,3
2920,-7266,563,663,48100000,3
681,-7569,475,499,27900000,3
2770,-8011,583,625,50600000,3
4200,-6831,647,608,13000000,3
3180,-10331,890,509,35000000,3
3390,-6015,787,530,545000,3
1700,-10259,839,749,52200000,3
3830,-7005,439,854,28500000,3
1120,-7626,928,479,17700000,3
2780,-7832,748,693,28200000,3
592,-5535,685,595,29800000,3
2710,-4749,662,808,17600000,3
2750,-6911,758,821,17300000,3
1480,-3219,438,973,22800000,3
2550,-5630,442,765,14600,3
2220,-6089,827,847,4780000,3
4350,-7555,719,612,7910000,3
635,-4126,672,949,77500,3
623,-5218,792,707,11600000,3
463,-4851,867,596,11700000,3
3130,-6495,715,673,9430000,3
4490,-6656,550,589,9990000,3
3860,-9597,805,622,10600000,3
1590,-5311,809,617,30200000,3
3200,-5591,715,817,18000000,3
3290,-7270,407,736,6330000,3
542,-7958,753,419,608000,3
1910,-7802,523,609,5900000,3
2530,-6537,729,741,17100000,3
2000,-9358,887,485,3920000,3
3660,-10162,753,711,8560000,3
3630,-6191,928,631,943000,3
2320,-8480,715,464,33000000,3
2850,-6589,666,765,11600000,3
3580,-7592,778,588,30500000,3
3080,-5954,662,797,5610000,3
3010,-7058,927,596,9790000,3
830,-10666,731,410,54400000,3
3620,-13507,527,541,58200000,3
834,-8535,757,668,756000,3
1430,-4949,855,792,55200000,3
1300,-5913,894,404,45300000,3
569,-9991,818,739,1170000,3
2000,-6606,823,586,11400000,3
623,-5218,792,707,11600000,3
442,-13305,613,393,22400000,3
2060,-4171,775,795,14800000,3
631,-10817,753,612,2560000,3
2490,-5824,773,947,11700000,3
613,-5856,746,654,1170000,3
4490,-7915,843,762,14300000,3
672,-6030,741,851,20700000,3
2930,-7069,801,633,10200000,3
1300,-7476,604,511,7100000,3
2070,-5085,866,794,7530000,3
2600,-6768,817,608,84800,3
3860,-9518,825,546,32100000,3
4210,-10340,797,631,16400000,3
4930,-8715,565,470,8210000,3
3030,-8382,670,649,2000000,3
1760,-7020,989,540,26100,3
1780,-8733,842,789,2650000,3
1680,-2876,573,867,8530000,3
591,-4046,694,897,1450000,3
1270,-4590,451,627,59100000,3
560,-8809,585,646,399000,3
283,-2719,682,911,11200000,3
2160,-7307,837,688,3290000,3
539,-7636,907,393,45100000,3
3240,-4811,646,836,2970000,3
3160,-3883,730,772,8780000,3
3320,-6920,807,659,2240000,3
1820,-5324,799,619,3460000,3
3610,-8672,730,439,32500000,3
3030,-7351,851,703,949000,3
3740,-6812,853,426,7650000,3
691,-9379,582,570,63000000,3
494,-8345,668,458,43600000,3
2100,-9004,862,663,12000000,3
633,-4323,881,819,14000000,3
5210,-11262,783,485,41900000,3
1720,-7806,748,767,2670000,3
1540,-9045,789,719,27300000,3
394,-8047,654,607,17600,3
3420,-4064,596,765,5330000,3
2460,-5718,648,750,4830000,3
1920,-4893,802,772,35800000,3
3060,-4378,721,621,469000,3
2380,-5415,667,844,3370000,3
1690,-7307,807,541,39000000,3
707,-2892,700,845,13700000,3
691,-8575,788,456,46900000,3
443,-6808,804,463,2710000,3
3650,-3609,448,921,1840000,3
1180,-8827,882,471,5800000,3
1820,-7461,793,907,2310000,3
2600,-6279,830,630,346000,3
1490,-3925,897,706,1430000,3
969,-8016,762,516,2880000,3
1200,-4399,833,651,37900000,3
4540,-9309,925,463,6810000,3
661,-5882,895,469,120000,3
2840,-4971,627,810,31400000,3
3810,-6924,864,631,22500000,3
3670,-9552,674,846,61300000,3
2780,-9669,908,609,6110000,3
7300,-26964,587,59.5,85700000,3
2590,-16169,746,251,78200000,3
3500,-6326,586,864,17300000,3
728,-9075,695,687,240000,3
1310,-3728,712,822,3210000,3
1110,-5966,846,952,13600000,3
3630,-8312,878,524,12400000,3
3130,-8422,661,618,36800000,3
583,-8370,436,655,49900000,3
375,-5631,776,609,30100000,3
1710,-3667,852,745,3130000,3
4340,-8212,695,521,4610000,3
721,-5116,905,528,35100000,3
1570,-4261,820,653,11600000,3
671,-12929,726,411,43800000,3
624,-11313,595,588,50700000,3
3060,-5931,939,682,152000,3
580,-7091,742,656,25700000,3
1240,-6017,604,700,15600000,3
2220,-8013,841,545,26800000,3
1200,-5782,669,687,900000,3
1320,-10224,720,670,30500000,3
359,-6479,596,709,27000000,3
2000,-4273,943,777,839000,3
3480,-7741,545,631,20200000,3
3510,-5552,488,681,62600000,3
430,-14375,759,778,922000,3
428,-5740,708,763,5400000,3
2650,-8061,947,686,5520000,3
735,-6678,809,545,39200000,3
3970,-7253,595,579,1460000,3
1720,-3340,866,861,3700000,3
2940,-4946,803,738,52800000,3
3740,-6812,853,426,7650000,3
2080,-5905,933,611,20800000,3
2380,-8844,725,493,5910000,3
4010,-5313,708,507,1150000,3
3750,-7838,773,576,4270000,3
2200,-14901,835,447,15500000,3
2690,-6044,868,795,120000,3
3080,-5456,547,675,3400000,3
1910,-5096,574,623,18400000,3
1580,-2881,739,791,61300000,3
3780,-8619,774,412,2600000,3
2830,-5971,787,674,4740000,3
2690,-2832,918,734,2960000,3
2590,-6710,875,661,41000000,3
3530,-8493,709,548,65000000,3
1820,-6410,538,768,22500000,3
4440,-25159,673,51.8,83100000,3
3340,-6433,867,576,230000,3
1250,-6960,736,628,4680000,3
296,-3825,696,815,38200000,3
4060,-5562,578,896,276000,3
1180,-5630,874,789,29700000,3
507,-6479,784,530,243000,3
5060,-8937,918,363,29300000,3
2000,-9358,887,485,3920000,3
523,-6763,821,531,28700000,3
2970,-5690,460,876,47100000,3
729,-8747,676,625,14400000,3
3410,-4748,779,601,41200000,3
3770,-4184,898,604,4130000,3
1220,-5222,855,610,12200000,3
3150,-7802,519,605,1510000,3
1870,-6173,725,713,12700000,3
3270,-9578,944,805,18200000,3
1630,-7915,785,793,22000000,3
616,-9934,585,471,9670000,3
3340,-9568,820,543,19300000,3
898,-13507,822,702,1500000,3
3020,-12367,802,461,7570000,3
3680,-5019,897,371,9040000,3
2000,-6606,823,586,11400000,3
341,-11527,517,375,68200000,3
3560,-8910,635,634,19500000,3
602,-3573,533,739,2900000,3
4740,-11287,475,501,41800000,3
3880,-8138,659,639,41600000,3
1140,-6623,719,762,19900000,3
1280,-3600,570,891,478000,3
3210,-7032,656,767,19100000,3
792,-4271,802,719,8100000,3
5440,-9321,598,466,716000,3
2330,-9108,874,498,791000,3
673,-9750,664,433,31700000,3
3320,-5308,683,540,1140000,3
4420,-11159,428,839,74000000,3
828,-8433,749,463,20800000,3
953,-6177,932,600,67900,3
381,-7950,488,754,154000,3
543,-7149,783,678,1440000,3
2050,-6347,699,566,25800000,3
3210,-5531,774,645,19700000,3
1980,-5185,886,722,1830000,3
2220,-4670,716,830,24400000,3
2990,-7928,773,645,10200000,3
2870,-6676,910,464,2870000,3
882,-8339,561,598,39500000,3
2680,-5576,717,758,7910000,3
2640,-6929,852,803,204000,3
2720,-3890,860,795,4380000,3
2440,-11665,917,692,18500000,3
5580,-6943,573,571,34300000,3
672,-6030,741,851,20700000,3
2690,-10002,857,454,15500000,3
1380,-5453,835,676,9480000,3
839,-5883,611,660,19800000,3
3070,-9221,905,564,36800000,3
3310,-8186,854,716,20300000,3
2070,-12380,558,677,53500000,3
1510,-7197,820,658,2890000,3
1640,-10889,761,683,14100000,3
4010,-5313,708,507,1150000,3
1440,-7488,855,708,26700000,3
848,-10920,606,496,79300000,3
1830,-12778,775,380,65000000,3
5100,-6472,601,677,63300000,3
573,-8703,338,580,50600000,3
3730,-10551,479,549,57000000,3
732,-6103,638,594,51900000,3
3070,-10405,745,504,1620000,3
287,-5637,677,714,16200000,3
2680,-5576,717,758,7910000,3
1790,-8518,345,880,2950000,3
3360,-6044,823,586,9010000,3
436,-6762,739,572,34600000,3
702,-7284,873,575,8910000,3
2790,-2988,864,641,4730000,3
2460,-8933,736,712,1470000,3
5680,-5718,599,701,31500000,3
1850,-6607,825,639,7310000,3
1000,-7469,574,633,43000000,3
1180,-8827,882,471,5800000,3
2760,-5679,841,560,5300000,3
1910,-10960,704,454,25900000,3
3090,-6589,579,930,4030000,3
2110,-7232,939,675,9150000,3
568,-7970,812,545,43700000,3
2570,-3129,847,912,7810000,3
3030,-5333,884,814,15400000,3
1880,-2900,339,976,10200000,3
4350,-9591,696,451,33000000,3
2000,-5428,898,529,6990000,3
2620,-6356,790,578,299000,3
631,-6618,531,801,15200000,3
2650,-8409,813,570,9090000,3
3000,-5943,816,669,928000,3
4060,-6995,612,659,1370000,3
3460,-13906,755,692,1270000,3
902,-7574,463,562,22200000,3
4160,-9671,753,659,65900000,3
2060,-6279,784,533,12100000,3
2030,-6546,726,627,2450000,3
2750,-7697,458,635,45000000,3
1770,-6859,751,744,15200000,3
2790,-7266,808,639,8020000,3
3470,-12908,876,710,6540000,3
2950,-14625,520,665,58600000,3
2580,-11104,582,503,3920000,3
737,-7837,593,512,58000000,3
1230,-12817,708,423,59500000,3
4700,-8066,644,607,685000,3
480,-7004,366,686,31800000,3
1230,-10005,838,893,4960000,3
3110,-7597,665,549,10700000,3
4280,-6224,723,616,26500000,3
2980,-8728,760,531,27600000,3
3880,-8194,767,651,41200000,3
2460,-6304,857,764,3980000,3
1320,-6362,924,523,1100000,3
1410,-7957,747,494,39300000,3
1630,-6242,740,690,26400000,3
655,-10792,841,310,423000,3
5400,-7545,734,609,16300000,3
4940,-11498,515,428,15400000,3
1260,-4267,836,367,2970000,3
1350,-6268,907,695,24600000,3
4160,-6144,572,666,19300000,3
596,-10130,724,532,15700000,3
3550,-8768,791,738,1230000,3
2910,-7465,859,544,17400000,3
860,-7806,666,463,41300000,3
592,-8542,809,461,22400000,3
2400,-6094,799,543,5120000,3
3300,-10505,681,427,59200000,3
2390,-12244,765,430,1480000,3
625,-8292,849,567,3680000,3
2360,-8749,768,506,1360000,3
2990,-3545,921,718,21700000,3
2330,-5943,649,661,9680000,3
539,-7636,907,393,45100000,3
392,-8293,690,470,66200000,3
1010,-11052,980,413,67100000,3
1630,-5891,779,705,471000,3
1760,-6312,661,686,23600000,3
3180,-11991,755,597,4480000,3
3080,-7041,618,691,452000,3
2220,-5638,841,667,4400000,3
3340,-6433,867,576,230000,3
3180,-10815,910,505,55200000,3
1710,-4258,793,633,751000,3
1120,-7198,712,671,12500000,3
2860,-6349,578,449,6180000,3
2020,-6445,744,803,2590000,3
2490,-4302,927,709,1100000,3
1050,-6896,670,856,2880000,3
2510,-7877,770,618,43400000,3
2610,-10160,693,613,7980000,3
3090,-7511,831,508,6340000,3
5590,-10073,827,394,25300000,3
1920,-7014,515,841,16700000,3
3100,-4737,780,828,384000,3
2170,-6501,720,597,17100000,3
2990,-7115,638,660,24600000,3
2040,-7117,954,696,576000,3
370,-6187,639,641,22700000,3
2110,-7232,939,675,9150000,3
1810,-6751,646,559,12800000,3
3410,-8991,646,517,38800000,3
4600,-7761,484,775,4620000,3
1540,-10822,849,610,2040000,3
2730,-11038,873,516,43400000,3
2160,-6135,767,560,3220000,3
3280,-8533,787,773,7320000,3
4830,-9297,464,680,34200000,3
1430,-6495,890,817,14400000,3
1660,-8935,670,462,19100000,3
4090,-11510,514,387,7530000,3
2650,-2692,785,871,14400000,3
431,-7502,718,578,19000000,3
2790,-18246,876,420,18800000,3
2550,-4997,443,731,28900000,3
2240,-3965,928,749,4250000,3
1180,-8827,882,471,5800000,3
2780,-7100,773,712,10400000,3
820,-3193,882,839,15600000,3
707,-2892,700,845,13700000,3
2520,-8746,539,615,17300000,3
2680,-4740,893,565,7540000,3
3070,-9837,894,472,5970000,3
836,-4213,781,726,2990000,3
2980,-6280,732,508,49500,3
3680,-6335,480,602,48700000,3
2890,-7315,896,709,6660000,3
1040,-7968,534,499,67200000,3
4380,-10213,817,599,3910000,3
3210,-7309,710,583,15400000,3
1120,-9687,739,535,47600000,3
2700,-8387,705,563,13200000,3
1040,-5041,713,606,32100000,3
3110,-4946,865,844,5820000,3
1360,-4120,840,766,302000,3
1140,-6623,719,762,19900000,3
3820,-6625,468,779,8500000,3
1790,-14867,644,284,56700000,3
3200,-10162,854,602,6890000,3
4700,-8066,644,607,685000,3
2740,-6300,537,674,6570000,3
745,-5766,536,694,44700000,3
2180,-5435,920,861,21100000,3
1330,-5692,777,751,24500000,3
1330,-4672,703,703,60500000,3
412,-11224,739,338,59800000,3
314,-7316,649,623,28200000,3
2400,-6094,799,543,5120000,3
3440,-8825,792,676,20800000,3
1820,-7035,731,818,12700000,3
2260,-11637,824,506,13900000,3
3060,-5931,939,682,152000,3
4780,-8444,461,810,13700000,3
663,-5467,769,786,1570000,3
1310,-6122,891,585,7520000,3
2990,-4982,765,719,1320000,3
2140,-6686,553,667,26600000,3
3740,-4099,650,900,2520000,3
661,-5882,895,469,120000,3
731,-7817,877,610,2380000,3
3640,-4231,420,835,7330000,3
2790,-8929,732,568,39500000,3
3580,-10480,845,341,77000000,3
2490,-5891,859,617,79200000,3
1940,-3924,722,667,58500000,3
3660,-7848,562,640,34500000,3
349,-10189,877,628,84000000,3
2600,-5426,744,811,10000000,3
2790,-5216,802,700,1930000,3
702,-7284,873,575,8910000,3
270,-7836,552,333,8680000,3
510,-9486,708,331,17700000,3
2150,-8146,723,598,48900000,3
1960,-9147,526,491,55800000,3
2710,-7734,849,730,28000000,3
674,-6100,754,578,8670000,3
2210,-7978,810,611,15500000,3
3570,-7721,752,753,11400000,3
3630,-13758,720,626,6360000,3
3200,-7150,899,501,442000,3
1260,-5120,874,591,13800000,3
485,-6959,781,594,1360000,3
2790,-5216,802,700,1930000,3
403,-6354,772,626,5340000,3
3540,-6293,764,738,1860000,3
2690,-6044,868,795,120000,3
3370,-8952,633,817,21200000,3
3280,-4499,769,848,34500000,3
3910,-7398,877,540,5030000,3
2380,-4116,652,803,1650000,3
1680,-6834,708,665,7750000,3
456,-13264,483,142,87000000,3
1680,-5475,890,633,2320000,3
475,-9406,455,426,17200000,3
1820,-8186,877,389,9130000,3
2030,-9104,847,689,3800000,3
3020,-8645,858,767,666000,3
671,-12929,726,411,43800000,3
2130,-7537,649,570,64800000,3
1520,-4013,725,660,6840000,3
1710,-2978,708,922,4390000,3
2030,-5431,734,635,19000000,3
2740,-6547,848,666,17300000,3
1270,-7459,593,873,6930000,3
2270,-5081,684,864,6680000,3
838,-10334,928,322,22100000,3
432,-7592,854,538,28100000,3
3460,-8827,831,636,38900000,3
1870,-10297,551,438,24300000,3
3600,-4854,858,737,41400000,3
3510,-6499,901,630,10700000,3
889,-2936,879,595,1520000,3
4330,-5020,539,966,5420000,3
846,-7167,814,494,62400000,3
3480,-4294,794,649,5840000,3
608,-5956,745,549,38600000,3
495,-4687,788,822,14600000,3
981,-9722,874,613,366000,3
2450,-8926,535,505,3930000,3
609,-5365,777,815,5980000,3
707,-12477,913,596,658000,3
1540,-5645,786,721,32300000,3
1580,-6648,955,630,6360000,3
1300,-7507,720,708,6970000,3
3340,-5135,682,743,8650000,3
2990,-8799,680,599,40700000,3
1660,-9238,570,439,33100000,3
4370,-10226,890,455,15800000,3
3280,-7929,553,680,44000000,3
2420,-6862,789,536,41000000,3
427,-11208,852,874,1680000,3
3030,-6314,804,558,684000,3
2310,-4758,950,592,266000,3
3050,-10135,876,472,14400000,3
1230,-5961,696,837,9800000,3
2940,-5342,598,848,6480000,3
2660,-5497,800,832,8700000,3
2370,-7355,700,942,4690000,3
4140,-9607,538,454,4400000,3
2280,-5724,773,691,648000,3
3220,-4709,903,785,2450000,3
518,-5237,702,763,1750000,3
1270,-7393,577,687,7160000,3
1200,-5782,669,687,900000,3
2010,-9338,836,595,14100000,3
2820,-5857,884,679,9570000,3
1020,-5018,955,848,61100,3
3790,-9823,824,524,43800000,3
2130,-5923,601,773,12200000,3
671,-6521,664,621,16200000,3
784,-4908,712,783,9720000,3
3750,-7838,773,576,4270000,3
510,-7085,685,573,20800000,3
4490,-6979,776,571,47700000,3
3490,-6043,911,651,338000,3
2570,-11929,702,412,20900000,3
1070,-5750,613,686,9520000,3
2890,-5852,778,713,4520000,3
1030,-10196,928,341,6140000,3
2220,-5638,841,667,4400000,3
2420,-5514,786,677,11400000,3
3160,-8010,801,757,47800000,3
864,-4682,758,715,7400000,3
1560,-9363,743,467,47800000,3
414,-8482,703,534,249000,3
1430,-11524,900,459,31000000,3
3680,-5019,897,371,9040000,3
5020,-6995,957,515,235000,3
2890,-5852,778,713,4520000,3
953,-7537,946,772,5160000,3
3430,-10231,422,520,204000,3
1530,-5315,789,691,23600000,3
2270,-13473,679,307,7830000,3
1100,-7780,861,551,44200,3
1650,-7734,801,564,285000,3
3000,-6773,865,681,30000000,3
1420,-9315,817,694,161000,3
2230,-13661,704,414,60300000,3
767,-8607,805,942,18900000,3
2410,-7419,673,612,23200000,3
3610,-6015,572,822,20700000,3
365,-8809,877,809,3850000,3
1020,-4583,618,945,132000,3
427,-7142,740,733,349000,3
2860,-4053,477,727,86600,3
2170,-6128,739,758,9990000,3
523,-6763,821,531,28700000,3
459,-12556,479,295,85700000,3
4420,-8043,581,713,43000000,3
4130,-7075,938,355,2580000,3
671,-12929,726,411,43800000,3
1020,-4937,829,343,734000,3
1360,-7160,794,756,11000000,3
3590,-8479,600,672,11500000,3
868,-10533,735,572,12500000,3
4610,-8446,531,672,2760000,3
2570,-10511,879,423,1330000,3
3130,-8150,697,530,831000,3
2750,-3159,595,639,6630000,3
2790,-6590,703,695,5090000,3
2280,-6599,774,480,10900000,3
1070,-6485,542,812,7980000,3
2040,-4980,669,727,1770000,3
1090,-8411,777,482,734000,3
449,-4944,770,748,651000,3
2090,-7535,806,741,27800000,3
2100,-5422,483,787,33900000,3
540,-6008,860,713,16800000,3
362,-4542,634,651,10400000,3
4730,-12248,781,400,1200000,3
2760,-5679,841,560,5300000,3
1020,-4996,868,878,16500000,3
389,-13945,510,396,18400000,3
341,-5762,684,672,15100000,3
679,-5596,759,656,12700000,3
2680,-14200,901,361,26100000,3
874,-13277,844,522,8460000,3
3780,-7548,847,807,18500000,3
4870,-10162,888,408,16400000,3
3490,-9687,721,521,16900000,3
447,-9382,605,574,24500000,3
2860,-4053,477,727,86600,3
3000,-3965,749,783,14200000,3
2220,-6869,685,718,2810000,3
672,-5477,706,733,25500000,3
3860,-5318,476,683,60500000,3
480,-5362,457,985,1540000,3
3350,-12381,669,567,61400000,3
2980,-5448,701,759,13000000,3
4540,-9309,925,463,6810000,3
4340,-8212,695,521,4610000,3
2590,-5729,862,746,1050000,3
1490,-7848,721,702,861000,3
2920,-6903,897,662,8520000,3
1170,-6827,792,511,3260000,3
560,-7283,721,970,26300,3
2630,-4329,694,837,19600000,3
2530,-6537,729,741,17100000,3
3690,-6208,724,771,8890000,3
1940,-12511,829,528,7230000,3
2850,-6257,696,696,46100000,3
3010,-4671,787,832,3470000,3
1920,-7668,709,689,9780000,3
3930,-7277,619,573,3520000,3
2090,-7638,531,648,71200000,3
3200,-7150,899,501,442000,3
3160,-8010,801,757,47800000,3
694,-4734,629,829,3900000,3
555,-6528,853,597,2120000,3
3020,-6717,805,876,39400000,3
3340,-6901,913,625,1680000,3
3620,-10158,744,612,15700000,3
2100,-3717,858,873,21300000,3
3210,-5531,774,645,19700000,3
2540,-5283,754,817,7300000,3
3130,-5305,596,712,14600000,3
3330,-7368,423,573,11600000,3
774,-1299,924,740,8270000,3
4170,-11009,643,490,841000,3
2650,-6853,743,847,22700000,3
3790,-9050,913,573,2020000,3
1810,-6005,814,679,19500000,3
417,-3052,763,850,3040000,3
878,-10684,673,326,20100000,3
2540,-4212,712,895,18100000,3
1360,-4120,840,766,302000,3
1240,-6017,604,700,15600000,3
1500,-6178,877,534,3390000,3
9550,-12158,531,674,82200000,3
3280,-2890,537,871,28300000,3
1130,-8096,800,629,22700000,3
723,-10159,683,473,20100000,3
2100,-6149,849,693,3380000,3
3090,-3675,807,773,6570000,3
2420,-6862,789,536,41000000,3
2950,-6843,724,806,5410000,3
3100,-9350,845,517,20200000,3
3250,-5151,247,769,754000,3
5580,-6943,573,571,34300000,3
5100,-8563,899,490,11500000,3
3400,-11117,865,286,20700000,3
1340,-8871,761,518,24400000,3
2190,-6699,567,675,33500000,3
1660,-9238,570,439,33100000,3
3530,-8914,695,561,37100000,3
1020,-5810,847,629,3180000,3
2750,-3336,837,737,27700000,3
504,-7651,540,524,11700000,3
1070,-7487,713,605,49700000,3
498,-8584,748,492,15100000,3
1130,-8096,800,629,22700000,3
578,-11298,820,393,6270000,3
1690,-3657,831,727,44700000,3
1810,-5540,955,768,1340000,3
2290,-11136,902,743,75500,3
2370,-1790,797,847,38400000,3
2290,-8605,633,534,5240000,3
3420,-5712,890,701,306000,3
2920,-9379,784,369,75200000,3
2540,-3716,737,697,7560000,3
581,-11855,765,629,3860000,3
908,-9561,710,415,90200000,3
4860,-11308,842,400,4570000,3
1900,-5299,704,667,26200000,3
1770,-3424,582,783,8670000,3
5080,-11692,797,378,20100000,3
684,-6741,882,396,3110000,3
2550,-3363,375,862,7100000,3
2690,-6044,868,795,120000,3
2160,-5396,715,753,647000,3
2060,-8664,815,854,1800000,3
1750,-10452,911,415,2900000,3
1910,-4110,730,829,13700000,3
4410,-6992,427,594,11500000,3
3550,-7334,629,740,9290000,3
389,-5927,638,622,993000,3
3100,-6162,883,658,37100000,3
3150,-6981,833,673,32900000,3
2990,-7194,602,732,35700000,3
4060,-7388,732,728,1400000,3
724,-13326,769,675,72200,3
1490,-4540,762,920,6010000,3
1630,-6091,880,575,41500000,3
1810,-13264,801,578,1030000,3
2400,-6231,736,705,5790000,3
5210,-7957,889,345,22700000,3
3460,-5944,563,815,27400000,3
1810,-5540,955,768,1340000,3
2030,-9082,800,597,2990000,3
3790,-9050,913,573,2020000,3
1080,-7013,912,746,583000,3
1960,-9147,526,491,55800000,3
2340,-8979,834,904,40000000,3
1100,-9532,871,454,14400000,3
2490,-4973,552,698,17200000,3
2880,-5123,807,760,1720000,3
2910,-6370,850,837,956000,3
905,-6556,860,749,34200000,3
3360,-9275,792,581,6600000,3
2600,-7807,784,658,6980000,3
286,-3541,762,701,23500000,3
657,-5181,625,814,1720000,3
430,-7271,665,583,27200000,3
4770,-11490,542,339,73000000,3
1890,-10489,871,545,1430000,3
3380,-5541,726,611,3170000,3
1340,-8569,391,612,57900000,3
1210,-5616,584,859,1440000,3
382,-10128,711,497,32800000,3
1480,-6072,854,671,25600000,3
1380,-11709,681,505,13700000,3
2090,-8066,752,563,14600000,3
2000,-5428,898,529,6990000,3
604,-6581,708,690,1120000,3
998,-6465,880,596,23200000,3
3240,-6572,887,606,40700,3
2630,-10549,858,442,79700,3
1440,-6634,847,819,37800,3
2740,-6300,537,674,6570000,3
3570,-6664,638,523,454000,3
724,-12759,620,476,47500000,3
3410,-7451,844,542,4010000,3
2090,-23057,687,29.2,84400000,3
1770,-5188,753,680,12200000,3
3480,-5709,671,622,23600000,3
4440,-9157,637,489,13600000,3
2520,-6525,809,541,85500000,3
2390,-6468,710,597,22100000,3
2540,-11080,779,335,74200000,3
631,-5166,847,699,16700000,3
1330,-6655,813,557,5470000,3
1130,-10695,858,609,5420000,3
4000,-9041,495,623,12600000,3
3610,-11371,631,621,3620000,3
485,-6959,781,594,1360000,3
608,-7249,619,663,53800,3
1360,-7429,850,797,9640000,3
808,-7272,714,582,1290000,3
3560,-3463,647,980,3010000,3
2960,-8723,883,446,2530000,3
671,-12929,726,411,43800000,3
1400,-3445,417,729,1460000,3
3920,-14029,766,385,24900000,3
458,-3854,694,907,7650000,3
4100,-6709,564,578,13500000,3
2470,-9369,797,750,53300000,3
505,-3892,721,848,383000,3
3700,-9483,880,448,7110000,3
504,-8019,615,422,60400000,3
3230,-4686,637,834,61400000,3
765,-6866,732,687,65900,3
3530,-6789,929,667,1850000,3
2620,-5619,680,523,14800000,3
4620,-11937,824,348,28000000,3
3690,-4886,667,801,8340000,3
978,-5324,746,978,5550000,3
2160,-12999,849,521,30400000,3
4450,-10479,849,476,9650000,3
859,-5862,856,679,45400000,3
4050,-5919,684,670,22600000,3
1830,-5747,556,822,5390000,3
3450,-5530,770,637,10300000,3
3310,-3658,852,881,8770000,3
545,-8039,776,482,43900000,3
532,-4919,641,718,1570000,3
4780,-6290,599,694,67400000,3
699,-9043,748,622,4720000,3
661,-6639,755,646,376000,3
3510,-5924,811,460,6940000,3
3750,-8424,494,647,1900000,3
566,-3064,818,947,59100000,3
2790,-6122,581,722,20000000,3
2200,-6183,675,501,5410000,3
2690,-6044,868,795,120000,3
788,-6268,527,790,1600000,3
3880,-10289,534,596,64100000,3
2480,-5618,791,950,8850000,3
4990,-7188,789,595,5200000,3
2190,-9570,815,697,77800000,3
2930,-5064,926,542,13500000,3
489,-6188,431,731,709000,3
3740,-6812,853,426,7650000,3
1890,-7654,934,459,5160000,3
3660,-10324,772,449,45700000,3
3260,-3489,654,949,42300000,3
4260,-7128,716,437,48000000,3
924,-6796,604,522,73400000,3
1330,-10182,701,415,81500000,3
839,-5883,611,660,19800000,3
2410,-9628,874,443,14700000,3
1870,-6173,725,713,12700000,3
351,-8900,630,446,33700000,3
3250,-7201,865,640,1850000,3
1850,-4961,949,617,213000,3
512,-6000,697,663,15400000,3
1900,-5743,363,714,19500000,3
2550,-8802,658,655,11400000,3
3680,-8905,475,750,51400000,3
1550,-7192,876,615,4340000,3
2560,-6855,943,537,34200000,3
1630,-5891,779,705,471000,3
9380,-10525,550,813,97600000,3
1020,-8460,527,736,246000,3
4180,-9331,704,579,28700000,3
873,-7592,759,656,3710000,3
1020,-5810,847,629,3180000,3
1800,-8178,754,785,2870000,3
1640,-10425,888,699,1590000,3
3040,-7873,548,765,67500000,3
2330,-6273,634,780,15400000,3
562,-4226,720,863,1740000,3
3080,-6967,539,792,42300000,3
2710,-8716,656,678,2160000,3
2950,-6403,800,710,46300000,3
4900,-4808,674,838,5500000,3
3370,-7478,868,730,33200000,3
672,-5477,706,733,25500000,3
2460,-6832,884,639,11100000,3
1120,-7198,712,671,12500000,3
4520,-9189,643,626,9930000,3
4500,-11247,745,482,46500000,3
1270,-4590,451,627,59100000,3
775,-8827,688,819,11100000,3
2460,-6832,884,639,11100000,3
3320,-7905,725,640,2810000,3
2860,-6349,578,449,6180000,3
1240,-6531,619,589,43000000,3
2650,-5543,729,749,11400000,3
3470,-6778,663,810,24100000,3
2090,-9273,813,621,1440000,3
2880,-7974,745,632,39000000,3
3200,-5658,914,607,6260000,3
445,-7507,338,581,16700000,3
3490,-5675,804,769,3020000,3
1770,-3396,835,914,17900000,3
925,-14259,865,226,74900000,3
1020,-7269,892,585,14600000,3
2950,-7337,821,643,475000,3
2650,-6777,906,717,21300000,3
2890,-11028,802,607,20500000,3
1770,-6859,751,744,15200000,3
1530,-16069,835,480,17700000,3
1370,-7026,597,587,6220000,3
4540,-9309,925,463,6810000,3
3330,-12558,703,261,53900000,3
2820,-7482,597,617,46300000,3
349,-3935,734,668,5260000,3
984,-5259,810,972,4210000,3
3750,-7838,773,576,4270000,3
2260,-8078,861,582,621000,3
2150,-12104,839,523,26900000,3
2930,-6205,597,571,49200000,3
2610,-12432,661,567,10500000,3
922,-8428,700,449,76100000,3
3310,-6131,693,682,9180000,3
2160,-6135,767,560,3220000,3
1050,-9332,552,585,66500000,3
3330,-7368,423,573,11600000,3
3740,-6812,853,426,7650000,3
690,-5077,878,951,3170000,3
3050,-6412,437,803,3760000,3
375,-7429,724,560,8500000,3
3310,-4633,699,729,39200000,3
1660,-11434,875,907,1660000,3
1370,-7026,597,587,6220000,3
3800,-6609,847,741,8610000,3
353,-9115,583,549,617000,3
3580,-12261,598,431,70100000,3
793,-6320,854,710,1130000,3
3450,-5530,770,637,10300000,3
3490,-7032,562,414,4450000,3
5020,-8480,700,533,33100000,3
