speechiness,loudness,danceability,energy,acousiticness,target
381,-5033,453,892,5.61E+02,7
863,-3654,500,900,37500,7
1270,-4075,633,788,1110000,7
341,-12663,526,763,126000,7
445,-6696,633,766,791000,7
409,-7015,725,614,13600000,7
455,-6199,649,914,573000,7
920,-3982,461,897,821000,7
1200,-7486,358,893,2220000,7
778,-2396,418,960,2.72E+03,7
625,-5013,353,944,29800,7
446,-4674,601,843,13300000,7
1090,-6480,469,862,24800,7
318,-3681,423,748,3430000,7
273,-6389,601,576,63500000,7
617,-11093,482,202,82700000,7
335,-13180,645,598,22100000,7
511,-6501,563,874,356000,7
305,-5328,283,643,9.60E+03,7
448,-8518,450,738,34000,7
398,-5138,433,946,264000,7
291,-13394,616,505,15600000,7
439,-3238,434,891,7.56E+02,7
535,-17180,654,506,68600000,7
258,-8187,657,658,8820000,7
274,-4530,560,595,19900000,7
552,-5762,457,648,1140000,7
622,-5099,738,683,4850000,7
262,-6679,605,772,29800000,7
451,-3755,551,980,89900,7
281,-6320,460,586,44600000,7
634,-9718,567,576,887000,7
341,-3842,263,753,12300000,7
2120,-4762,639,929,326000,7
3030,-3622,359,981,125000,7
403,-5786,547,767,860000,7
574,-7845,499,523,26800000,7
446,-10514,728,513,11500000,7
1200,-4563,525,578,1320000,7
300,-5779,482,627,5400000,7
687,-6737,733,477,30200000,7
452,-5364,296,669,3000000,7
396,-9616,596,448,36500000,7
470,-5678,310,700,1100000,7
302,-6557,282,656,1050000,7
358,-19036,527,59.6,83100000,7
493,-15318,645,401,6580000,7
292,-5886,532,663,42500000,7
967,-5495,601,648,398000,7
1010,-2728,596,938,156000,7
501,-5631,502,867,6300000,7
670,-4223,188,844,135000,7
329,-15806,424,290,61100000,7
418,-7514,365,466,16100000,7
288,-6260,654,810,719000,7
1000,-4377,370,930,12800000,7
366,-8193,349,672,184000,7
344,-4065,541,831,352000,7
322,-5836,450,883,21200,7
324,-5361,472,634,5880000,7
1270,-5815,169,932,8.57E+02,7
561,-6260,314,778,2160000,7
528,-3357,472,951,3.81E+03,7
386,-10750,480,902,85100,7
320,-11312,772,275,86900000,7
333,-4345,412,852,25700,7
288,-9775,593,425,29000000,7
780,-4974,320,713,450000,7
648,-6093,567,964,61000,7
678,-5469,525,850,5710000,7
481,-4003,423,885,67200,7
349,-6790,519,747,3710000,7
298,-5856,547,514,45000000,7
2080,-5666,492,926,3.23E+02,7
1910,-5841,522,769,10400000,7
798,-3312,176,974,126000,7
1450,-5476,401,764,705000,7
642,-4512,541,907,1580000,7
669,-1323,429,943,223000,7
319,-5497,593,804,10500000,7
439,-6129,510,718,183000,7
688,-8818,305,678,17000000,7
341,-6993,465,390,84300000,7
295,-8711,794,613,32900000,7
1580,-2740,357,940,323000,7
475,-4632,505,833,772000,7
1480,-4625,621,796,116000,7
402,-21941,516,261,21000000,7
242,-11253,602,416,70800000,7
408,-9710,247,594,2140000,7
404,-8865,846,543,57900000,7
1320,-5715,201,989,4.91E+02,7
310,-8277,634,630,44700000,7
278,-8977,535,667,204000,7
435,-12881,860,500,64200000,7
2170,-3496,191,948,2.78E+03,7
568,-4682,366,894,3.45E+03,7
285,-10385,655,606,6030000,7
936,-6372,658,756,12300000,7
1060,-5185,512,943,1360000,7
1220,-4078,395,905,1570000,7
385,-4141,532,879,18600000,7
357,-11065,377,598,1710000,7
323,-8670,420,466,32200000,7
357,-8090,332,823,1180000,7
568,-9865,608,625,785000,7
1550,-11369,742,483,21300000,7
828,-3529,309,889,7.42E+02,7
709,-6533,295,715,212000,7
557,-8430,573,590,66700000,7
612,-13936,952,301,1260000,7
321,-14248,768,331,65300000,7
473,-6915,349,827,4310000,7
735,-6136,525,922,16700,7
470,-14314,315,383,97500000,7
277,-10205,527,418,14200000,7
454,-8478,410,804,635000,7
248,-5551,450,591,2480000,7
317,-9451,457,909,160000,7
288,-7193,571,719,274000,7
1070,-5327,341,964,1.26E+03,7
816,-912,492,975,237000,7
460,-7502,601,484,84900000,7
288,-6925,529,523,22200000,7
667,-9518,743,699,4240000,7
289,-12400,437,552,1810000,7
1070,-4705,385,922,13100,7
521,-3901,369,760,31300000,7
318,-10330,324,136,93100000,7
1410,-3654,337,976,49100,7
758,-5613,383,892,64300,7
615,-5765,536,845,330000,7
1130,-3891,492,911,1500000,7
414,-2949,574,930,6570000,7
469,-10832,222,681,12600000,7
251,-7334,641,502,15600000,7
344,-5990,687,890,396000,7
937,-3038,327,982,6650000,7
623,-4497,301,672,28000000,7
936,-5731,522,944,6.11E+02,7
294,-6099,434,546,68700000,7
357,-11059,551,349,50300000,7
339,-6199,467,563,21400000,7
383,-3917,529,755,10600000,7
528,-6770,524,872,46200000,7
694,-2919,167,953,4720000,7
594,-3938,472,826,61700,7
252,-6029,704,636,3440000,7
322,-5857,553,449,63500000,7
577,-5804,326,763,795000,7
346,-5466,705,814,115000,7
574,-4507,489,891,1.33E+03,7
322,-16001,355,252,46100000,7
1230,-3823,475,956,20500,7
328,-9949,652,302,38900000,7
328,-9653,511,517,13000000,7
302,-9730,587,653,70300000,7
427,-9576,533,727,74200000,7
442,-6965,628,786,58000000,7
530,-5870,599,816,154000,7
339,-8280,661,901,4680000,7
279,-13264,503,469,764000,7
1080,-3323,497,916,32300,7
399,-5127,505,906,33300,7
578,-3616,526,927,26500000,7
566,-11231,830,382,88400000,7
943,-6760,318,860,6220000,7
293,-12556,603,567,16100000,7
283,-9339,616,539,13900000,7
430,-3580,599,790,257000,7
1110,-7808,586,989,2.72E+03,7
457,-6976,482,807,2810000,7
608,-9058,464,655,2720000,7
294,-4970,399,854,107000,7
288,-5051,515,809,188000,7
685,-4063,426,934,2.97E+03,7
264,-10133,614,474,563000,7
511,-3499,521,856,1100000,7
277,-6991,671,876,2.50E+03,7
432,-9072,431,927,5.99E+02,7
474,-5672,696,922,47900000,7
316,-5369,770,655,11800000,7
718,-5768,721,711,907000,7
491,-3267,398,920,311000,7
417,-7474,742,898,36100000,7
370,-9979,271,481,10600000,7
706,-4327,129,962,1.55E+02,7
596,-9370,636,684,312000,7
315,-12610,699,514,58700000,7
810,-5142,292,927,12600,7
609,-4866,384,863,1570000,7
450,-9883,624,773,71400000,7
376,-10505,875,407,7690000,7
611,-4461,614,938,53200,7
1400,-4481,566,815,7370000,7
297,-10021,378,745,23100000,7
296,-6025,423,497,10800000,7
405,-6393,745,656,18800000,7
326,-11830,332,179,87900000,7
1060,-4326,723,927,12500000,7
510,-15699,494,311,29200000,7
300,-8407,575,857,3420000,7
596,-3913,506,832,154000,7
465,-7499,656,560,9460000,7
306,-9796,497,357,61600000,7
372,-5323,597,666,18300000,7
615,-6451,519,737,936000,7
377,-5148,396,781,158000,7
1140,-3516,328,966,1.42E+03,7
411,-7081,524,955,717000,7
406,-7230,382,814,110000,7
286,-7700,611,791,32600000,7
392,-7150,318,646,521000,7
1350,-2680,532,992,79400,7
312,-10070,754,366,27300000,7
461,-6745,415,782,110000,7
298,-9647,567,666,2440000,7
1310,-4204,406,888,2730000,7
333,-13569,441,532,3.40E+03,7
2340,-3645,545,998,1920000,7
255,-12145,596,605,18100000,7
316,-9342,389,476,61900000,7
258,-7874,385,393,56100000,7
282,-12633,533,360,8050000,7
616,-4293,452,862,15300,7
376,-5924,601,698,2180000,7
388,-7263,448,695,747000,7
258,-6509,573,778,30200000,7
286,-13553,575,274,1110000,7
788,-7972,266,740,5130000,7
1400,-4481,566,815,7370000,7
1730,-4774,446,778,20100,7
444,-3544,324,883,3.65E+03,7
280,-6333,505,799,132000,7
251,-8366,630,772,12400000,7
302,-11350,391,684,72400,7
1090,-7099,475,876,23100000,7
497,-14148,567,653,29400000,7
775,-9293,672,878,1790000,7
754,-3348,482,883,8910000,7
313,-6080,420,721,44900,7
321,-7575,525,804,367000,7
1460,-4330,289,841,582000,7
652,-3635,584,876,698000,7
2220,-2694,494,969,17200000,7
593,-4671,578,894,158000,7
589,-5081,489,819,2650000,7
340,-7068,398,570,5600000,7
393,-6944,577,614,51700000,7
1880,-7135,511,670,5090000,7
612,-5024,459,931,126000,7
303,-5857,487,785,9.35E+03,7
351,-9743,494,666,22900000,7
292,-10044,565,564,16100000,7
471,-11267,585,676,1760000,7
558,-9583,826,436,44100000,7
691,-6728,546,900,4210000,7
327,-5651,540,639,9180000,7
379,-4090,410,950,133000,7
590,-5553,511,882,586000,7
676,-6903,674,789,178000,7
1190,-6104,444,884,751000,7
582,-9898,580,551,18100000,7
661,-3910,587,898,6530000,7
670,-11922,696,210,84000000,7
584,-4877,283,942,1.05E+03,7
316,-4919,292,714,65800,7
1200,-5633,277,956,2.57E+02,7
362,-5749,511,868,28800000,7
1350,-6362,500,835,78200000,7
350,-6518,461,836,40700000,7
1510,-4830,438,987,8.16E+03,7
306,-11440,353,321,45300000,7
308,-9110,316,484,33400,7
383,-6901,532,736,14600,7
1340,-2879,630,966,474000,7
3510,-14064,721,539,68500000,7
324,-5787,413,725,36900000,7
414,-3572,358,750,8.49E+03,7
436,-5853,290,751,1770000,7
1120,-12769,561,754,61000000,7
655,-6237,410,823,5540000,7
552,-10283,256,641,19900000,7
366,-5754,560,852,97500,7
589,-6492,536,928,1540000,7
349,-6811,854,732,27900000,7
323,-10535,337,405,68600000,7
593,-4671,578,894,158000,7
658,-6268,381,953,9.05E+02,7
340,-9382,709,620,31800000,7
532,-3386,557,920,25100,7
457,-6692,323,825,198000,7
317,-6986,591,420,1460000,7
632,-13289,338,660,1910000,7
340,-4236,531,909,1750000,7
288,-2985,442,855,49000,7
420,-2959,497,971,5.08E+03,7
302,-8903,826,411,36400000,7
583,-2522,411,986,26400,7
279,-8676,433,379,79000000,7
295,-4803,595,717,7790000,7
444,-10669,857,404,57300000,7
255,-12145,596,605,18100000,7
690,-7246,667,755,9660000,7
405,-6949,487,427,54500000,7
333,-8834,586,590,45600000,7
1110,-3806,458,931,140000,7
1470,-3090,441,976,33500,7
613,-5773,694,765,1650000,7
519,-4763,527,944,10500,7
441,-5368,454,839,7460000,7
619,-3644,544,970,529000,7
439,-7977,722,716,39900000,7
241,-7813,489,675,313000,7
946,-6855,180,915,2240000,7
550,-5482,417,932,18700,7
362,-4756,457,804,20600,7
949,-3160,654,822,2280000,7
329,-3002,388,764,3820000,7
400,-10615,650,600,2780000,7
610,-6399,669,543,3050000,7
346,-5648,646,882,14300000,7
641,-5133,599,906,1580000,7
443,-6097,503,853,5.72E+02,7
308,-7790,237,462,84300000,7
305,-14884,476,331,31000000,7
359,-6081,598,901,11600000,7
355,-3905,528,721,20000,7
358,-19036,527,59.6,83100000,7
360,-10256,519,610,7660000,7
265,-4193,660,619,66500000,7
378,-3439,545,964,2480000,7
396,-9616,596,448,36500000,7
328,-8155,567,863,277000,7
257,-5937,610,801,1170000,7
541,-7078,621,666,46500,7
267,-7315,382,589,4650000,7
509,-2785,392,791,1130000,7
310,-5582,619,779,75800,7
316,-5242,588,856,81800,7
2240,-9937,545,640,249000,7
361,-5559,590,762,5030000,7
904,-7842,437,864,39600000,7
565,-6606,479,905,76000,7
1330,-2855,150,937,21600000,7
3770,-5622,261,993,29200,7
988,-3932,334,965,21800,7
341,-3426,555,883,114000,7
262,-4708,515,594,844000,7
2310,-3665,481,944,926000,7
1610,-4657,332,933,195000,7
497,-10470,499,517,68000000,7
541,-8868,436,657,975000,7
527,-3612,467,904,1730000,7
338,-4054,509,774,189000,7
1700,-4881,668,906,21400000,7
455,-6353,436,862,62500,7
239,-9044,583,574,2820000,7
339,-12049,338,340,58000000,7
400,-4073,674,666,2000000,7
554,-4157,344,925,1060000,7
250,-9165,529,586,18900000,7
591,-12019,464,612,11600000,7
346,-6667,462,840,5.05E+03,7
318,-8150,568,367,76800000,7
314,-8981,548,254,59000000,7
408,-4897,602,837,11100000,7
254,-9579,540,584,1080000,7
1120,-5694,570,903,6780000,7
596,-11925,329,806,5650000,7
1160,-2368,393,926,195000,7
701,-5387,404,924,123000,7
308,-10513,375,336,9140000,7
310,-5445,392,669,1900000,7
432,-8773,630,876,88000000,7
255,-6517,432,389,68700000,7
465,-14350,626,151,90900000,7
347,-3159,554,941,848000,7
255,-7476,647,787,43000,7
463,-5742,656,638,409000,7
692,-5707,293,667,1.12E+03,7
1060,-5128,421,831,2830000,7
637,-2757,494,946,129000,7
401,-5297,561,789,16800,7
339,-8957,307,635,1540000,7
351,-7053,456,832,591000,7
317,-4631,501,818,203000,7
318,-22320,414,161,88300000,7
524,-5993,747,657,21600000,7
866,-4823,320,940,40200,7
1230,-3570,388,978,32000,7
1190,-3908,417,934,27800,7
407,-3920,375,777,6.51E+03,7
526,-5428,643,849,3710000,7
464,-12065,705,529,26100000,7
316,-9538,589,447,90100000,7
426,-5520,460,748,5750000,7
2210,-4011,620,912,7280000,7
731,-5002,368,769,15300,7
259,-6727,575,742,2200000,7
407,-5847,529,767,69000,7
2110,-3175,462,990,10300,7
578,-13880,374,816,11900000,7
428,-8712,762,722,9220000,7
566,-5386,484,807,299000,7
846,-2283,370,924,770000,7
454,-7299,591,804,32700000,7
867,-7016,257,753,31800,7
438,-6389,422,809,11800,7
490,-4609,392,849,404000,7
350,-13638,437,687,388000,7
298,-6835,368,611,2.45E+03,7
422,-6069,284,875,752000,7
612,-5121,472,811,83900,7
249,-16098,525,493,266000,7
539,-2432,349,923,1.95E+03,7
564,-4469,351,939,6.42E+03,7
896,-10845,336,796,361000,7
614,-4561,565,877,813000,7
528,-7261,590,716,963000,7
614,-4254,536,857,84900,7
816,-8920,625,922,624000,7
366,-6026,623,898,757000,7
680,-7837,356,872,417000,7
361,-6686,529,828,23500000,7
399,-2189,545,932,66500,7
288,-11473,455,290,6140000,7
337,-4936,470,825,13200,7
282,-16683,500,271,27700000,7
449,-6023,507,828,711000,7
831,-9221,395,453,11900000,7
321,-8586,723,413,8230000,7
462,-2567,543,948,35300,7
609,-4284,235,869,45700,7
2900,-3587,782,745,164000,7
640,-4537,508,988,7.76E+03,7
280,-7053,389,509,67100000,7
1070,-4621,528,961,14900,7
406,-4581,341,875,2.32E+03,7
436,-5151,804,893,8270000,7
253,-9991,621,359,9210000,7
714,-4162,647,512,170000,7
884,-4874,422,920,13700,7
393,-7886,494,951,19300,7
1460,-4281,364,936,62600,7
321,-8941,209,545,1530000,7
373,-2749,543,961,78900,7
580,-8965,822,464,19200000,7
1930,-6419,457,764,2580000,7
339,-6743,506,554,33900000,7
1020,-3866,478,974,26600,7
308,-11494,239,442,10600000,7
316,-7787,345,418,29900000,7
4890,-3837,520,967,248000,7
319,-9097,582,776,20300,7
401,-6663,457,869,49600,7
523,-5058,465,874,5.83E+03,7
367,-5541,413,881,5.99E+03,7
303,-10991,730,487,25800000,7
456,-6913,586,775,1250000,7
621,-8197,357,658,780000,7
318,-8985,670,555,4000000,7
310,-8497,195,608,1140000,7
279,-5440,511,672,260000,7
392,-9818,442,461,56200000,7
284,-6134,425,587,11200000,7
354,-8133,425,437,7320000,7
331,-9968,600,644,54200000,7
317,-7258,367,769,32000,7
945,-2191,235,942,11300,7
323,-7596,548,532,18600000,7
2620,-3484,539,915,10200000,7
268,-11206,514,421,80300000,7
320,-6454,476,764,325000,7
1130,-9442,593,691,1330000,7
309,-8132,500,565,2760000,7
411,-6324,357,866,191000,7
392,-6800,406,819,1340000,7
356,-4190,535,948,225000,7
519,-3433,402,924,35600,7
296,-4460,562,903,18700,7
292,-4976,638,738,11700000,7
461,-5814,472,858,360000,7
568,-6265,484,768,14900,7
263,-7654,796,533,53800000,7
488,-6192,292,775,796000,7
404,-9693,545,647,823000,7
641,-3287,504,907,133000,7
816,-9793,298,823,7.66E+03,7
565,-4326,545,964,11400,7
887,-11780,412,657,11100000,7
640,-13341,837,380,54100000,7
276,-6970,622,692,36300000,7
270,-2788,592,767,210000,7
406,-8068,335,876,7900000,7
428,-3124,415,901,987000,7
381,-3332,770,910,914000,7
284,-9272,561,337,64400000,7
827,-8090,592,843,29800000,7
350,-9051,220,708,292000,7
292,-4976,638,738,11700000,7
362,-6854,636,848,33900,7
1200,-5683,259,964,5.05E+03,7
278,-12526,699,502,6070000,7
533,-7575,602,516,52100000,7
2340,-3645,545,998,1920000,7
299,-8039,377,682,89400,7
432,-4049,455,790,3.78E+02,7
363,-9558,586,700,5890000,7
806,-3521,515,949,10300,7
784,-5533,371,921,1130000,7
310,-6423,522,738,2860000,7
550,-9483,485,428,21400000,7
352,-12608,321,220,82800000,7
265,-13890,562,235,56800000,7
508,-4425,593,651,11500,7
238,-5975,508,591,3520000,7
657,-6683,374,701,2610000,7
287,-6858,634,868,867000,7
319,-5457,505,928,19300,7
855,-3435,613,953,148000,7
292,-10044,565,564,16100000,7
509,-2785,392,791,1130000,7
437,-8575,356,772,49100,7
725,-6995,400,992,10700000,7
995,-6984,120,870,180000,7
440,-5189,343,732,533000,7
286,-5314,556,649,766000,7
347,-9541,578,515,5000000,7
566,-7372,491,931,74900,7
637,-2757,494,946,129000,7
397,-4602,480,826,79700,7
734,-6506,474,870,8.32E+03,7
385,-14377,339,340,65700000,7
574,-5509,532,767,287000,7
481,-5523,529,743,17700000,7
336,-5110,489,649,60300,7
247,-5652,530,597,275000,7
340,-7809,524,512,36100000,7
530,-14761,347,127,92100000,7
342,-2695,448,610,1020000,7
666,-6820,613,793,3190000,7
553,-10146,695,986,1.46E+03,7
1310,-16309,560,423,11700000,7
382,-6495,633,754,3160000,7
320,-10820,275,658,2420000,7
440,-7435,445,779,2360000,7
740,-6104,293,917,1.28E+03,7
880,-7086,295,977,147000,7
694,-9200,524,610,89400000,7
869,-4563,410,959,32400,7
652,-5493,560,959,24500000,7
239,-6329,641,834,10800000,7
411,-7759,419,812,99600,7
334,-5076,458,821,59400,7
277,-9677,702,772,3120000,7
650,-3061,515,875,1090000,7
381,-20006,508,121,93700000,7
266,-9441,654,472,70900000,7
504,-5914,671,756,178000,7
283,-5833,584,612,44800000,7
4460,1355,500,967,15900000,7
503,-5878,557,854,467000,7
2300,-4175,219,947,31000,7
481,-4199,417,849,1460000,7
338,-9529,580,694,35100,7
1500,-4671,552,947,65200,7
405,-6949,487,427,54500000,7
751,-3798,334,875,15300,7
904,-4099,583,881,134000,7
316,-8480,464,769,1.49E+03,7
370,-4739,545,865,551000,7
652,-4997,532,900,1340000,7
1080,-4927,663,960,3440000,7
513,-7268,644,808,4670000,7
304,-5486,460,601,3770000,7
467,-10286,550,602,68900000,7
1490,-15366,792,747,20200000,7
375,-7292,317,887,58200,7
439,-3886,679,804,8570000,7
317,-6000,455,679,29100,7
377,-4582,478,628,24500,7
1760,-4421,583,958,1640000,7
329,-13908,411,381,77700000,7
283,-9042,311,325,4690000,7
313,-7952,312,543,3040000,7
514,-3470,594,851,881000,7
301,-9270,504,782,6610000,7
444,-3175,614,910,956000,7
343,-4781,549,790,6550000,7
380,-4405,758,779,71700,7
612,-3680,642,823,28100,7
623,-5363,410,803,23900000,7
1080,-3578,587,947,9000000,7
539,-2626,513,953,1460000,7
460,-10965,625,524,4050000,7
424,-5627,684,788,3110000,7
273,-10071,403,265,80600000,7
485,-7760,298,736,2130000,7
288,-6423,594,772,3330000,7
607,-3475,489,953,2.30E+03,7
359,-6081,598,901,11600000,7
339,-4538,409,932,1.87E+03,7
238,-9312,571,505,7570000,7
290,-7489,394,576,28900000,7
521,-5269,479,937,214000,7
269,-6800,507,452,35900000,7
303,-6292,707,732,27700000,7
287,-7139,644,617,20300,7
284,-12226,448,585,60400,7
273,-4973,465,696,32500000,7
388,-14034,523,341,31300000,7
623,-4107,714,851,249000,7
558,-9583,826,436,44100000,7
528,-6171,736,782,9000000,7
418,-4906,654,784,31400,7
384,-14317,510,389,28600000,7
537,-7464,666,626,2420000,7
320,-8411,200,470,49400000,7
861,-5362,452,923,5.99E+03,7
559,-4807,602,951,5880000,7
339,-14201,572,455,39000000,7
730,-5312,553,941,22600,7
500,-6489,514,817,1180000,7
360,-7340,645,792,5620000,7
523,-4366,582,925,699000,7
610,-8137,580,573,305000,7
315,-20084,356,96.7,69600000,7
732,-4801,425,903,40500000,7
550,-4310,541,771,2130000,7
459,-7227,835,523,536000,7
610,-5313,304,583,5200000,7
376,-5686,643,262,80700000,7
755,-4474,582,748,362000,7
243,-7224,557,442,73100000,7
310,-8691,592,808,32200000,7
588,-10493,814,482,1110000,7
797,-17789,703,664,24500000,7
714,-5516,441,868,12100,7
1440,-6501,325,838,3270000,7
274,-5659,462,628,5340000,7
2140,-9237,702,668,51800000,7
2590,-6972,797,762,1410000,7
514,-7340,651,801,12300000,7
250,-13626,420,398,21900000,7
478,-3170,452,916,30800,7
315,-8467,476,257,96800000,7
490,-2506,587,902,3360000,7
926,-9267,464,795,4930000,7
295,-8603,434,579,12300000,7
1190,-6104,444,884,751000,7
693,-5551,577,923,8290000,7
408,-9144,820,575,9360000,7
362,-7716,576,893,109000,7
269,-8471,640,493,69900000,7
653,-7989,605,476,70100000,7
304,-10521,538,741,31600,7
451,-4305,534,776,1010000,7
1150,-5820,578,756,15700000,7
1400,-4481,566,815,7370000,7
287,-3521,517,839,140000,7
1500,-5464,589,797,2890000,7
407,-5959,556,697,12800,7
533,-4138,457,887,18600,7
349,-4942,521,782,424000,7
386,-8790,739,669,2740000,7
375,-6761,381,539,2.50E+03,7
298,-7364,672,429,81800000,7
278,-4928,615,750,19500000,7
472,-7972,398,538,83000000,7
299,-11525,678,296,79700000,7
612,-13936,952,301,1260000,7
419,-7434,444,454,89200000,7
393,-5059,467,769,3.93E+03,7
569,-4911,521,892,749000,7
1330,-6051,513,970,5.75E+03,7
668,-4538,402,970,1.29E+03,7
281,-6668,569,856,480000,7
410,-8271,624,586,96700,7
561,-4797,473,898,783000,7
310,-9842,574,478,21100000,7
311,-11113,286,245,9320000,7
474,-6121,426,954,144000,7
277,-10205,527,418,14200000,7
858,-5845,547,922,619000,7
320,-5735,482,786,321000,7
895,-8658,448,842,5020000,7
514,-14697,356,609,1.09E+03,7
382,-9178,354,731,8120000,7
443,-5294,579,872,594000,7
547,-8221,345,866,8270000,7
1050,-3341,510,980,72200,7
459,-13496,559,345,5760000,7
954,-4365,422,943,7400000,7
316,-9342,389,476,61900000,7
439,-3727,668,921,4920000,7
1070,-4008,454,913,40800000,7
676,-4644,513,848,16100,7
371,-8409,450,719,20800,7
791,-3881,179,912,140000,7
552,-10283,256,641,19900000,7
1210,-3893,496,970,377000,7
481,-5525,698,736,6640000,7
817,-16386,537,571,51700000,7
537,-2427,264,800,1950000,7
629,-4402,457,932,193000,7
268,-7899,581,371,74900000,7
503,-13418,263,383,36300000,7
672,-5008,463,953,702000,7
1560,-4089,402,924,21000,7
389,-6660,608,849,371000,7
509,-7201,178,752,11000000,7
274,-5199,649,621,32600000,7
302,-4722,660,698,1.92E+03,7
1560,-4089,402,924,21000,7
619,-7552,508,855,60200,7
376,-4640,306,745,29500,7
510,-4905,573,927,8.15E+03,7
671,-4527,569,891,2.42E+03,7
295,-7179,532,473,64700000,7
440,-9344,606,475,22400000,7
2380,-5918,600,784,7360000,7
663,-8521,334,925,2190000,7
513,-3895,562,862,1040000,7
338,-4777,464,943,247000,7
380,-4405,758,779,71700,7
411,-8218,372,479,173000,7
455,-8000,626,731,2110000,7
312,-6037,522,874,63800,7
1260,-4054,238,946,14700,7
666,-4620,588,881,25200,7
1770,-5135,352,936,5.38E+03,7
255,-6517,432,389,68700000,7
1710,-3621,413,994,116000,7
388,-11040,582,365,64800000,7
363,-10027,516,824,6950000,7
317,-6219,572,835,17100000,7
796,-7839,551,860,26200000,7
1330,-3729,408,920,9.56E+02,7
353,-9700,459,580,872000,7
382,-4481,529,853,717000,7
736,-4066,500,899,4.84E+03,7
365,-5750,405,689,8430000,7
527,-3843,375,965,101000,7
1280,-3600,570,891,478000,7
657,-6296,503,858,757000,7
1000,-4654,259,976,1.17E+03,7
572,-5083,343,862,307000,7
438,-6472,285,846,4040000,7
501,-3398,443,934,604000,7
420,-2959,497,971,5.08E+03,7
1320,-3482,355,963,133000,7
775,-3053,367,988,88700,7
1200,-3255,395,975,18500,7
394,-17293,597,271,76600000,7
278,-11097,414,428,38200000,7
363,-7395,617,754,754000,7
505,-5875,568,844,18900,7
761,-6506,394,944,178000,7
378,-4494,489,900,456000,7
310,-4329,468,753,17900000,7
280,-5722,457,594,1160000,7
492,-3149,490,907,426000,7
305,-11014,456,498,28300000,7
360,-4618,545,753,4170000,7
596,-2066,371,956,4.54E+02,7
675,-6248,530,970,354000,7
305,-8233,523,402,77800000,7
310,-5273,406,492,93700,7
346,-4552,527,896,772000,7
618,-4997,525,832,34700000,7
558,-4631,658,814,22900000,7
252,-12358,547,257,90700000,7
411,-4344,579,928,71500,7
1470,-5855,329,861,789000,7
297,-6598,509,715,8.15E+02,7
274,-5508,659,846,3180000,7
302,-6520,414,476,91000000,7
454,-7299,591,804,32700000,7
481,-6666,375,744,107000,7
1230,-7208,248,982,2.07E+03,7
413,-12541,732,757,5610000,7
723,-9415,310,610,14700000,7
456,-5351,620,872,138000,7
1500,-2965,607,946,548000,7
423,-4566,539,893,14000000,7
555,-6927,376,837,7.80E+03,7
335,-6965,556,808,16600000,7
343,-4678,511,886,35400,7
329,-6457,500,511,1100000,7
273,-7560,664,613,309000,7
254,-7489,616,549,31300000,7
399,-4923,334,884,13500000,7
583,-2696,504,938,743000,7
464,-9878,488,493,25500000,7
364,-6937,481,747,698000,7
1640,-15913,787,416,88800000,7
545,-6492,494,967,24500,7
379,-9002,298,612,1940000,7
405,-5881,297,872,11900,7
421,-5157,511,696,2720000,7
410,-5373,350,828,21700,7
1050,-3341,510,980,72200,7
884,-7278,515,876,703000,7
314,-10808,608,679,230000,7
293,-11513,556,504,4270000,7
313,-8970,348,668,275000,7
628,-5835,372,984,17200,7
332,-7101,737,781,39200000,7
604,-7989,761,711,1740000,7
342,-6342,666,801,29200000,7
409,-7309,217,736,68900,7
265,-6755,559,444,84100000,7
645,-6707,309,902,327000,7
454,-734,543,946,614000,7
412,-5865,538,802,109000,7
553,-4262,695,876,99600,7
389,-6106,566,721,1720000,7
632,-4880,615,785,1860000,7
596,-4803,782,722,22700000,7
412,-12756,407,197,82500000,7
1130,-4400,374,951,1890000,7
308,-9110,316,484,33400,7
385,-3374,392,884,132000,7
310,-9302,504,578,40800000,7
1150,-3243,458,949,38500,7
362,-7003,133,691,1490000,7
1180,-6382,269,895,8300000,7
324,-11384,421,335,3420000,7
957,-10376,677,720,22400000,7
331,-6220,570,702,70300,7
399,-6516,656,756,785000,7
456,-5824,319,771,14200,7
339,-8281,479,865,3.10E+03,7
537,-18215,597,184,93700000,7
254,-7699,521,721,348000,7
293,-7165,322,558,62800000,7
431,-4599,530,721,470000,7
489,-12238,455,588,461000,7
260,-4203,448,665,6000000,7
314,-12124,276,389,29300000,7
388,-13564,459,465,11000000,7
926,-4880,199,866,8030000,7
607,-5400,450,914,3050000,7
451,-4707,537,828,5700000,7
561,-6126,435,770,459000,7
277,-4385,625,800,271000,7
336,-5712,727,591,4540000,7
344,-7378,597,646,28000000,7
420,-6530,439,726,51800,7
614,-4561,565,877,813000,7
542,-3037,582,962,960000,7
506,-4909,326,932,7330000,7
380,-8541,292,527,39100000,7
364,-5315,644,349,20600000,7
522,-2027,565,938,863000,7
275,-7445,639,710,1330000,7
638,-3751,486,904,3.43E+03,7
397,-4837,473,748,6.92E+03,7
299,-8084,497,833,338000,7
325,-4108,652,864,138000,7
775,-4808,467,958,47900,7
1200,-4563,525,578,1320000,7
775,-4046,602,905,20200,7
2310,-6410,737,733,13800000,7
433,-10665,543,631,583000,7
1350,-7361,468,860,70600,7
264,-7236,365,605,14300000,7
322,-3972,648,564,21600000,7
492,-9252,336,942,1140000,7
421,-4570,642,807,285000,7
417,-4831,382,954,38000,7
398,-7981,305,833,32700,7
299,-4650,401,591,252000,7
