speechiness,loudness,danceability,energy,,target,
529,-8658,644,790,,7,790000
697,-7773,889,340,,7,340000
347,-4612,610,884,,7,884000
294,-4281,460,889,,7,889000
258,-4602,550,697,,7,697000
344,-5015,463,820,,7,820000
321,-10320,553,460,,7,460000
314,-7927,652,739,,7,739000
517,-9060,399,828,,7,828000
315,-4723,426,768,,7,768000
838,-3259,591,947,,7,947000
697,-5634,487,797,,7,797000
388,-2972,515,735,,7,735000
331,-9897,767,787,,7,787000
558,-4631,658,814,,7,814000
858,-6054,489,806,,7,806000
600,-11663,802,596,,7,596000
551,-8698,532,768,,7,768000
277,-6908,487,678,,7,678000
698,-7843,357,549,,7,549000
858,-5845,547,922,,7,922000
369,-4430,486,908,,7,908000
335,-4451,508,874,,7,874000
443,-5246,468,929,,7,929000
284,-5061,589,676,,7,676000
344,-9368,531,747,,7,747000
455,-6213,433,863,,7,863000
588,-7713,314,768,,7,768000
541,-7078,621,666,,7,666000
240,-8795,435,423,,7,423000
645,-5094,760,776,,7,776000
317,-6522,384,735,,7,735000
336,-8215,566,579,,7,579000
441,-10240,364,638,,7,638000
361,-7256,437,643,,7,643000
373,-3426,599,815,,7,815000
614,-4344,379,691,,7,691000
4890,-3837,520,967,,7,967000
278,-8032,515,407,,7,407000
342,-9267,510,893,,7,893000
593,-4671,578,894,,7,894000
379,-4498,644,609,,7,609000
504,-3262,641,993,,7,993000
787,-3828,390,939,,7,939000
405,-4088,508,826,,7,826000
679,-3859,332,967,,7,967000
418,-13220,623,723,,7,723000
971,-4490,528,926,,7,926000
391,-7745,310,790,,7,790000
294,-6778,650,606,,7,606000
325,-5245,670,819,,7,819000
760,-4463,512,733,,7,733000
246,-5612,674,771,,7,771000
323,-11830,483,600,,7,600000
632,-4880,615,785,,7,785000
315,-7082,707,513,,7,513000
515,-2168,386,941,,7,941000
817,-5529,359,935,,7,935000
989,-4528,504,829,,7,829000
592,-10217,672,906,,7,906000
546,-5413,498,889,,7,889000
969,-3550,342,978,,7,978000
308,-8023,602,668,,7,668000
315,-10661,135,471,,7,471000
294,-18055,661,300,,7,300000
785,-7656,210,943,,7,943000
4890,-3837,520,967,,7,967000
334,-5988,550,824,,7,824000
483,-3858,608,945,,7,945000
578,-6868,578,713,,7,713000
500,-4798,641,914,,7,914000
379,-12094,792,395,,7,395000
394,-4897,607,908,,7,908000
280,-6321,472,463,,7,463000
430,-5626,446,974,,7,974000
552,-5468,581,839,,7,839000
568,-9572,685,360,,7,360000
966,-8797,470,857,,7,857000
521,-4054,517,848,,7,848000
448,-7766,454,910,,7,910000
250,-5433,547,637,,7,637000
357,-13034,365,513,,7,513000
517,-14981,640,651,,7,651000
261,-7037,642,609,,7,609000
769,-6924,586,887,,7,887000
247,-10594,456,419,,7,419000
523,-7998,587,719,,7,719000
411,-4465,507,883,,7,883000
360,-6869,545,717,,7,717000
327,-6676,588,282,,7,282000
653,-3409,452,885,,7,885000
310,-9302,504,578,,7,578000
306,-5364,654,741,,7,741000
405,-7537,578,826,,7,826000
987,-5287,672,669,,7,669000
346,-19476,471,258,,7,258000
626,-6433,498,881,,7,881000
714,-3333,443,888,,7,888000
283,-8799,540,423,,7,423000
445,-11310,611,499,,7,499000
383,-3988,373,862,,7,862000
346,-9017,438,263,,7,263000
388,-6566,490,581,,7,581000
2120,-2359,343,983,,7,983000
589,-3241,375,914,,7,914000
291,-9162,328,429,,7,429000
610,-6587,461,940,,7,940000
822,-5293,839,706,,7,706000
248,-5573,591,571,,7,571000
782,-3107,540,933,,7,933000
519,-6033,450,894,,7,894000
1090,-3920,367,877,,7,877000
765,-5598,485,707,,7,707000
323,-5571,533,637,,7,637000
362,-9231,657,281,,7,281000
407,-6763,292,823,,7,823000
272,-5912,490,817,,7,817000
691,-5410,550,877,,7,877000
481,-6317,612,761,,7,761000
286,-7369,619,637,,7,637000
577,-8210,249,834,,7,834000
306,-12840,610,409,,7,409000
272,-12503,551,293,,7,293000
508,-4425,593,651,,7,651000
438,-4633,696,790,,7,790000
611,-5876,677,743,,7,743000
729,-2868,393,858,,7,858000
304,-15376,221,243,,7,243000
527,-3612,467,904,,7,904000
380,-4405,758,779,,7,779000
507,-4592,325,865,,7,865000
254,-5968,552,816,,7,816000
434,-10836,457,546,,7,546000
805,-5138,493,951,,7,951000
774,-2433,318,919,,7,919000
384,-3479,486,806,,7,806000
325,-5097,534,607,,7,607000
424,-4586,444,845,,7,845000
442,-7218,609,659,,7,659000
258,-6607,649,657,,7,657000
331,-6720,510,723,,7,723000
382,-7533,596,661,,7,661000
544,-4264,510,894,,7,894000
1550,-4131,446,989,,7,989000
351,-6675,641,780,,7,780000
351,-6563,532,839,,7,839000
542,-5404,424,873,,7,873000
496,-2206,436,942,,7,942000
380,-5461,457,926,,7,926000
392,-3640,338,713,,7,713000
268,-10465,578,799,,7,799000
615,-5765,536,845,,7,845000
519,-5387,623,665,,7,665000
335,-13180,645,598,,7,598000
1460,-4281,364,936,,7,936000
969,-3936,719,936,,7,936000
371,-12226,626,609,,7,609000
672,-9556,500,681,,7,681000
504,-5914,671,756,,7,756000
1060,-3071,431,957,,7,957000
842,-16505,643,271,,7,271000
730,-6273,562,537,,7,537000
1110,-3809,246,945,,7,945000
835,-5161,568,981,,7,981000
316,-7787,345,418,,7,418000
252,-6817,557,533,,7,533000
314,-7085,775,560,,7,560000
331,-13648,567,159,,7,159000
384,-12590,684,481,,7,481000
591,-6247,477,940,,7,940000
399,-5618,543,739,,7,739000
294,-8875,333,486,,7,486000
373,-8329,620,610,,7,610000
511,-3865,504,923,,7,923000
752,-3581,398,934,,7,934000
696,-2276,501,926,,7,926000
325,-13492,403,272,,7,272000
316,-5153,631,706,,7,706000
686,-3348,521,855,,7,855000
404,-6370,553,681,,7,681000
1550,-3415,459,926,,7,926000
437,-7001,492,700,,7,700000
295,-6518,573,722,,7,722000
255,-9314,643,726,,7,726000
420,-5686,691,749,,7,749000
482,-6409,369,669,,7,669000
540,-5653,542,905,,7,905000
432,-5356,276,715,,7,715000
756,-4373,463,908,,7,908000
718,-5768,721,711,,7,711000
399,-5919,472,813,,7,813000
298,-3875,456,754,,7,754000
307,-6839,312,634,,7,634000
370,-9887,478,620,,7,620000
558,-4631,658,814,,7,814000
420,-9765,489,577,,7,577000
633,-4104,522,880,,7,880000
980,-5297,401,904,,7,904000
1110,-2497,464,919,,7,919000
606,-4315,326,948,,7,948000
522,-10869,527,884,,7,884000
831,-3982,590,857,,7,857000
607,-5541,695,820,,7,820000
912,-5809,238,932,,7,932000
565,-9630,87.6,839,,7,839000
344,-7378,597,646,,7,646000
359,-9487,375,721,,7,721000
420,-5007,734,726,,7,726000
420,-6530,439,726,,7,726000
267,-7636,534,392,,7,392000
363,-5969,567,914,,7,914000
1250,-7392,375,946,,7,946000
267,-13696,528,159,,7,159000
395,-5021,682,765,,7,765000
428,-4336,462,855,,7,855000
878,-7100,248,980,,7,980000
600,-3940,361,895,,7,895000
394,-9837,637,528,,7,528000
876,-5545,725,747,,7,747000
2240,-9937,545,640,,7,640000
358,-5932,543,790,,7,790000
304,-8807,457,425,,7,425000
545,-5373,598,853,,7,853000
302,-9925,681,575,,7,575000
384,-3501,575,904,,7,904000
664,-3880,403,903,,7,903000
425,-4065,613,860,,7,860000
275,-9690,412,479,,7,479000
606,-3978,518,813,,7,813000
1380,-8672,494,656,,7,656000
292,-6236,455,717,,7,717000
1280,-4809,489,977,,7,977000
435,-7960,676,920,,7,920000
363,-5217,510,896,,7,896000
511,-4318,401,897,,7,897000
236,-6251,647,729,,7,729000
359,-2305,538,954,,7,954000
575,-10366,558,606,,7,606000
661,-4492,560,930,,7,930000
391,-3976,252,802,,7,802000
319,-8265,523,698,,7,698000
1570,-3382,406,961,,7,961000
551,-12151,751,501,,7,501000
364,-5981,744,798,,7,798000
285,-4361,454,790,,7,790000
751,-3688,335,892,,7,892000
552,-7748,359,678,,7,678000
426,-6684,301,751,,7,751000
392,-20747,109,72.1,,7,72100
407,-3354,546,906,,7,906000
1400,-745,466,962,,7,962000
611,-3449,369,845,,7,845000
552,-8136,374,542,,7,542000
1470,-3090,441,976,,7,976000
306,-6285,548,640,,7,640000
329,-7467,667,543,,7,543000
604,-4930,555,924,,7,924000
308,-12395,536,335,,7,335000
439,-6129,510,718,,7,718000
1820,-4839,233,985,,7,985000
711,-4698,532,892,,7,892000
2850,-5143,324,964,,7,964000
285,-16101,550,423,,7,423000
570,-2487,474,948,,7,948000
361,-5199,534,704,,7,704000
1140,-6002,282,843,,7,843000
341,-7730,770,472,,7,472000
284,-6080,568,686,,7,686000
1590,-7031,424,570,,7,570000
543,-7495,543,944,,7,944000
476,-9919,666,936,,7,936000
326,-8704,579,669,,7,669000
432,-9937,453,776,,7,776000
430,-6103,200,860,,7,860000
540,-4281,616,839,,7,839000
428,-10103,288,620,,7,620000
362,-4236,559,845,,7,845000
313,-5109,768,829,,7,829000
460,-3463,554,806,,7,806000
331,-4678,595,844,,7,844000
458,-6304,495,731,,7,731000
369,-6416,582,338,,7,338000
1210,-2487,531,908,,7,908000
1350,-8770,329,974,,7,974000
384,-10793,565,615,,7,615000
751,-6615,259,920,,7,920000
618,-5791,527,980,,7,980000
684,-6091,606,679,,7,679000
312,-5048,576,856,,7,856000
548,-4408,338,932,,7,932000
879,-5140,275,933,,7,933000
309,-8431,377,615,,7,615000
784,-5533,371,921,,7,921000
933,-4670,480,879,,7,879000
827,-3700,300,917,,7,917000
637,-5471,710,805,,7,805000
402,-2553,542,872,,7,872000
386,-13028,578,198,,7,198000
576,-4826,150,873,,7,873000
434,-14485,617,461,,7,461000
640,-4341,558,924,,7,924000
639,-8192,501,813,,7,813000
390,-6023,593,854,,7,854000
839,-6104,342,755,,7,755000
808,-3651,458,980,,7,980000
1210,-3517,507,990,,7,990000
452,-3356,595,950,,7,950000
521,-3618,646,820,,7,820000
491,-5436,717,577,,7,577000
1110,-4921,272,909,,7,909000
286,-11476,501,251,,7,251000
432,-5356,276,715,,7,715000
301,-8071,525,537,,7,537000
321,-7393,765,502,,7,502000
768,-8045,515,534,,7,534000
854,-4647,269,853,,7,853000
581,-11011,519,604,,7,604000
489,-2912,747,842,,7,842000
405,-9593,426,520,,7,520000
558,-5497,419,695,,7,695000
559,-6698,612,622,,7,622000
423,-6480,503,685,,7,685000
428,-15881,694,394,,7,394000
613,-8123,721,521,,7,521000
530,-15648,635,686,,7,686000
313,-4413,720,747,,7,747000
383,-11117,503,825,,7,825000
272,-4119,635,637,,7,637000
986,-6641,358,753,,7,753000
464,-4037,505,987,,7,987000
310,-14131,740,554,,7,554000
515,-3970,598,911,,7,911000
264,-6589,485,610,,7,610000
396,-4271,436,809,,7,809000
565,-3793,715,931,,7,931000
275,-11794,554,167,,7,167000
580,-9186,412,782,,7,782000
315,-3738,472,849,,7,849000
293,-4974,405,643,,7,643000
319,-5457,505,928,,7,928000
406,-4056,566,895,,7,895000
1040,-3981,440,849,,7,849000
354,-7136,635,551,,7,551000
660,-5204,481,940,,7,940000
688,-7419,391,951,,7,951000
1640,-3074,591,959,,7,959000
943,-6237,572,747,,7,747000
303,-5397,624,451,,7,451000
321,-12698,634,365,,7,365000
535,-13953,717,588,,7,588000
697,-5634,487,797,,7,797000
865,-10478,567,651,,7,651000
364,-4004,516,780,,7,780000
850,-7529,654,801,,7,801000
470,-7981,327,881,,7,881000
297,-10255,309,414,,7,414000
390,-6117,365,778,,7,778000
342,-6785,632,743,,7,743000
719,-2631,522,900,,7,900000
538,-4280,491,966,,7,966000
774,-2881,550,936,,7,936000
475,-5328,446,848,,7,848000
333,-6436,672,792,,7,792000
339,-4538,409,932,,7,932000
908,-2553,393,878,,7,878000
560,-8612,513,818,,7,818000
350,-9079,498,448,,7,448000
353,-5077,544,924,,7,924000
632,-8671,262,777,,7,777000
1440,-6501,325,838,,7,838000
629,-7052,267,940,,7,940000
816,-912,492,975,,7,975000
295,-8711,794,613,,7,613000
499,-6706,378,724,,7,724000
428,-4368,588,902,,7,902000
361,-5559,590,762,,7,762000
2010,-4011,198,954,,7,954000
618,-7082,368,626,,7,626000
277,-6470,605,700,,7,700000
350,-4112,583,889,,7,889000
332,-3959,475,807,,7,807000
498,-7687,477,648,,7,648000
887,-7879,603,868,,7,868000
303,-4896,675,575,,7,575000
319,-4396,497,788,,7,788000
484,-4486,470,907,,7,907000
1000,-6602,602,849,,7,849000
594,-7863,565,769,,7,769000
580,-3955,604,932,,7,932000
333,-4193,338,851,,7,851000
575,-7443,465,979,,7,979000
610,-6399,669,543,,7,543000
1020,-2064,372,997,,7,997000
547,-2792,364,968,,7,968000
630,-4619,516,971,,7,971000
626,-2672,503,960,,7,960000
1270,-4075,633,788,,7,788000
377,-8821,277,663,,7,663000
356,-4569,677,870,,7,870000
1850,-3781,378,925,,7,925000
272,-8709,431,371,,7,371000
359,-4722,319,866,,7,866000
970,-2641,229,888,,7,888000
884,-3348,370,933,,7,933000
1030,-3796,427,965,,7,965000
1270,-4075,633,788,,7,788000
374,-4846,548,869,,7,869000
304,-9050,741,580,,7,580000
853,-7519,594,813,,7,813000
578,-5356,355,949,,7,949000
338,-6956,512,872,,7,872000
510,-4905,573,927,,7,927000
319,-7483,588,667,,7,667000
433,-7115,491,890,,7,890000
548,-4692,554,849,,7,849000
1040,-6632,479,917,,7,917000
931,-8604,532,889,,7,889000
609,-6326,209,951,,7,951000
489,-2912,747,842,,7,842000
891,-6485,614,885,,7,885000
290,-3880,572,714,,7,714000
412,-8090,595,604,,7,604000
431,-7038,477,699,,7,699000
3020,-5218,754,759,,7,759000
452,-5358,531,818,,7,818000
1230,-3076,412,978,,7,978000
1230,-3570,388,978,,7,978000
402,-12924,316,535,,7,535000
816,-6106,560,946,,7,946000
459,-14686,369,504,,7,504000
355,-11886,680,665,,7,665000
675,-8489,693,514,,7,514000
526,-5428,643,849,,7,849000
393,-7886,494,951,,7,951000
377,-5695,346,768,,7,768000
295,-10906,644,337,,7,337000
330,-3352,512,879,,7,879000
387,-4701,282,932,,7,932000
407,-3789,495,949,,7,949000
1500,-5464,589,797,,7,797000
2100,-6788,675,806,,7,806000
784,-5533,371,921,,7,921000
268,-8039,358,468,,7,468000
319,-9335,666,608,,7,608000
1620,-4830,253,924,,7,924000
431,-7288,263,759,,7,759000
624,-3006,505,911,,7,911000
708,-4167,555,927,,7,927000
308,-5498,513,807,,7,807000
735,-4628,561,966,,7,966000
264,-8093,565,406,,7,406000
1070,-3582,578,905,,7,905000
1760,-4794,213,934,,7,934000
381,-2776,463,836,,7,836000
442,-8874,291,667,,7,667000
290,-10057,307,433,,7,433000
696,-5119,366,940,,7,940000
329,-5418,276,658,,7,658000
386,-5928,491,839,,7,839000
524,-3462,361,902,,7,902000
317,-6522,384,735,,7,735000
870,-4354,498,939,,7,939000
1730,-4774,446,778,,7,778000
1660,-3407,610,974,,7,974000
290,-3880,572,714,,7,714000
562,-3299,648,931,,7,931000
260,-7044,494,575,,7,575000
370,-6088,512,655,,7,655000
615,-5765,536,845,,7,845000
516,-5482,801,548,,7,548000
1320,-4838,468,902,,7,902000
483,-5986,668,645,,7,645000
585,-10061,577,464,,7,464000
450,-6837,663,680,,7,680000
268,-7618,585,425,,7,425000
750,-5576,378,638,,7,638000
292,-11247,379,396,,7,396000
805,-4594,509,890,,7,890000
373,-7135,424,724,,7,724000
1490,-3326,247,984,,7,984000
1980,-7008,747,662,,7,662000
275,-13925,420,330,,7,330000
363,-4716,669,819,,7,819000
422,-6940,704,792,,7,792000
355,-5731,517,939,,7,939000
252,-6817,557,533,,7,533000
433,-4526,351,865,,7,865000
374,-8807,545,603,,7,603000
483,-4821,650,886,,7,886000
754,-5270,533,905,,7,905000
590,-3502,515,911,,7,911000
421,-4893,144,772,,7,772000
545,-6398,596,951,,7,951000
794,-7401,332,943,,7,943000
347,-6219,699,670,,7,670000
387,-5309,521,881,,7,881000
273,-12032,509,623,,7,623000
323,-7459,752,315,,7,315000
374,-7516,640,663,,7,663000
342,-4798,632,760,,7,760000
391,-7201,620,848,,7,848000
546,-5728,329,905,,7,905000
282,-21216,596,134,,7,134000
296,-9916,555,336,,7,336000
333,-12904,607,477,,7,477000
318,-8206,359,652,,7,652000
1200,-7486,358,893,,7,893000
294,-10186,458,502,,7,502000
340,-8109,589,696,,7,696000
253,-10018,608,358,,7,358000
321,-7909,442,615,,7,615000
295,-7369,724,728,,7,728000
335,-6396,378,611,,7,611000
2040,-5052,556,661,,7,661000
2650,-4942,294,970,,7,970000
325,-8378,240,548,,7,548000
572,-5993,579,890,,7,890000
388,-10294,653,668,,7,668000
271,-5451,671,667,,7,667000
557,-8285,418,761,,7,761000
374,-6087,553,707,,7,707000
289,-7125,519,702,,7,702000
354,-8662,499,760,,7,760000
344,-7378,597,646,,7,646000
344,-5682,401,933,,7,933000
432,-8373,488,408,,7,408000
645,-2008,404,876,,7,876000
288,-9263,334,636,,7,636000
255,-6517,432,389,,7,389000
336,-12077,387,182,,7,182000
555,-6051,472,752,,7,752000
419,-6258,395,764,,7,764000
408,-4025,465,919,,7,919000
691,-2879,251,954,,7,954000
393,-3329,488,879,,7,879000
446,-3327,421,823,,7,823000
333,-7213,583,855,,7,855000
315,-3755,524,912,,7,912000
425,-7957,613,720,,7,720000
463,-7927,349,672,,7,672000
271,-8660,481,535,,7,535000
536,-5390,564,911,,7,911000
448,-4599,554,920,,7,920000
342,-14361,686,127,,7,127000
1270,-3989,526,803,,7,803000
382,-13084,323,525,,7,525000
392,-8147,531,810,,7,810000
1300,-4789,584,957,,7,957000
294,-8808,443,415,,7,415000
407,-4066,378,896,,7,896000
1640,-3074,591,959,,7,959000
727,-11240,608,634,,7,634000
609,-4091,553,828,,7,828000
401,-2850,541,976,,7,976000
1050,-5458,454,957,,7,957000
264,-15067,539,306,,7,306000
240,-6218,547,536,,7,536000
533,-3294,208,498,,7,498000
849,-3104,381,918,,7,918000
283,-6338,686,737,,7,737000
664,-3880,403,903,,7,903000
360,-7340,645,792,,7,792000
354,-3170,433,851,,7,851000
522,-5453,484,833,,7,833000
341,-6104,492,478,,7,478000
442,-14154,534,334,,7,334000
570,-12748,471,576,,7,576000
307,-7442,718,676,,7,676000
399,-6455,745,471,,7,471000
271,-6660,595,489,,7,489000
274,-5075,585,556,,7,556000
618,-3897,433,885,,7,885000
355,-8265,644,652,,7,652000
365,-4118,374,792,,7,792000
324,-5750,707,615,,7,615000
812,-4771,536,927,,7,927000
622,-4448,475,844,,7,844000
258,-11191,596,481,,7,481000
1190,-7316,692,497,,7,497000
1660,-5492,631,804,,7,804000
1330,-6629,701,844,,7,844000
563,-5201,390,830,,7,830000
801,-5017,207,961,,7,961000
1150,-3583,461,825,,7,825000
483,-5986,668,645,,7,645000
537,-3094,285,801,,7,801000
273,-7560,664,613,,7,613000
868,-3197,545,815,,7,815000
1690,-6105,285,955,,7,955000
338,-4054,509,774,,7,774000
467,-11603,415,593,,7,593000
312,-8986,605,551,,7,551000
307,-6361,405,756,,7,756000
486,-6020,736,796,,7,796000
960,-5106,429,980,,7,980000
367,-6894,559,875,,7,875000
282,-7110,449,316,,7,316000
368,-6890,495,787,,7,787000
735,-3677,517,906,,7,906000
630,-5011,466,981,,7,981000
1080,-9527,734,547,,7,547000
411,-5298,484,741,,7,741000
600,-16594,678,163,,7,163000
688,-7419,391,951,,7,951000
234,-10117,364,450,,7,450000
705,-4745,367,872,,7,872000
427,-5446,644,940,,7,940000
343,-5682,637,717,,7,717000
558,-8185,187,913,,7,913000
320,-9793,188,516,,7,516000
264,-6404,547,693,,7,693000
369,-13553,547,691,,7,691000
1200,-4563,525,578,,7,578000
296,-6371,521,527,,7,527000
334,-9099,631,589,,7,589000
751,-8069,447,954,,7,954000
439,-7111,643,619,,7,619000
606,-2967,506,921,,7,921000
913,-3008,430,942,,7,942000
525,-4657,525,930,,7,930000
1940,-6107,486,495,,7,495000
3610,-3133,408,967,,7,967000
424,-13832,611,507,,7,507000
382,-23455,607,142,,7,142000
471,-3814,434,893,,7,893000
417,-3075,446,811,,7,811000
499,-7163,718,890,,7,890000
356,-12233,852,273,,7,273000
261,-8516,767,568,,7,568000
917,-2279,493,986,,7,986000
487,-5341,586,840,,7,840000
496,-8810,545,670,,7,670000
316,-5242,588,856,,7,856000
563,-5424,569,905,,7,905000
3380,-7904,410,763,,7,763000
345,-9840,601,522,,7,522000
4050,-11600,412,902,,7,902000
831,-9221,395,453,,7,453000
514,-4073,361,844,,7,844000
991,-4963,227,962,,7,962000
539,-7102,427,312,,7,312000
285,-7749,385,342,,7,342000
452,-6885,508,564,,7,564000
837,-3822,472,922,,7,922000
278,-9423,532,433,,7,433000
946,-3819,385,944,,7,944000
678,-7779,655,812,,7,812000
805,-6728,547,820,,7,820000
845,-7726,476,943,,7,943000
1040,-8232,376,721,,7,721000
1750,-5956,367,903,,7,903000
582,-7407,673,673,,7,673000
743,-4590,409,816,,7,816000
347,-9541,578,515,,7,515000
5150,-11965,619,450,,7,450000
298,-5003,672,755,,7,755000
291,-5488,441,710,,7,710000
369,-9556,472,630,,7,630000
441,-6560,382,675,,7,675000
362,-4756,457,804,,7,804000
688,-5275,525,694,,7,694000
434,-5134,731,675,,7,675000
494,-7853,431,777,,7,777000
303,-7066,568,829,,7,829000
334,-4702,411,702,,7,702000
354,-4886,504,772,,7,772000
680,-3840,190,901,,7,901000
1850,-4439,428,957,,7,957000
1460,-4866,696,830,,7,830000
574,-4730,478,925,,7,925000
303,-8029,719,529,,7,529000
467,-5562,383,916,,7,916000
298,-6700,630,788,,7,788000
564,-4556,502,912,,7,912000
735,-3677,517,906,,7,906000
349,-7933,241,589,,7,589000
305,-6693,590,551,,7,551000
346,-15179,788,380,,7,380000
348,-3911,396,813,,7,813000
319,-12748,348,686,,7,686000
525,-4489,551,819,,7,819000
362,-4756,457,804,,7,804000
656,-8097,670,716,,7,716000
280,-11101,466,648,,7,648000
388,-8351,270,736,,7,736000
2490,-4953,823,844,,7,844000
754,-3348,482,883,,7,883000
369,-5648,477,771,,7,771000
264,-10133,614,474,,7,474000
379,-6083,604,818,,7,818000
335,-6965,556,808,,7,808000
595,-3151,364,964,,7,964000
1150,-4448,281,941,,7,941000
357,-6556,532,833,,7,833000
832,-12824,787,472,,7,472000
565,-13285,388,410,,7,410000
445,-4748,546,857,,7,857000
267,-10298,486,449,,7,449000
716,-5194,502,941,,7,941000
1230,-3572,460,984,,7,984000
282,-5631,736,745,,7,745000
437,-5576,482,829,,7,829000
339,-16280,328,232,,7,232000
313,-11754,428,436,,7,436000
1030,-4265,630,902,,7,902000
1640,-3074,591,959,,7,959000
1250,-5384,529,885,,7,885000
351,-5364,516,561,,7,561000
367,-5541,413,881,,7,881000
378,-10961,380,760,,7,760000
409,-4946,512,780,,7,780000
276,-9744,828,492,,7,492000
586,-3209,402,873,,7,873000
392,-4746,795,710,,7,710000
506,-7045,672,738,,7,738000
883,-6749,362,819,,7,819000
563,-5201,390,830,,7,830000
286,-2135,428,599,,7,599000
489,-7515,573,910,,7,910000
421,-5590,240,864,,7,864000
984,-4415,646,861,,7,861000
1260,-4054,238,946,,7,946000
568,-7682,600,761,,7,761000
764,-3079,548,965,,7,965000
440,-16580,285,322,,7,322000
1080,-3391,286,954,,7,954000
575,-6727,797,872,,7,872000
360,-5679,371,758,,7,758000
696,-12021,415,647,,7,647000
773,-5636,480,978,,7,978000
1170,-7293,234,947,,7,947000
308,-3864,783,878,,7,878000
335,-7790,380,691,,7,691000
1020,-4458,330,942,,7,942000
307,-9822,550,618,,7,618000
1420,-6709,649,824,,7,824000
291,-7963,370,576,,7,576000
521,-5473,312,818,,7,818000
578,-7059,604,905,,7,905000
452,-5608,553,837,,7,837000
500,-3835,566,963,,7,963000
1170,-8022,489,505,,7,505000
571,-1558,473,963,,7,963000
816,-3306,361,991,,7,991000
363,-6322,674,611,,7,611000
535,-6253,466,877,,7,877000
305,-13188,149,243,,7,243000
1840,-7291,412,919,,7,919000
1070,-4038,404,980,,7,980000
788,-6268,527,790,,7,790000
268,-6595,552,645,,7,645000
243,-4997,526,665,,7,665000
310,-6315,529,714,,7,714000
482,-4534,236,846,,7,846000
347,-11331,615,376,,7,376000
714,-5478,343,739,,7,739000
811,-5420,583,573,,7,573000
411,-6443,480,792,,7,792000
349,-4004,592,901,,7,901000
1120,-5494,470,862,,7,862000
477,-6308,440,905,,7,905000
442,-4863,422,878,,7,878000
385,-9398,644,467,,7,467000
838,-3259,591,947,,7,947000
362,-12438,535,432,,7,432000
564,-4556,502,912,,7,912000
421,-5157,498,830,,7,830000
656,943,402,962,,7,962000
752,-4103,217,905,,7,905000
377,-5044,812,645,,7,645000
465,-7499,656,560,,7,560000
1320,-3312,473,985,,7,985000
547,-4692,477,917,,7,917000
1270,-4075,633,788,,7,788000
740,-5174,582,642,,7,642000
354,-7365,801,930,,7,930000
248,-5225,605,561,,7,561000
1060,-5963,710,821,,7,821000
350,-6094,585,800,,7,800000
567,-8699,563,661,,7,661000
321,-4046,550,874,,7,874000
309,-8375,279,473,,7,473000
297,-6520,540,847,,7,847000
291,-7970,565,356,,7,356000
540,-10709,475,728,,7,728000
317,-6219,572,835,,7,835000
300,-4826,502,816,,7,816000
341,-7567,299,578,,7,578000
344,-5990,687,890,,7,890000
542,-4797,570,844,,7,844000
1830,-3717,458,990,,7,990000
561,-4797,473,898,,7,898000
554,-10068,564,932,,7,932000
309,-4642,558,842,,7,842000
712,-1823,402,976,,7,976000
256,-9198,464,875,,7,875000
1070,-7083,350,866,,7,866000
446,-10403,280,276,,7,276000
293,-6179,570,587,,7,587000
471,-5157,573,818,,7,818000
335,-9286,330,469,,7,469000
1160,-6384,510,789,,7,789000
1110,-4222,469,951,,7,951000
444,-3175,614,910,,7,910000
309,-8813,558,615,,7,615000
511,-6198,443,956,,7,956000
827,-1798,508,912,,7,912000
361,-8172,355,379,,7,379000
449,-4225,454,778,,7,778000
250,-11864,341,324,,7,324000
614,-6672,820,827,,7,827000
302,-10666,656,494,,7,494000
998,-6168,610,683,,7,683000
366,-16852,320,355,,7,355000
2400,-6036,671,643,,7,643000
777,-7956,494,713,,7,713000
633,-3236,523,957,,7,957000
756,-4373,463,908,,7,908000
601,-10710,543,912,,7,912000
338,-4917,467,814,,7,814000
434,-4991,346,785,,7,785000
304,-9865,365,525,,7,525000
504,-5240,502,656,,7,656000
833,-3123,500,949,,7,949000
290,-10057,307,433,,7,433000
4730,-7927,284,789,,7,789000
585,-5914,417,914,,7,914000
315,-10163,475,423,,7,423000
478,-3170,452,916,,7,916000
264,-13808,467,381,,7,381000
430,-5340,462,859,,7,859000
317,-8467,509,702,,7,702000
400,-5236,364,776,,7,776000
528,-4984,657,913,,7,913000
344,-6158,584,931,,7,931000
846,-6873,652,794,,7,794000
541,-5511,231,792,,7,792000
405,-6949,487,427,,7,427000
1010,-7805,691,822,,7,822000
800,-5746,506,909,,7,909000
296,-8241,620,701,,7,701000
265,-9574,341,416,,7,416000
283,-7896,448,796,,7,796000
730,-6984,368,966,,7,966000
674,-10490,632,559,,7,559000
895,-4814,477,906,,7,906000
321,-6839,482,721,,7,721000
665,-2087,600,915,,7,915000
1040,-3969,586,920,,7,920000
505,-2920,470,806,,7,806000
293,-13448,774,497,,7,497000
360,-11669,677,304,,7,304000
518,-3509,611,950,,7,950000
807,-7325,594,718,,7,718000
338,-4708,599,787,,7,787000
298,-9327,490,432,,7,432000
302,-4417,446,807,,7,807000
302,-7844,475,432,,7,432000
601,-8477,557,800,,7,800000
886,-7049,200,869,,7,869000
430,-7597,336,839,,7,839000
331,-7784,484,711,,7,711000
268,-5867,688,846,,7,846000
253,-6923,745,572,,7,572000
1470,-7668,628,567,,7,567000
496,-2523,245,974,,7,974000
392,-7237,323,577,,7,577000
