speechiness,loudness,danceability,energy,,target,
657,-5181,625,814,,7,814000
623,-9180,404,720,,7,720000
1900,-5590,532,678,,7,678000
2070,-1343,506,993,,7,993000
497,-5047,330,905,,7,905000
580,-8965,822,464,,7,464000
458,-5004,682,736,,7,736000
786,-4845,434,977,,7,977000
565,-4694,628,576,,7,576000
608,-9158,439,691,,7,691000
4340,-4468,244,934,,7,934000
273,-6557,548,709,,7,709000
884,-11292,704,896,,7,896000
367,-5541,413,881,,7,881000
775,-4046,602,905,,7,905000
509,-4006,526,882,,7,882000
435,-5638,383,970,,7,970000
819,-4338,479,844,,7,844000
620,-9326,757,868,,7,868000
301,-2658,426,899,,7,899000
422,-3659,510,963,,7,963000
832,-12824,787,472,,7,472000
635,-4012,423,940,,7,940000
775,-4808,467,958,,7,958000
535,-17180,654,506,,7,506000
2170,-3496,191,948,,7,948000
587,-5217,251,780,,7,780000
489,-2912,747,842,,7,842000
568,-4682,366,894,,7,894000
259,-5385,662,730,,7,730000
517,-3712,381,896,,7,896000
346,-4990,527,695,,7,695000
368,-7036,628,601,,7,601000
648,-15180,450,340,,7,340000
487,-6672,481,747,,7,747000
650,-6654,674,831,,7,831000
326,-4703,547,812,,7,812000
539,-11225,611,883,,7,883000
319,-7495,395,727,,7,727000
297,-12280,430,269,,7,269000
420,-5180,394,833,,7,833000
390,-4745,475,776,,7,776000
1100,-5231,518,729,,7,729000
1320,-4838,468,902,,7,902000
1200,-5683,259,964,,7,964000
893,-4048,431,915,,7,915000
295,-5782,584,521,,7,521000
799,-7828,726,463,,7,463000
369,-13553,547,691,,7,691000
320,-7090,551,724,,7,724000
927,-8497,629,846,,7,846000
485,-6133,392,891,,7,891000
401,-6293,387,597,,7,597000
352,-8367,489,724,,7,724000
359,-6322,383,828,,7,828000
445,-6645,440,719,,7,719000
682,-7300,544,848,,7,848000
399,-6887,546,760,,7,760000
252,-6029,704,636,,7,636000
1050,-3341,510,980,,7,980000
258,-6151,526,761,,7,761000
904,-4099,583,881,,7,881000
358,-9897,341,873,,7,873000
483,-11887,477,479,,7,479000
309,-13606,376,353,,7,353000
363,-9558,586,700,,7,700000
456,-3489,450,879,,7,879000
388,-6566,490,581,,7,581000
303,-7066,568,829,,7,829000
272,-5326,651,729,,7,729000
307,-9822,550,618,,7,618000
450,-6284,547,937,,7,937000
303,-6661,522,635,,7,635000
535,-17180,654,506,,7,506000
325,-17696,712,86.2,,7,86200
925,-2285,474,971,,7,971000
468,-4086,631,793,,7,793000
420,-6090,546,619,,7,619000
560,-3400,374,922,,7,922000
785,-16793,549,133,,7,133000
310,-6849,404,514,,7,514000
4890,-3837,520,967,,7,967000
331,-7294,358,671,,7,671000
451,-7467,735,836,,7,836000
593,-14934,601,257,,7,257000
613,-5157,505,947,,7,947000
315,-6298,559,881,,7,881000
487,-6387,454,885,,7,885000
789,-3797,455,903,,7,903000
843,-7779,720,494,,7,494000
510,-4639,358,866,,7,866000
321,-5634,621,892,,7,892000
446,-5584,768,774,,7,774000
638,-6654,261,964,,7,964000
545,-5373,598,853,,7,853000
366,-9581,490,724,,7,724000
299,-4563,470,709,,7,709000
274,-5813,490,652,,7,652000
1000,-4261,423,984,,7,984000
368,-8920,324,416,,7,416000
837,-2384,240,938,,7,938000
331,-6643,221,586,,7,586000
414,-7871,261,703,,7,703000
793,-3138,611,950,,7,950000
385,-17069,558,529,,7,529000
350,-11952,544,265,,7,265000
332,-4479,366,726,,7,726000
4460,-846,447,988,,7,988000
315,-5102,382,702,,7,702000
339,-12049,338,340,,7,340000
632,-13289,338,660,,7,660000
1280,-3600,570,891,,7,891000
575,-6727,797,872,,7,872000
279,-10946,444,554,,7,554000
480,-5797,598,662,,7,662000
424,-3553,507,883,,7,883000
472,-5994,543,878,,7,878000
395,-11985,498,515,,7,515000
1440,-6644,361,985,,7,985000
377,-10536,605,574,,7,574000
513,-10532,401,556,,7,556000
318,-10293,738,486,,7,486000
539,-11225,611,883,,7,883000
542,-1945,481,973,,7,973000
329,-7127,716,686,,7,686000
301,-8902,144,288,,7,288000
271,-5745,574,739,,7,739000
315,-8305,399,590,,7,590000
290,-10205,673,581,,7,581000
290,-4692,647,710,,7,710000
338,-15763,495,176,,7,176000
804,-6061,706,592,,7,592000
769,-2789,417,977,,7,977000
302,-13799,576,519,,7,519000
510,-8079,459,698,,7,698000
384,-3879,370,866,,7,866000
270,-6857,328,447,,7,447000
454,-5989,508,844,,7,844000
1120,-5993,300,957,,7,957000
373,-7893,692,598,,7,598000
482,-7373,596,901,,7,901000
320,-6454,476,764,,7,764000
303,-5857,487,785,,7,785000
447,-14686,581,163,,7,163000
374,-5088,768,523,,7,523000
584,-5870,556,864,,7,864000
1420,-5184,648,867,,7,867000
631,-5621,516,700,,7,700000
415,-5941,552,564,,7,564000
329,-11540,414,310,,7,310000
423,-13083,724,498,,7,498000
570,-2487,474,948,,7,948000
306,-6285,548,640,,7,640000
527,-7039,659,882,,7,882000
615,-2356,547,931,,7,931000
423,-5124,432,751,,7,751000
543,-3478,568,971,,7,971000
454,-7299,591,804,,7,804000
634,-8532,534,868,,7,868000
685,-3055,491,917,,7,917000
722,-5412,641,828,,7,828000
416,-7744,741,711,,7,711000
1010,-7649,359,949,,7,949000
1750,-5747,507,723,,7,723000
329,-4899,664,726,,7,726000
294,-5461,456,708,,7,708000
384,-4364,601,723,,7,723000
598,-6821,561,604,,7,604000
401,-3484,465,830,,7,830000
1160,-6465,743,836,,7,836000
1690,-3806,685,777,,7,777000
367,-5541,413,881,,7,881000
553,-10311,581,505,,7,505000
396,-11578,627,438,,7,438000
493,-7688,611,860,,7,860000
346,-10184,683,751,,7,751000
621,-7533,563,860,,7,860000
1600,-3915,548,971,,7,971000
777,-4462,369,835,,7,835000
494,-6588,279,899,,7,899000
334,-7073,709,783,,7,783000
305,-9822,472,735,,7,735000
277,-6470,605,700,,7,700000
257,-8790,469,447,,7,447000
1580,-4038,606,749,,7,749000
479,-4807,285,737,,7,737000
419,-4040,429,974,,7,974000
273,-11142,492,383,,7,383000
490,-4613,729,989,,7,989000
592,-7688,464,803,,7,803000
666,-8323,610,819,,7,819000
737,-2189,334,957,,7,957000
367,-4606,556,920,,7,920000
3310,-5893,590,771,,7,771000
488,-2425,524,896,,7,896000
378,-2815,517,909,,7,909000
653,-3558,549,942,,7,942000
289,-5983,606,749,,7,749000
269,-6749,631,763,,7,763000
324,-11626,461,190,,7,190000
713,-5009,393,913,,7,913000
346,-6606,522,812,,7,812000
355,-5731,517,939,,7,939000
1430,-3347,214,931,,7,931000
344,-10841,556,297,,7,297000
835,-4722,428,877,,7,877000
482,-10231,570,635,,7,635000
373,-10764,541,677,,7,677000
351,-12066,652,655,,7,655000
370,-6935,539,887,,7,887000
1190,-7316,692,497,,7,497000
313,-7602,385,395,,7,395000
330,-4365,544,756,,7,756000
562,-4537,432,936,,7,936000
913,-5582,493,908,,7,908000
949,-5732,498,685,,7,685000
356,-15624,735,385,,7,385000
265,-6627,555,553,,7,553000
460,-5607,425,852,,7,852000
506,-14611,565,495,,7,495000
270,-7620,407,330,,7,330000
566,450,378,951,,7,951000
348,-9796,820,452,,7,452000
968,-5411,744,871,,7,871000
391,-2552,424,944,,7,944000
1040,-3487,356,960,,7,960000
837,-3822,472,922,,7,922000
312,-10720,434,327,,7,327000
381,-5931,617,557,,7,557000
512,-2825,528,942,,7,942000
1820,-7135,778,630,,7,630000
642,-7207,625,778,,7,778000
366,-9581,490,724,,7,724000
1240,-8984,344,809,,7,809000
316,-8604,425,681,,7,681000
610,-6042,398,952,,7,952000
313,-5118,420,813,,7,813000
360,-6710,436,819,,7,819000
391,-4011,506,907,,7,907000
433,-13126,421,661,,7,661000
3910,-8910,615,752,,7,752000
260,-3545,439,709,,7,709000
583,-8330,522,631,,7,631000
1450,-3478,417,950,,7,950000
447,-3381,191,829,,7,829000
544,-4120,395,756,,7,756000
384,-12590,684,481,,7,481000
278,-11411,455,437,,7,437000
1170,-3173,325,903,,7,903000
611,-5876,677,743,,7,743000
1710,-3358,603,933,,7,933000
869,-5405,476,798,,7,798000
243,-6528,677,740,,7,740000
285,-7833,662,682,,7,682000
411,-4028,576,864,,7,864000
322,-3972,648,564,,7,564000
1150,-4426,142,920,,7,920000
656,-2298,601,946,,7,946000
508,-8086,449,863,,7,863000
3870,-5535,329,987,,7,987000
266,-5400,466,536,,7,536000
355,-4112,565,887,,7,887000
438,-4117,527,851,,7,851000
2740,-3438,537,920,,7,920000
426,-4272,665,875,,7,875000
809,-8788,519,770,,7,770000
358,-10071,587,252,,7,252000
443,-11288,333,547,,7,547000
390,-6821,740,606,,7,606000
285,-11822,540,429,,7,429000
898,-7240,417,630,,7,630000
944,-6900,761,525,,7,525000
476,-7595,488,862,,7,862000
407,-22170,206,75.8,,7,75800
2610,-2693,451,889,,7,889000
411,-9232,428,535,,7,535000
421,-8541,290,711,,7,711000
619,-6094,584,804,,7,804000
299,-5453,438,798,,7,798000
309,-5411,442,746,,7,746000
633,-5792,582,762,,7,762000
283,-3629,700,864,,7,864000
294,-5667,630,768,,7,768000
495,-3904,625,850,,7,850000
274,-11640,740,333,,7,333000
448,-4306,262,940,,7,940000
348,-4262,639,792,,7,792000
286,-8349,506,378,,7,378000
570,-12294,528,694,,7,694000
877,-7019,406,811,,7,811000
460,-3369,566,969,,7,969000
737,-4596,355,867,,7,867000
345,-9781,494,693,,7,693000
575,-3774,473,845,,7,845000
1660,-5216,561,928,,7,928000
286,-7264,654,843,,7,843000
286,-2135,428,599,,7,599000
552,-5964,391,791,,7,791000
448,-7766,454,910,,7,910000
400,-4656,556,881,,7,881000
1570,-3636,401,969,,7,969000
665,-3880,404,902,,7,902000
398,-4933,531,711,,7,711000
304,-6249,574,625,,7,625000
1030,-3934,623,947,,7,947000
269,-4884,485,788,,7,788000
348,-7209,107,570,,7,570000
422,-10131,353,725,,7,725000
269,-8847,576,519,,7,519000
775,-4808,467,958,,7,958000
353,-6079,696,749,,7,749000
286,-9700,300,627,,7,627000
436,-13126,451,364,,7,364000
321,-7445,606,679,,7,679000
522,-8520,554,915,,7,915000
436,-6228,503,895,,7,895000
302,-15572,318,303,,7,303000
410,-8739,235,675,,7,675000
756,-6076,390,920,,7,920000
337,-11141,431,666,,7,666000
316,-9342,389,476,,7,476000
2080,-9224,407,834,,7,834000
357,-6289,411,458,,7,458000
719,-2637,434,955,,7,955000
371,-4801,546,782,,7,782000
380,-2353,162,786,,7,786000
285,-10014,523,602,,7,602000
436,-7900,591,856,,7,856000
323,-12225,400,520,,7,520000
1330,-6051,513,970,,7,970000
915,-7470,804,693,,7,693000
342,-17564,593,83.5,,7,83500
321,-11170,405,556,,7,556000
849,-8499,472,626,,7,626000
381,-5033,453,892,,7,892000
863,-3654,500,900,,7,900000
1270,-4075,633,788,,7,788000
341,-12663,526,763,,7,763000
445,-6696,633,766,,7,766000
409,-7015,725,614,,7,614000
455,-6199,649,914,,7,914000
920,-3982,461,897,,7,897000
1200,-7486,358,893,,7,893000
778,-2396,418,960,,7,960000
625,-5013,353,944,,7,944000
446,-4674,601,843,,7,843000
1090,-6480,469,862,,7,862000
318,-3681,423,748,,7,748000
273,-6389,601,576,,7,576000
617,-11093,482,202,,7,202000
335,-13180,645,598,,7,598000
511,-6501,563,874,,7,874000
305,-5328,283,643,,7,643000
448,-8518,450,738,,7,738000
398,-5138,433,946,,7,946000
291,-13394,616,505,,7,505000
439,-3238,434,891,,7,891000
535,-17180,654,506,,7,506000
258,-8187,657,658,,7,658000
274,-4530,560,595,,7,595000
552,-5762,457,648,,7,648000
622,-5099,738,683,,7,683000
262,-6679,605,772,,7,772000
451,-3755,551,980,,7,980000
281,-6320,460,586,,7,586000
634,-9718,567,576,,7,576000
341,-3842,263,753,,7,753000
2120,-4762,639,929,,7,929000
3030,-3622,359,981,,7,981000
403,-5786,547,767,,7,767000
574,-7845,499,523,,7,523000
446,-10514,728,513,,7,513000
1200,-4563,525,578,,7,578000
300,-5779,482,627,,7,627000
687,-6737,733,477,,7,477000
452,-5364,296,669,,7,669000
396,-9616,596,448,,7,448000
470,-5678,310,700,,7,700000
302,-6557,282,656,,7,656000
358,-19036,527,59.6,,7,59600
493,-15318,645,401,,7,401000
292,-5886,532,663,,7,663000
967,-5495,601,648,,7,648000
1010,-2728,596,938,,7,938000
501,-5631,502,867,,7,867000
670,-4223,188,844,,7,844000
329,-15806,424,290,,7,290000
418,-7514,365,466,,7,466000
288,-6260,654,810,,7,810000
1000,-4377,370,930,,7,930000
366,-8193,349,672,,7,672000
344,-4065,541,831,,7,831000
322,-5836,450,883,,7,883000
324,-5361,472,634,,7,634000
1270,-5815,169,932,,7,932000
561,-6260,314,778,,7,778000
528,-3357,472,951,,7,951000
386,-10750,480,902,,7,902000
320,-11312,772,275,,7,275000
333,-4345,412,852,,7,852000
288,-9775,593,425,,7,425000
780,-4974,320,713,,7,713000
648,-6093,567,964,,7,964000
678,-5469,525,850,,7,850000
481,-4003,423,885,,7,885000
349,-6790,519,747,,7,747000
298,-5856,547,514,,7,514000
2080,-5666,492,926,,7,926000
1910,-5841,522,769,,7,769000
798,-3312,176,974,,7,974000
1450,-5476,401,764,,7,764000
642,-4512,541,907,,7,907000
669,-1323,429,943,,7,943000
319,-5497,593,804,,7,804000
439,-6129,510,718,,7,718000
688,-8818,305,678,,7,678000
341,-6993,465,390,,7,390000
295,-8711,794,613,,7,613000
1580,-2740,357,940,,7,940000
475,-4632,505,833,,7,833000
1480,-4625,621,796,,7,796000
402,-21941,516,261,,7,261000
242,-11253,602,416,,7,416000
408,-9710,247,594,,7,594000
404,-8865,846,543,,7,543000
1320,-5715,201,989,,7,989000
310,-8277,634,630,,7,630000
278,-8977,535,667,,7,667000
435,-12881,860,500,,7,500000
2170,-3496,191,948,,7,948000
568,-4682,366,894,,7,894000
285,-10385,655,606,,7,606000
936,-6372,658,756,,7,756000
1060,-5185,512,943,,7,943000
1220,-4078,395,905,,7,905000
385,-4141,532,879,,7,879000
357,-11065,377,598,,7,598000
323,-8670,420,466,,7,466000
357,-8090,332,823,,7,823000
568,-9865,608,625,,7,625000
1550,-11369,742,483,,7,483000
828,-3529,309,889,,7,889000
709,-6533,295,715,,7,715000
557,-8430,573,590,,7,590000
612,-13936,952,301,,7,301000
321,-14248,768,331,,7,331000
473,-6915,349,827,,7,827000
735,-6136,525,922,,7,922000
470,-14314,315,383,,7,383000
277,-10205,527,418,,7,418000
454,-8478,410,804,,7,804000
248,-5551,450,591,,7,591000
317,-9451,457,909,,7,909000
288,-7193,571,719,,7,719000
1070,-5327,341,964,,7,964000
816,-912,492,975,,7,975000
460,-7502,601,484,,7,484000
288,-6925,529,523,,7,523000
667,-9518,743,699,,7,699000
289,-12400,437,552,,7,552000
1070,-4705,385,922,,7,922000
521,-3901,369,760,,7,760000
318,-10330,324,136,,7,136000
1410,-3654,337,976,,7,976000
758,-5613,383,892,,7,892000
615,-5765,536,845,,7,845000
1130,-3891,492,911,,7,911000
414,-2949,574,930,,7,930000
469,-10832,222,681,,7,681000
251,-7334,641,502,,7,502000
344,-5990,687,890,,7,890000
937,-3038,327,982,,7,982000
623,-4497,301,672,,7,672000
936,-5731,522,944,,7,944000
294,-6099,434,546,,7,546000
357,-11059,551,349,,7,349000
339,-6199,467,563,,7,563000
383,-3917,529,755,,7,755000
528,-6770,524,872,,7,872000
694,-2919,167,953,,7,953000
594,-3938,472,826,,7,826000
252,-6029,704,636,,7,636000
322,-5857,553,449,,7,449000
577,-5804,326,763,,7,763000
346,-5466,705,814,,7,814000
574,-4507,489,891,,7,891000
322,-16001,355,252,,7,252000
1230,-3823,475,956,,7,956000
328,-9949,652,302,,7,302000
328,-9653,511,517,,7,517000
302,-9730,587,653,,7,653000
427,-9576,533,727,,7,727000
442,-6965,628,786,,7,786000
530,-5870,599,816,,7,816000
339,-8280,661,901,,7,901000
279,-13264,503,469,,7,469000
1080,-3323,497,916,,7,916000
399,-5127,505,906,,7,906000
578,-3616,526,927,,7,927000
566,-11231,830,382,,7,382000
943,-6760,318,860,,7,860000
293,-12556,603,567,,7,567000
283,-9339,616,539,,7,539000
430,-3580,599,790,,7,790000
1110,-7808,586,989,,7,989000
457,-6976,482,807,,7,807000
608,-9058,464,655,,7,655000
294,-4970,399,854,,7,854000
288,-5051,515,809,,7,809000
685,-4063,426,934,,7,934000
264,-10133,614,474,,7,474000
511,-3499,521,856,,7,856000
277,-6991,671,876,,7,876000
432,-9072,431,927,,7,927000
474,-5672,696,922,,7,922000
316,-5369,770,655,,7,655000
718,-5768,721,711,,7,711000
491,-3267,398,920,,7,920000
417,-7474,742,898,,7,898000
370,-9979,271,481,,7,481000
706,-4327,129,962,,7,962000
596,-9370,636,684,,7,684000
315,-12610,699,514,,7,514000
810,-5142,292,927,,7,927000
609,-4866,384,863,,7,863000
450,-9883,624,773,,7,773000
376,-10505,875,407,,7,407000
611,-4461,614,938,,7,938000
1400,-4481,566,815,,7,815000
297,-10021,378,745,,7,745000
296,-6025,423,497,,7,497000
405,-6393,745,656,,7,656000
326,-11830,332,179,,7,179000
1060,-4326,723,927,,7,927000
510,-15699,494,311,,7,311000
300,-8407,575,857,,7,857000
596,-3913,506,832,,7,832000
465,-7499,656,560,,7,560000
306,-9796,497,357,,7,357000
372,-5323,597,666,,7,666000
615,-6451,519,737,,7,737000
377,-5148,396,781,,7,781000
1140,-3516,328,966,,7,966000
411,-7081,524,955,,7,955000
406,-7230,382,814,,7,814000
286,-7700,611,791,,7,791000
392,-7150,318,646,,7,646000
1350,-2680,532,992,,7,992000
312,-10070,754,366,,7,366000
461,-6745,415,782,,7,782000
298,-9647,567,666,,7,666000
1310,-4204,406,888,,7,888000
333,-13569,441,532,,7,532000
2340,-3645,545,998,,7,998000
255,-12145,596,605,,7,605000
316,-9342,389,476,,7,476000
258,-7874,385,393,,7,393000
282,-12633,533,360,,7,360000
616,-4293,452,862,,7,862000
376,-5924,601,698,,7,698000
388,-7263,448,695,,7,695000
258,-6509,573,778,,7,778000
286,-13553,575,274,,7,274000
788,-7972,266,740,,7,740000
1400,-4481,566,815,,7,815000
1730,-4774,446,778,,7,778000
444,-3544,324,883,,7,883000
280,-6333,505,799,,7,799000
251,-8366,630,772,,7,772000
302,-11350,391,684,,7,684000
1090,-7099,475,876,,7,876000
497,-14148,567,653,,7,653000
775,-9293,672,878,,7,878000
754,-3348,482,883,,7,883000
313,-6080,420,721,,7,721000
321,-7575,525,804,,7,804000
1460,-4330,289,841,,7,841000
652,-3635,584,876,,7,876000
2220,-2694,494,969,,7,969000
593,-4671,578,894,,7,894000
589,-5081,489,819,,7,819000
340,-7068,398,570,,7,570000
393,-6944,577,614,,7,614000
1880,-7135,511,670,,7,670000
612,-5024,459,931,,7,931000
303,-5857,487,785,,7,785000
351,-9743,494,666,,7,666000
292,-10044,565,564,,7,564000
471,-11267,585,676,,7,676000
558,-9583,826,436,,7,436000
691,-6728,546,900,,7,900000
327,-5651,540,639,,7,639000
379,-4090,410,950,,7,950000
590,-5553,511,882,,7,882000
676,-6903,674,789,,7,789000
1190,-6104,444,884,,7,884000
582,-9898,580,551,,7,551000
661,-3910,587,898,,7,898000
670,-11922,696,210,,7,210000
584,-4877,283,942,,7,942000
316,-4919,292,714,,7,714000
1200,-5633,277,956,,7,956000
362,-5749,511,868,,7,868000
1350,-6362,500,835,,7,835000
350,-6518,461,836,,7,836000
1510,-4830,438,987,,7,987000
306,-11440,353,321,,7,321000
308,-9110,316,484,,7,484000
383,-6901,532,736,,7,736000
1340,-2879,630,966,,7,966000
3510,-14064,721,539,,7,539000
324,-5787,413,725,,7,725000
414,-3572,358,750,,7,750000
436,-5853,290,751,,7,751000
1120,-12769,561,754,,7,754000
655,-6237,410,823,,7,823000
552,-10283,256,641,,7,641000
366,-5754,560,852,,7,852000
589,-6492,536,928,,7,928000
349,-6811,854,732,,7,732000
323,-10535,337,405,,7,405000
593,-4671,578,894,,7,894000
658,-6268,381,953,,7,953000
340,-9382,709,620,,7,620000
532,-3386,557,920,,7,920000
457,-6692,323,825,,7,825000
317,-6986,591,420,,7,420000
632,-13289,338,660,,7,660000
340,-4236,531,909,,7,909000
288,-2985,442,855,,7,855000
420,-2959,497,971,,7,971000
302,-8903,826,411,,7,411000
583,-2522,411,986,,7,986000
279,-8676,433,379,,7,379000
295,-4803,595,717,,7,717000
444,-10669,857,404,,7,404000
255,-12145,596,605,,7,605000
690,-7246,667,755,,7,755000
405,-6949,487,427,,7,427000
333,-8834,586,590,,7,590000
1110,-3806,458,931,,7,931000
1470,-3090,441,976,,7,976000
613,-5773,694,765,,7,765000
519,-4763,527,944,,7,944000
441,-5368,454,839,,7,839000
619,-3644,544,970,,7,970000
439,-7977,722,716,,7,716000
241,-7813,489,675,,7,675000
946,-6855,180,915,,7,915000
550,-5482,417,932,,7,932000
362,-4756,457,804,,7,804000
949,-3160,654,822,,7,822000
329,-3002,388,764,,7,764000
400,-10615,650,600,,7,600000
610,-6399,669,543,,7,543000
346,-5648,646,882,,7,882000
641,-5133,599,906,,7,906000
443,-6097,503,853,,7,853000
308,-7790,237,462,,7,462000
305,-14884,476,331,,7,331000
359,-6081,598,901,,7,901000
355,-3905,528,721,,7,721000
358,-19036,527,59.6,,7,59600
360,-10256,519,610,,7,610000
265,-4193,660,619,,7,619000
378,-3439,545,964,,7,964000
396,-9616,596,448,,7,448000
328,-8155,567,863,,7,863000
257,-5937,610,801,,7,801000
541,-7078,621,666,,7,666000
267,-7315,382,589,,7,589000
509,-2785,392,791,,7,791000
310,-5582,619,779,,7,779000
316,-5242,588,856,,7,856000
2240,-9937,545,640,,7,640000
361,-5559,590,762,,7,762000
904,-7842,437,864,,7,864000
565,-6606,479,905,,7,905000
1330,-2855,150,937,,7,937000
3770,-5622,261,993,,7,993000
988,-3932,334,965,,7,965000
341,-3426,555,883,,7,883000
262,-4708,515,594,,7,594000
2310,-3665,481,944,,7,944000
1610,-4657,332,933,,7,933000
497,-10470,499,517,,7,517000
541,-8868,436,657,,7,657000
527,-3612,467,904,,7,904000
338,-4054,509,774,,7,774000
1700,-4881,668,906,,7,906000
455,-6353,436,862,,7,862000
239,-9044,583,574,,7,574000
339,-12049,338,340,,7,340000
400,-4073,674,666,,7,666000
554,-4157,344,925,,7,925000
250,-9165,529,586,,7,586000
591,-12019,464,612,,7,612000
346,-6667,462,840,,7,840000
318,-8150,568,367,,7,367000
314,-8981,548,254,,7,254000
408,-4897,602,837,,7,837000
254,-9579,540,584,,7,584000
1120,-5694,570,903,,7,903000
596,-11925,329,806,,7,806000
1160,-2368,393,926,,7,926000
701,-5387,404,924,,7,924000
308,-10513,375,336,,7,336000
310,-5445,392,669,,7,669000
432,-8773,630,876,,7,876000
255,-6517,432,389,,7,389000
465,-14350,626,151,,7,151000
347,-3159,554,941,,7,941000
255,-7476,647,787,,7,787000
463,-5742,656,638,,7,638000
692,-5707,293,667,,7,667000
1060,-5128,421,831,,7,831000
637,-2757,494,946,,7,946000
401,-5297,561,789,,7,789000
339,-8957,307,635,,7,635000
351,-7053,456,832,,7,832000
317,-4631,501,818,,7,818000
318,-22320,414,161,,7,161000
524,-5993,747,657,,7,657000
866,-4823,320,940,,7,940000
1230,-3570,388,978,,7,978000
1190,-3908,417,934,,7,934000
407,-3920,375,777,,7,777000
526,-5428,643,849,,7,849000
464,-12065,705,529,,7,529000
316,-9538,589,447,,7,447000
426,-5520,460,748,,7,748000
2210,-4011,620,912,,7,912000
731,-5002,368,769,,7,769000
259,-6727,575,742,,7,742000
407,-5847,529,767,,7,767000
2110,-3175,462,990,,7,990000
578,-13880,374,816,,7,816000
428,-8712,762,722,,7,722000
566,-5386,484,807,,7,807000
846,-2283,370,924,,7,924000
454,-7299,591,804,,7,804000
867,-7016,257,753,,7,753000
438,-6389,422,809,,7,809000
490,-4609,392,849,,7,849000
350,-13638,437,687,,7,687000
298,-6835,368,611,,7,611000
422,-6069,284,875,,7,875000
612,-5121,472,811,,7,811000
249,-16098,525,493,,7,493000
539,-2432,349,923,,7,923000
564,-4469,351,939,,7,939000
896,-10845,336,796,,7,796000
614,-4561,565,877,,7,877000
528,-7261,590,716,,7,716000
614,-4254,536,857,,7,857000
816,-8920,625,922,,7,922000
366,-6026,623,898,,7,898000
680,-7837,356,872,,7,872000
361,-6686,529,828,,7,828000
399,-2189,545,932,,7,932000
288,-11473,455,290,,7,290000
337,-4936,470,825,,7,825000
282,-16683,500,271,,7,271000
449,-6023,507,828,,7,828000
831,-9221,395,453,,7,453000
321,-8586,723,413,,7,413000
462,-2567,543,948,,7,948000
609,-4284,235,869,,7,869000
2900,-3587,782,745,,7,745000
640,-4537,508,988,,7,988000
280,-7053,389,509,,7,509000
1070,-4621,528,961,,7,961000
406,-4581,341,875,,7,875000
436,-5151,804,893,,7,893000
253,-9991,621,359,,7,359000
714,-4162,647,512,,7,512000
884,-4874,422,920,,7,920000
393,-7886,494,951,,7,951000
1460,-4281,364,936,,7,936000
321,-8941,209,545,,7,545000
373,-2749,543,961,,7,961000
580,-8965,822,464,,7,464000
1930,-6419,457,764,,7,764000
339,-6743,506,554,,7,554000
1020,-3866,478,974,,7,974000
308,-11494,239,442,,7,442000
316,-7787,345,418,,7,418000
4890,-3837,520,967,,7,967000
319,-9097,582,776,,7,776000
401,-6663,457,869,,7,869000
523,-5058,465,874,,7,874000
367,-5541,413,881,,7,881000
303,-10991,730,487,,7,487000
456,-6913,586,775,,7,775000
621,-8197,357,658,,7,658000
318,-8985,670,555,,7,555000
310,-8497,195,608,,7,608000
279,-5440,511,672,,7,672000
392,-9818,442,461,,7,461000
284,-6134,425,587,,7,587000
354,-8133,425,437,,7,437000
331,-9968,600,644,,7,644000
317,-7258,367,769,,7,769000
945,-2191,235,942,,7,942000
323,-7596,548,532,,7,532000
2620,-3484,539,915,,7,915000
268,-11206,514,421,,7,421000
320,-6454,476,764,,7,764000
1130,-9442,593,691,,7,691000
309,-8132,500,565,,7,565000
411,-6324,357,866,,7,866000
392,-6800,406,819,,7,819000
356,-4190,535,948,,7,948000
519,-3433,402,924,,7,924000
296,-4460,562,903,,7,903000
292,-4976,638,738,,7,738000
461,-5814,472,858,,7,858000
568,-6265,484,768,,7,768000
263,-7654,796,533,,7,533000
488,-6192,292,775,,7,775000
404,-9693,545,647,,7,647000
641,-3287,504,907,,7,907000
816,-9793,298,823,,7,823000
565,-4326,545,964,,7,964000
887,-11780,412,657,,7,657000
640,-13341,837,380,,7,380000
276,-6970,622,692,,7,692000
270,-2788,592,767,,7,767000
406,-8068,335,876,,7,876000
428,-3124,415,901,,7,901000
381,-3332,770,910,,7,910000
284,-9272,561,337,,7,337000
827,-8090,592,843,,7,843000
350,-9051,220,708,,7,708000
292,-4976,638,738,,7,738000
362,-6854,636,848,,7,848000
1200,-5683,259,964,,7,964000
278,-12526,699,502,,7,502000
533,-7575,602,516,,7,516000
2340,-3645,545,998,,7,998000
299,-8039,377,682,,7,682000
432,-4049,455,790,,7,790000
363,-9558,586,700,,7,700000
806,-3521,515,949,,7,949000
784,-5533,371,921,,7,921000
310,-6423,522,738,,7,738000
550,-9483,485,428,,7,428000
352,-12608,321,220,,7,220000
265,-13890,562,235,,7,235000
508,-4425,593,651,,7,651000
238,-5975,508,591,,7,591000
657,-6683,374,701,,7,701000
287,-6858,634,868,,7,868000
319,-5457,505,928,,7,928000
855,-3435,613,953,,7,953000
292,-10044,565,564,,7,564000
509,-2785,392,791,,7,791000
437,-8575,356,772,,7,772000
725,-6995,400,992,,7,992000
995,-6984,120,870,,7,870000
440,-5189,343,732,,7,732000
286,-5314,556,649,,7,649000
347,-9541,578,515,,7,515000
566,-7372,491,931,,7,931000
637,-2757,494,946,,7,946000
397,-4602,480,826,,7,826000
