speechiness,loudness,danceability,target
862,-8107,738,4
494,-6872,754,4
296,-4460,562,4
305,-8290,520,4
261,-10915,433,4
634,-9517,734,4
299,-9951,413,4
503,-6939,388,4
305,-5735,587,4
282,-5635,747,4
537,-10852,815,4
3250,-8493,645,4
259,-8468,693,4
405,-21725,64.5,4
410,-2945,406,4
419,-18588,485,4
323,-7596,548,4
354,-7742,632,4
439,-4786,642,4
515,-3970,598,4
375,-7426,352,4
412,-8078,400,4
398,-7195,494,4
388,-7955,596,4
684,-3700,774,4
312,-11411,569,4
348,-3097,668,4
400,-12217,417,4
1310,-6778,704,4
554,-4157,344,4
445,-21627,322,4
275,-7310,646,4
434,-4793,290,4
293,-4509,443,4
368,-28545,661,4
321,-6248,427,4
613,-8123,721,4
463,-4765,425,4
857,-6575,802,4
732,-4436,664,4
1600,-10013,434,4
491,-3593,637,4
823,-6352,571,4
335,-20449,437,4
636,-14041,509,4
975,-5005,542,4
2870,-8442,669,4
335,-7813,237,4
415,-15784,669,4
627,-5840,517,4
734,-8137,779,4
483,-8334,825,4
1160,-6055,450,4
279,-11129,459,4
340,-6894,681,4
374,-4831,431,4
673,-4544,457,4
504,-7637,704,4
433,-5787,831,4
398,-6267,843,4
351,-5324,631,4
352,-7456,670,4
681,-11213,721,4
579,-8947,812,4
1210,-2702,579,4
1410,-5922,551,4
714,-8440,645,4
343,-9086,462,4
304,-10084,398,4
1190,-6222,804,4
432,-7015,338,4
1130,-8896,726,4
2100,-3874,198,4
335,-8823,590,4
395,-22159,614,4
264,-6293,602,4
372,-15156,99,4
671,-6834,889,4
381,-2776,463,4
390,-15352,330,4
465,-7148,605,4
258,-10711,600,4
314,-4963,544,4
606,-5985,210,4
492,-3070,658,4
365,-9269,721,4
692,-5707,293,4
615,-4943,588,4
773,-5593,552,4
1190,-6104,444,4
317,-4631,501,4
317,-9451,457,4
847,-9254,720,4
387,-6814,177,4
1440,-6501,325,4
351,-7042,410,4
296,-4454,403,4
1030,-11163,495,4
549,-14173,477,4
335,-6493,655,4
1510,-8783,878,4
330,-13280,394,4
422,-6069,284,4
727,-7999,267,4
446,-1280,448,4
293,-8870,437,4
297,-5703,624,4
278,-9068,566,4
501,-11676,677,4
401,-7303,545,4
657,-7570,745,4
353,-14178,519,4
312,-6113,642,4
295,-10156,513,4
893,-5150,747,4
359,-5938,733,4
893,-5150,747,4
356,-4190,535,4
1200,-6194,763,4
397,-7665,731,4
996,-10668,681,4
412,-7275,473,4
1220,-3204,463,4
818,-5666,861,4
421,-5157,511,4
357,-10437,669,4
845,-3933,738,4
279,-9501,578,4
423,-6267,655,4
299,-6868,413,4
322,-5311,469,4
668,-6025,756,4
643,-8295,712,4
321,-15326,346,4
359,-20693,163,4
334,-12890,343,4
438,-6389,422,4
604,-5747,686,4
1170,-9142,660,4
368,-8662,525,4
526,-12526,731,4
317,-6261,724,4
417,-6525,568,4
370,-7372,611,4
1290,-6103,926,4
354,-20933,308,4
294,-7296,567,4
322,-6468,677,4
876,-5545,725,4
1480,-3755,490,4
801,-7578,652,4
805,-7664,662,4
277,-7012,549,4
539,-2432,349,4
794,-7401,332,4
676,-6903,674,4
611,-10842,388,4
661,-4395,232,4
614,-4561,565,4
932,-5007,504,4
384,-5177,416,4
528,-7261,590,4
546,-5728,329,4
569,-8552,787,4
1770,-5863,670,4
1390,-5912,824,4
1810,-4422,755,4
379,-5938,620,4
305,-9822,472,4
330,-9313,375,4
793,-8634,861,4
335,-6396,378,4
416,-11248,731,4
423,-10503,341,4
325,-8378,240,4
676,-6094,627,4
328,-12395,386,4
339,-7640,560,4
382,-9100,627,4
2590,-4714,580,4
314,-4824,619,4
352,-6173,662,4
406,-4581,341,4
456,-7194,606,4
453,-7404,499,4
336,-12999,321,4
699,-5236,584,4
410,-20053,74.1,4
358,-8116,449,4
2190,-7182,427,4
391,-11039,669,4
1590,-7566,529,4
426,-6983,710,4
282,-8528,433,4
381,-2776,463,4
341,-15119,287,4
413,-5721,550,4
375,-8325,454,4
287,-9312,476,4
922,-7917,696,4
586,-9163,579,4
291,-12141,314,4
336,-9743,657,4
533,-4390,173,4
322,-4510,664,4
461,-15931,361,4
299,-6565,367,4
904,-2672,374,4
675,-8489,693,4
446,-4126,531,4
311,-6708,543,4
284,-6134,425,4
309,-8559,569,4
374,-5150,733,4
1490,-3377,379,4
747,-3867,516,4
457,-9975,622,4
362,-5233,359,4
3040,-6463,481,4
310,-9772,435,4
413,-17100,166,4
361,-15020,729,4
312,-7294,676,4
1520,-6188,434,4
360,-10090,603,4
302,-7551,391,4
332,-8395,197,4
288,-5330,695,4
1310,-10244,753,4
678,-10152,543,4
407,-19450,306,4
3920,-6440,575,4
296,-4460,562,4
312,-7746,545,4
600,-7521,331,4
345,-3765,775,4
555,-3663,357,4
668,-3341,603,4
847,-9254,720,4
247,-7144,534,4
1050,-4541,430,4
301,-4724,529,4
1120,-5284,278,4
238,-7390,506,4
380,-4528,475,4
756,-4864,818,4
493,-9581,463,4
433,-6760,598,4
1770,-3915,625,4
355,-5880,652,4
654,-7086,589,4
845,-5946,656,4
343,-16174,787,4
321,-8199,597,4
334,-15891,588,4
339,-13039,353,4
448,-2896,412,4
305,-4720,481,4
367,-9289,780,4
340,-10517,499,4
337,-4799,697,4
1320,-5757,441,4
290,-14109,280,4
331,-9796,640,4
311,-11077,516,4
347,-7554,530,4
362,-7745,600,4
643,-11534,807,4
650,-3917,262,4
399,-15445,178,4
238,-6574,610,4
340,-6801,400,4
317,-6261,724,4
497,-4230,522,4
307,-7385,506,4
262,-10769,440,4
1210,-5219,471,4
533,-3294,208,4
4320,-4972,413,4
241,-9403,483,4
392,-8954,639,4
252,-10652,475,4
469,-4115,401,4
458,-5594,871,4
276,-8574,579,4
1110,-4626,681,4
759,-7725,763,4
1040,-5729,274,4
359,-7682,466,4
322,-10425,560,4
2340,-3645,545,4
799,-4564,392,4
377,-10845,743,4
583,-6398,704,4
351,-7823,588,4
1020,-4835,817,4
338,-8544,253,4
328,-6977,600,4
272,-8050,517,4
550,-6659,551,4
372,-9214,422,4
443,-6832,827,4
2150,-7174,932,4
301,-3641,522,4
495,-3517,910,4
431,-7572,641,4
724,-9757,591,4
2060,-3309,834,4
2680,-5138,791,4
393,-10003,398,4
416,-8393,786,4
281,-10228,564,4
603,-4402,761,4
504,-2602,147,4
281,-6165,392,4
425,-9810,599,4
303,-7271,705,4
505,-8319,502,4
412,-8078,400,4
264,-11192,605,4
421,-7357,801,4
409,-5119,469,4
559,-11206,776,4
3540,-8140,830,4
262,-7797,652,4
606,-10305,525,4
423,-13172,549,4
314,-6588,685,4
266,-11263,596,4
419,-8493,296,4
410,-9529,640,4
291,-6447,495,4
416,-4020,611,4
544,-7090,592,4
315,-8700,503,4
1350,-9638,626,4
494,-10949,601,4
4990,-13364,607,4
304,-7065,886,4
995,-6984,120,4
446,-8318,600,4
256,-6709,539,4
529,-9822,897,4
911,-9212,657,4
316,-4967,703,4
402,-8325,722,4
261,-6391,597,4
306,-8379,596,4
336,-5110,489,4
387,-4701,282,4
347,-6219,699,4
375,-6015,395,4
322,-15137,447,4
1770,-5855,439,4
2210,-9703,852,4
307,-11666,543,4
344,-5682,401,4
399,-11783,390,4
563,-10702,262,4
281,-7165,693,4
383,-5465,202,4
436,-6272,631,4
365,-9143,663,4
384,-8604,775,4
1110,-2497,464,4
461,-8469,679,4
282,-5232,498,4
538,-6954,847,4
3790,-19045,727,4
318,-5415,428,4
512,-4870,416,4
870,-9036,439,4
6670,-20326,243,4
318,-8276,427,4
1010,-14309,416,4
441,-21703,184,4
402,-15673,212,4
1150,-8676,811,4
410,-6547,700,4
676,-4391,609,4
539,-2626,513,4
350,-8132,341,4
354,-11926,411,4
638,-13385,810,4
529,-11810,500,4
322,-20394,640,4
412,-12255,623,4
1960,-6413,571,4
3070,-13350,482,4
376,-7378,433,4
415,-5040,546,4
278,-14682,437,4
958,-7918,555,4
334,-9099,631,4
386,-7760,516,4
2150,-8517,747,4
271,-6862,445,4
366,-8200,616,4
262,-6600,650,4
846,-5110,460,4
2780,-5070,613,4
434,-4991,346,4
295,-12655,631,4
487,-4697,435,4
308,-10348,619,4
301,-9182,682,4
915,-5613,542,4
2620,-5338,707,4
304,-6249,574,4
1050,-10579,742,4
302,-5325,548,4
402,-14456,282,4
861,-6113,789,4
310,-7571,483,4
377,-8821,277,4
3340,-2468,675,4
319,-5497,593,4
335,-8823,590,4
312,-17638,401,4
263,-8747,541,4
511,-9312,734,4
357,-8390,224,4
316,-8480,464,4
345,-9840,601,4
1030,-5015,364,4
276,-7810,665,4
300,-6358,641,4
478,-10180,897,4
242,-6896,631,4
269,-5256,576,4
281,-7834,586,4
247,-7144,534,4
386,-8138,402,4
280,-7893,596,4
347,-6219,699,4
423,-13172,549,4
2540,-6569,754,4
290,-8613,620,4
278,-7200,663,4
241,-9216,615,4
511,-6198,443,4
411,-5403,572,4
488,-4686,729,4
502,-4870,552,4
385,-14271,883,4
386,-7079,323,4
392,-5559,372,4
2090,-6808,665,4
258,-7887,480,4
311,-10729,582,4
1280,-6043,259,4
1740,-11856,518,4
434,-4401,652,4
369,-9556,472,4
406,-18558,521,4
289,-12413,752,4
617,-7338,562,4
390,-29617,249,4
379,-4575,735,4
713,-7839,521,4
310,-7495,441,4
415,-13179,384,4
514,-3470,594,4
327,-12839,745,4
303,-6185,586,4
482,-6475,616,4
268,-6155,604,4
525,-4489,551,4
539,-9618,780,4
368,-16932,137,4
624,-6237,438,4
764,-11836,607,4
778,-5588,702,4
278,-6390,484,4
495,-7378,634,4
288,-17677,303,4
291,-10568,577,4
291,-6165,441,4
1080,-3578,587,4
428,-8695,549,4
398,-6267,843,4
338,-4090,753,4
426,-9954,663,4
340,-7885,672,4
2720,-15255,719,4
432,-8924,360,4
336,-9796,418,4
340,-10396,619,4
1200,-7482,514,4
360,-13707,466,4
847,-10180,810,4
1500,-9041,736,4
2900,-3378,274,4
641,-6938,618,4
810,-7320,193,4
389,-15760,480,4
741,-4910,657,4
721,-14421,466,4
628,-9495,717,4
256,-7547,590,4
328,-10854,546,4
621,-5122,495,4
388,-10294,653,4
2660,-8001,801,4
261,-6620,624,4
470,-7154,845,4
262,-10769,440,4
1710,-2855,266,4
334,-11717,722,4
320,-7064,363,4
815,-10024,705,4
1280,-8926,549,4
766,-15639,723,4
601,-5711,618,4
347,-13743,729,4
494,-6872,754,4
373,-9147,718,4
450,-11757,374,4
578,-7383,763,4
447,-9116,795,4
483,-9990,569,4
375,-7468,471,4
719,-4174,381,4
293,-10063,375,4
267,-8238,631,4
304,-15474,562,4
642,-4506,339,4
610,-5313,304,4
309,-5691,704,4
873,-8924,542,4
404,-4659,576,4
306,-13261,462,4
799,-17031,618,4
446,-5578,741,4
367,-10117,743,4
436,-3997,592,4
1050,-3168,470,4
598,-9340,799,4
2450,-7966,899,4
804,-5267,797,4
415,-7289,679,4
279,-12165,682,4
423,-4698,446,4
351,-7042,410,4
644,-3994,516,4
407,-9765,602,4
459,-3516,413,4
274,-5813,490,4
378,-5576,471,4
339,-8281,479,4
775,-9293,672,4
300,-8455,514,4
479,-6006,356,4
954,-8270,523,4
293,-4807,649,4
1510,-7186,680,4
339,-6520,772,4
1500,-5643,603,4
311,-12368,762,4
454,-11553,864,4
315,-8354,693,4
489,-6025,531,4
286,-8408,387,4
515,-7349,415,4
499,-8421,644,4
492,-8215,864,4
309,-8152,721,4
1500,-5464,589,4
358,-9342,608,4
483,-4741,700,4
332,-7680,491,4
344,-13058,640,4
1070,-9449,755,4
378,-14416,215,4
402,-6308,706,4
276,-8756,635,4
344,-8817,859,4
407,-12953,412,4
690,-5686,533,4
392,-1730,621,4
3800,-6327,781,4
587,-4744,571,4
3980,-5989,366,4
490,-9774,701,4
393,-5059,467,4
613,-8123,721,4
308,-9110,316,4
1720,-2873,430,4
1770,-7571,819,4
630,-3125,558,4
1030,-7996,788,4
396,-8257,430,4
277,-11221,456,4
387,-10087,719,4
389,-8734,483,4
274,-7820,676,4
514,-14697,356,4
318,-11588,597,4
431,-2445,479,4
407,-9760,502,4
392,-10169,443,4
734,-9802,709,4
272,-12503,551,4
1490,-4314,389,4
439,-30124,137,4
292,-10111,437,4
405,-6105,380,4
456,-14722,390,4
611,-4461,614,4
327,-12562,360,4
386,-7760,516,4
297,-14475,795,4
297,-14475,795,4
315,-5176,385,4
338,-5603,502,4
415,-7893,675,4
312,-7965,477,4
630,-10394,603,4
402,-6424,693,4
5430,-9419,769,4
461,-5053,633,4
366,-10048,726,4
297,-5703,624,4
331,-7434,634,4
458,-3124,716,4
433,-6925,562,4
405,-20043,306,4
678,-5784,443,4
687,-14630,854,4
389,-7675,582,4
321,-5372,469,4
499,-7609,416,4
559,-6311,672,4
310,-8946,532,4
409,-8568,761,4
419,-4530,425,4
523,-6743,701,4
494,-6673,814,4
463,-9304,702,4
369,-9432,659,4
1860,-6210,887,4
497,-10164,653,4
571,-7822,641,4
343,-5854,528,4
341,-8301,533,4
392,-3274,353,4
530,-8786,854,4
659,-4724,505,4
465,-7759,553,4
392,-4657,294,4
290,-10937,529,4
253,-5595,733,4
290,-6174,697,4
502,-4175,689,4
265,-14918,439,4
306,-5655,531,4
881,-16545,671,4
680,-7837,356,4
861,-6113,789,4
362,-6746,446,4
445,-5766,658,4
636,-8215,130,4
278,-7987,676,4
321,-7380,615,4
580,-7239,339,4
358,-10025,724,4
310,-9357,448,4
243,-8321,574,4
461,-5131,373,4
337,-15559,400,4
380,-9026,314,4
968,-14263,310,4
302,-4722,660,4
302,-5396,621,4
799,-7828,726,4
267,-6754,603,4
319,-7121,677,4
448,-7963,694,4
382,-5317,575,4
317,-9685,322,4
451,-12903,357,4
427,-12436,628,4
270,-5813,511,4
308,-8398,558,4
404,-4659,576,4
279,-8545,625,4
547,-12891,501,4
486,-4172,293,4
392,-20361,381,4
312,-6037,522,4
1140,-4555,431,4
385,-7434,620,4
694,-7959,706,4
315,-8622,675,4
876,-5545,725,4
453,-9070,266,4
2850,-3635,535,4
306,-5699,793,4
2210,-4718,639,4
304,-7644,488,4
423,-5076,186,4
399,-6665,715,4
675,-7354,685,4
292,-6018,556,4
502,-5035,373,4
391,-5321,557,4
276,-4464,765,4
349,-6889,442,4
714,-8440,645,4
1520,-11889,310,4
337,-21022,545,4
463,-6625,705,4
346,-5136,471,4
451,-4165,498,4
314,-3909,758,4
410,-4886,755,4
6190,-9140,673,4
414,-8071,347,4
375,-15961,342,4
278,-8163,339,4
1060,-4840,370,4
342,-7069,432,4
407,-12953,412,4
316,-9342,389,4
382,-8252,325,4
353,-14178,519,4
502,-10538,214,4
1590,-13135,495,4
342,-4816,438,4
300,-10072,669,4
1050,-6784,448,4
1230,-6326,419,4
375,-12351,115,4
365,-8176,616,4
341,-8301,533,4
2040,-5648,379,4
695,-5167,726,4
1180,-4123,569,4
304,-8747,597,4
425,-3542,530,4
355,-6473,694,4
484,-5142,458,4
438,-9887,602,4
433,-5754,875,4
393,-9195,373,4
302,-13599,368,4
428,-16566,811,4
368,-9487,550,4
632,-21203,124,4
279,-7472,377,4
387,-8478,478,4
240,-10802,647,4
502,-13354,676,4
305,-7591,407,4
284,-6134,425,4
1590,-3648,288,4
849,-5818,479,4
393,-7964,650,4
388,-9503,562,4
338,-9570,305,4
621,-5255,310,4
879,-8041,660,4
577,-6856,776,4
323,-4837,684,4
321,-8570,636,4
274,-9510,664,4
950,-3998,567,4
395,-7984,212,4
1780,-8063,801,4
985,-7644,382,4
338,-4917,467,4
830,-885,220,4
1070,-2777,352,4
518,-10434,641,4
393,-9192,579,4
434,-4991,346,4
427,-13750,472,4
252,-7548,626,4
1330,-10390,615,4
330,-6170,679,4
385,-11493,550,4
986,-6767,763,4
340,-2983,742,4
1190,-2442,586,4
613,-18730,620,4
1580,-6273,739,4
371,-11028,614,4
417,-7612,536,4
380,-9026,314,4
632,-20228,602,4
355,-7552,578,4
282,-5635,747,4
896,-4975,545,4
569,-3213,421,4
1300,-1585,450,4
3280,-12448,671,4
317,-8467,509,4
265,-6843,603,4
663,-13747,539,4
914,-7384,681,4
3500,-14150,536,4
274,-4958,523,4
437,-5490,582,4
5250,-7401,448,4
547,-5351,634,4
339,-11795,669,4
393,-7964,650,4
257,-4412,532,4
304,-6736,638,4
736,-19456,508,4
544,-7090,592,4
651,-7659,794,4
681,-6069,577,4
230,-5125,691,4
684,-4717,474,4
612,-5024,459,4
921,-7620,575,4
274,-9975,553,4
322,-5852,466,4
317,-7393,565,4
360,-8570,627,4
537,-7659,917,4
370,-14899,266,4
318,-7163,573,4
3250,-6657,672,4
518,-4893,797,4
285,-16917,575,4
392,-1730,621,4
472,-7718,247,4
3330,-8914,837,4
576,-7294,360,4
455,-6870,692,4
409,-9297,314,4
372,-9935,515,4
501,-22800,372,4
413,-23130,354,4
394,-4557,481,4
267,-11396,543,4
416,-5576,573,4
341,-6184,458,4
358,-4849,353,4
875,-3668,638,4
411,-6013,651,4
401,-4691,391,4
333,-18788,308,4
423,-13997,679,4
903,-7640,550,4
434,-7544,783,4
1450,-7030,735,4
368,-13756,275,4
4270,-5664,717,4
661,-6842,606,4
664,-7616,573,4
491,-3593,637,4
2210,-4718,639,4
235,-5299,714,4
735,-6136,525,4
376,-4164,619,4
566,-13581,491,4
1160,-10018,670,4
355,-5081,544,4
368,-5262,710,4
324,-5787,413,4
1140,-5383,406,4
2450,-11706,796,4
349,-10997,131,4
399,-3943,582,4
529,-5446,475,4
315,-7521,711,4
350,-10282,328,4
412,-8078,400,4
539,-6015,771,4
1060,-15173,673,4
423,-10503,341,4
789,-3623,342,4
301,-6379,483,4
417,-7307,534,4
262,-6512,582,4
477,-12490,726,4
317,-13545,133,4
1210,-3719,278,4
393,-11179,688,4
397,-8615,552,4
522,-10410,640,4
353,-6034,436,4
340,-12554,340,4
446,-6356,467,4
482,-13673,388,4
2640,-6174,654,4
312,-18251,551,4
299,-4528,611,4
508,-9410,779,4
380,-8998,248,4
654,-7086,589,4
892,-6209,391,4
566,-10035,628,4
648,-3816,385,4
425,-17692,737,4
621,-4676,415,4
499,-8050,794,4
1440,-9149,697,4
1910,-3293,409,4
2730,-8958,690,4
624,-16729,696,4
392,-7150,318,4
421,-5788,588,4
346,-5694,556,4
251,-9970,455,4
318,-7355,639,4
638,-5193,372,4
1120,-14122,585,4
455,-12052,783,4
418,-11274,565,4
678,-1163,330,4
665,-7663,703,4
4050,-8086,654,4
364,-4004,516,4
426,-4494,340,4
357,-8006,563,4
2620,-6704,556,4
1150,-8676,811,4
388,-13564,459,4
567,-9266,733,4
276,-7201,545,4
525,-4489,551,4
508,-3300,447,4
304,-6249,574,4
342,-6905,249,4
1400,-3586,372,4
261,-9006,686,4
3180,-8535,481,4
1920,-8735,892,4
404,-7998,341,4
344,-5838,383,4
331,-6360,537,4
326,-9379,665,4
1050,-5626,506,4
283,-6186,447,4
232,-6062,561,4
611,-5876,677,4
611,-10464,503,4
302,-14520,374,4
363,-5540,553,4
1750,-10316,699,4
1250,-4975,583,4
762,-3942,392,4
506,-4909,326,4
392,-8954,639,4
285,-7050,701,4
300,-8455,514,4
304,-6736,638,4
517,-5491,591,4
1200,-4563,525,4
447,-7959,418,4
405,-7390,196,4
373,-8240,660,4
744,-8933,699,4
323,-14955,493,4
274,-9267,491,4
311,-7085,780,4
765,-7348,761,4
392,-6951,638,4
762,-7109,837,4
274,-5815,653,4
320,-9880,431,4
346,-6187,747,4
305,-7623,372,4
570,-4770,836,4
587,-11756,451,4
537,-14262,460,4
541,-8193,315,4
1990,-4758,348,4
525,-8929,786,4
553,-4956,982,4
348,-11763,246,4
2190,-10973,658,4
582,-4681,340,4
246,-6195,590,4
262,-5387,598,4
586,-9163,579,4
304,-10569,643,4
293,-10340,544,4
475,-5670,593,4
354,-8708,527,4
292,-8412,642,4
271,-7496,741,4
261,-7930,605,4
364,-8597,644,4
377,-6271,610,4
283,-7669,317,4
879,-10864,651,4
609,-9880,872,4
376,-5274,727,4
861,-5730,755,4
548,-5091,784,4
410,-2719,685,4
3940,-6717,723,4
462,-10431,474,4
479,-3910,403,4
358,-9549,565,4
647,-6422,615,4
289,-9667,525,4
457,-16707,556,4
819,-4338,479,4
769,-7381,469,4
258,-5444,729,4
1170,-3795,360,4
319,-13104,546,4
553,-5618,822,4
368,-6371,464,4
456,-5824,319,4
1110,-10754,531,4
360,-6869,545,4
309,-5439,459,4
321,-6038,686,4
362,-11534,366,4
322,-6099,628,4
1030,-3139,176,4
638,-4593,375,4
286,-5597,537,4
1130,-1742,323,4
285,-7576,750,4
656,-16633,471,4
531,-9351,652,4
522,-13641,363,4
830,-6575,490,4
291,-8252,670,4
451,-6552,778,4
351,-3713,763,4
512,-19668,784,4
584,-7572,380,4
392,-14427,541,4
317,-6261,724,4
337,-8490,398,4
2190,-2874,488,4
2590,-4714,580,4
413,-18927,640,4
4770,-6702,710,4
518,-11400,570,4
529,-5155,718,4
298,-9965,646,4
445,-9941,830,4
374,-5088,768,4
310,-9406,622,4
380,-5221,482,4
334,-3169,314,4
354,-8708,527,4
319,-6612,469,4
1560,-23480,529,4
277,-9281,363,4
283,-5186,641,4
290,-7579,500,4
290,-8843,559,4
1570,-7155,771,4
452,-7327,215,4
262,-6571,509,4
376,-9401,819,4
601,-17868,383,4
784,-7399,624,4
680,-7837,356,4
538,-7800,755,4
731,-5002,368,4
299,-8336,460,4
343,-3586,610,4
783,-5885,209,4
397,-5084,550,4
320,-9930,481,4
379,-11002,514,4
308,-8182,615,4
2390,-7565,871,4
483,-7707,304,4
420,-10505,753,4
278,-8522,539,4
422,-7584,598,4
276,-7352,371,4
366,-11314,637,4
908,-6732,798,4
300,-6886,508,4
332,-7680,491,4
474,-15845,493,4
428,-16566,811,4
322,-5874,537,4
420,-6076,612,4
484,-8683,550,4
1210,-8741,771,4
1060,-7876,829,4
331,-9897,767,4
441,-3310,467,4
453,-5462,662,4
1400,-3494,322,4
4960,-4174,670,4
298,-4848,686,4
321,-5372,469,4
4970,-6364,526,4
424,-12385,295,4
307,-7385,506,4
533,-7627,611,4
362,-13249,706,4
379,-6153,627,4
336,-5438,508,4
512,-4913,575,4
1260,-8504,373,4
311,-12368,762,4
778,-9711,345,4
285,-10865,669,4
1230,-6602,449,4
425,-5316,814,4
3760,-3157,623,4
430,-10313,395,4
439,-6354,578,4
354,-8930,500,4
347,-12888,527,4
301,-7481,542,4
283,-5186,641,4
643,-11879,458,4
420,-5841,821,4
505,-8547,354,4
428,-3906,659,4
304,-7237,691,4
1770,-8637,788,4
371,-4666,549,4
517,-6912,842,4
458,-6103,573,4
258,-9129,360,4
389,-4619,561,4
688,-11746,791,4
336,-8716,660,4
562,-6952,351,4
973,-4771,400,4
436,-2339,353,4
274,-8546,582,4
1090,-16729,575,4
279,-8843,378,4
648,-10119,621,4
551,-8948,488,4
926,-4210,318,4
383,-6326,484,4
561,-2924,408,4
1350,-6796,918,4
285,-7139,680,4
299,-4034,225,4
357,-5361,554,4
974,-5207,655,4
308,-5685,391,4
245,-8820,621,4
929,-6591,488,4
1210,-8928,519,4
341,-18034,201,4
247,-6242,604,4
295,-4733,789,4
424,-6866,527,4
559,-11206,776,4
2510,-9528,854,4
902,-3778,376,4
389,-10283,249,4
427,-6399,361,4
451,-9045,680,4
546,-11036,365,4
423,-10503,341,4
787,-4555,551,4
267,-7646,550,4
3680,-6800,677,4
327,-11879,369,4
271,-6874,713,4
434,-4991,346,4
898,-4120,288,4
359,-7085,677,4
344,-8817,859,4
452,-3602,500,4
334,-4148,603,4
3030,-13251,715,4
249,-10227,514,4
448,-8451,435,4
375,-11428,276,4
811,-5896,859,4
520,-8201,521,4
3470,-7749,650,4
734,-8137,779,4
522,-2064,387,4
301,-5413,696,4
425,-9494,561,4
335,-9737,577,4
382,-7797,722,4
351,-6549,846,4
434,-10128,883,4
3510,-5359,721,4
2000,-5976,641,4
447,-6491,693,4
333,-3596,684,4
253,-7369,573,4
1530,-4877,254,4
458,-8905,740,4
807,-10017,796,4
334,-15595,728,4
1500,-8201,460,4
637,-5967,480,4
316,-11130,418,4
329,-6731,381,4
462,-10431,474,4
1400,-5743,738,4
4470,-7850,713,4
487,-14392,562,4
1190,-5408,307,4
1470,-3090,441,4
3330,-10812,626,4
389,-4619,561,4
1440,-9149,697,4
411,-5826,601,4
327,-5882,435,4
695,-5167,726,4
428,-5294,512,4
987,-5972,446,4
306,-7534,589,4
407,-13677,697,4
343,-10007,635,4
1460,-6442,787,4
329,-7046,718,4
1660,-10751,606,4
1100,-9726,683,4
428,-6255,232,4
465,-3857,496,4
777,-6306,504,4
1010,-4829,648,4
408,-6822,610,4
1980,-7247,674,4
1850,-9952,768,4
297,-8862,568,4
402,-6308,706,4
263,-3809,554,4
402,-13854,687,4
727,-5926,585,4
395,-4982,536,4
490,-5070,383,4
392,-8954,639,4
622,-5692,666,4
1610,-6944,350,4
453,-2767,180,4
401,-7206,697,4
786,-13048,327,4
406,-10820,800,4
762,-5928,468,4
461,-5053,633,4
365,-7390,468,4
557,-15340,484,4
394,-2485,416,4
372,-9935,515,4
4300,-6472,612,4
1200,-6194,763,4
1320,-7626,765,4
277,-8900,595,4
329,-6731,381,4
548,-6715,565,4
391,-16945,495,4
392,-6664,698,4
313,-8669,381,4
421,-8287,764,4
6780,-13412,595,4
268,-15922,482,4
296,-13442,707,4
395,-6354,697,4
1040,-9666,784,4
365,-8576,618,4
395,-8306,677,4
249,-8480,562,4
347,-6711,560,4
483,-9472,366,4
334,-9099,631,4
1880,-14144,287,4
594,-10150,640,4
435,-2512,723,4
796,-11494,330,4
613,-8123,721,4
759,-8503,694,4
344,-8379,325,4
2700,-8397,675,4
1140,-2481,251,4
455,-10895,734,4
275,-6775,328,4
544,-5116,645,4
359,-3634,444,4
312,-7156,608,4
386,-18143,286,4
358,-10025,724,4
565,-21824,740,4
392,-8553,167,4
686,-3348,521,4
581,-6192,318,4
543,-9150,289,4
325,-5451,376,4
362,-4118,413,4
581,-6112,633,4
595,-11248,754,4
1600,-10013,434,4
338,-1589,488,4
456,-5824,319,4
485,-8069,500,4
326,-9698,740,4
310,-6460,625,4
741,-7839,429,4
385,-19559,281,4
294,-5806,555,4
799,-7828,726,4
927,-5399,838,4
528,-10297,643,4
799,-7828,726,4
407,-5683,602,4
333,-12171,447,4
399,-10007,657,4
849,-5818,479,4
435,-8721,464,4
958,-10429,520,4
358,-9021,652,4
394,-6788,686,4
316,-7341,703,4
622,-5830,710,4
1020,-7332,324,4
524,-11832,603,4
397,-10024,669,4
748,-8728,748,4
274,-5815,653,4
389,-7466,656,4
293,-4807,649,4
857,-6757,825,4
379,-6765,721,4
313,-3817,241,4
380,-9026,314,4
404,-8482,584,4
255,-11908,560,4
267,-8266,610,4
277,-5926,579,4
662,-7926,608,4
418,-6847,621,4
319,-6688,522,4
423,-17091,670,4
488,-5268,455,4
283,-5282,470,4
344,-5704,554,4
262,-5257,466,4
315,-4116,265,4
426,-6315,581,4
395,-9641,565,4
259,-10668,437,4
428,-8712,762,4
684,-8314,656,4
655,-13340,762,4
3350,-8979,646,4
923,-6788,180,4
355,-5610,552,4
388,-6981,746,4
333,-7949,774,4
287,-5687,751,4
263,-6476,684,4
257,-9697,456,4
272,-6113,591,4
287,-7607,414,4
340,-5747,617,4
705,-16481,781,4
286,-7264,654,4
1600,-10013,434,4
422,-10435,140,4
1190,-8889,657,4
760,-2925,449,4
1350,-7283,878,4
305,-4975,447,4
553,-4796,635,4
276,-10051,500,4
402,-7052,837,4
581,-14210,856,4
3570,-4530,873,4
487,-4202,427,4
415,-5717,743,4
1990,-6871,824,4
436,-8688,461,4
958,-10429,520,4
871,-6459,669,4
498,-9163,731,4
789,-7714,277,4
411,-6005,788,4
